PO Line ID,Invoice Posting Date,IR Effective Quantity,IR Amount USD
"4791904835-10001",2023-07-28 00:00:00.000,1.00,278.88
"4791904835-10001",2023-08-11 00:00:00.000,1.00,1223.65
"4791904835-10001",2023-09-25 00:00:00.000,1.00,1197.68
"4791904853-1",2023-06-20 00:00:00.000,1.00,114.12
"4791904854-1",2023-11-15 00:00:00.000,2.00,281.49
"4791904867-10001",2023-08-24 00:00:00.000,1.00,5139.34
"4791904882-1",2023-11-15 00:00:00.000,2.00,281.49
"4791904937-1",2023-06-21 00:00:00.000,12.00,207.20
"4791904937-2",2023-06-21 00:00:00.000,12.00,258.39
"4791904937-3",2023-06-21 00:00:00.000,12.00,107.94
"4791904937-4",2023-06-21 00:00:00.000,12.00,107.94
"4791904937-5",2023-06-21 00:00:00.000,4.00,28.38
"4791904937-6",2023-06-21 00:00:00.000,20.00,132.02
"4791904937-7",2023-06-21 00:00:00.000,20.00,158.38
"4791905037-1",2023-11-15 00:00:00.000,2.00,281.49
"4791905076-1",2023-08-25 00:00:00.000,1.00,118.93
"4791905076-1",2023-09-06 00:00:00.000,-1.00,-112.65
"4791905076-1",2023-10-04 00:00:00.000,1.00,111.43
"4791905077-1",2023-11-15 00:00:00.000,2.00,281.49
"4791905095-1",2023-06-26 00:00:00.000,1.00,42.40
"4791905095-10001",2023-06-26 00:00:00.000,1.00,13.04
"4791905095-2",2023-06-26 00:00:00.000,1.00,42.40
"4791905095-3",2023-06-26 00:00:00.000,1.00,42.40
"4791905098-1",2023-10-27 00:00:00.000,6.00,1170.00
"4791905148-1",2023-06-16 00:00:00.000,5.00,578.18
"4791905309-1",2023-06-14 00:00:00.000,1.00,39.13
"4791905309-2",2023-06-14 00:00:00.000,1.00,604.52
"4791905340-1",2023-06-08 00:00:00.000,3.00,85.16
"4791905340-2",2023-06-08 00:00:00.000,6.00,170.33
"4791905340-3",2023-06-08 00:00:00.000,3.00,85.16
"4791905341-10001",2023-10-05 00:00:00.000,1.00,341.50
"4791905341-10002",2023-10-05 00:00:00.000,1.00,711.73
"4791905730-1",2023-07-11 00:00:00.000,1.00,305.44
"4791905773-1",2023-06-24 00:00:00.000,1.00,379.19
"4791905972-1",2023-09-08 00:00:00.000,30.00,67.61
"4791907949-10001",2023-06-03 00:00:00.000,1.00,260.92
"4791908036-10001",2023-08-10 00:00:00.000,1.00,61.18
"4791908036-10002",2023-08-10 00:00:00.000,1.00,407.88
"4791908066-1",2023-06-23 00:00:00.000,1.00,104.59
"4791908068-10001",2023-06-03 00:00:00.000,1.00,6185.73
"4791908081-10001",2023-10-26 00:00:00.000,1.00,222.92
"4791908081-10002",2023-10-26 00:00:00.000,1.00,4.45
"4791908081-2",2023-10-26 00:00:00.000,2.00,31.84
"4791908094-10001",2023-06-03 00:00:00.000,1.00,365.55
"4791908111-10001",2023-06-20 00:00:00.000,1.00,365.29
"4791908111-10002",2023-06-20 00:00:00.000,1.00,652.31
"4791908111-3",2023-06-20 00:00:00.000,2.00,10.51
"4791908111-4",2023-06-20 00:00:00.000,6.00,17.61
"4791908130-10001",2023-06-03 00:00:00.000,1.00,1151.89
"4791908169-10001",2023-06-03 00:00:00.000,1.00,97.14
"4791908205-1",2023-11-22 00:00:00.000,2.00,45.09
"4791908205-2",2023-11-22 00:00:00.000,5.00,123.21
"4791908205-3",2023-11-22 00:00:00.000,4.00,92.53
"4791908205-4",2023-11-22 00:00:00.000,1.00,26.40
"4791908310-10001",2023-06-03 00:00:00.000,1.00,376.02
"4791908389-1",2023-06-17 00:00:00.000,1.00,110.24
"4791908389-2",2023-06-17 00:00:00.000,1.00,162.42
"4791908389-3",2023-06-17 00:00:00.000,1.00,64.57
"4791908423-10001",2023-07-24 00:00:00.000,1.00,348.92
"4791908438-1",2023-06-03 00:00:00.000,1.00,46.43
"4791908438-2",2023-06-03 00:00:00.000,1.00,51.02
"4791908438-3",2023-06-03 00:00:00.000,1.00,13.36
"4791908438-4",2023-06-03 00:00:00.000,1.00,31.57
"4791908582-10001",2023-06-20 00:00:00.000,1.00,1187.21
"4791908668-1",2023-06-13 00:00:00.000,3.00,450.09
"4791908788-1",2023-06-06 00:00:00.000,1.00,134.71
"4791908788-2",2023-06-06 00:00:00.000,1.00,29.35
"4791908837-1",2023-08-29 00:00:00.000,1.00,9500.00
"4791908837-2",2023-08-29 00:00:00.000,1.00,6440.00
"4791909430-1",2023-06-24 00:00:00.000,3.00,104.12
"4791909430-2",2023-06-24 00:00:00.000,3.00,200.35
"4791911638-10001",2023-06-26 00:00:00.000,1.00,851.71
"4791911780-1",2023-06-14 00:00:00.000,1.00,275.92
"4791911780-2",2023-06-29 00:00:00.000,30.00,62.19
"4791911895-4",2023-06-09 00:00:00.000,1.00,39.94
"4791911895-6",2023-06-09 00:00:00.000,4.00,259.28
"4791911951-1",2023-06-29 00:00:00.000,1.00,293.54
"4791911951-2",2023-06-29 00:00:00.000,3.00,9.78
"4791911951-3",2023-06-29 00:00:00.000,1.00,42.40
"4791911951-4",2023-06-29 00:00:00.000,3.00,43.05
"4791912019-10001",2023-07-07 00:00:00.000,1.00,132.80
"4791912019-10002",2023-07-07 00:00:00.000,1.00,119.52
"4791912019-10003",2023-07-07 00:00:00.000,1.00,119.52
"4791912019-10004",2023-07-07 00:00:00.000,1.00,239.04
"4791912019-10005",2023-07-07 00:00:00.000,1.00,146.08
"4791912019-10006",2023-07-07 00:00:00.000,1.00,265.60
"4791912019-2",2023-07-07 00:00:00.000,1.00,159.36
"4791912192-1",2023-08-30 00:00:00.000,12.00,110.32
"4791912192-10",2023-08-30 00:00:00.000,2.00,56.87
"4791912192-11",2023-08-30 00:00:00.000,2.00,95.00
"4791912192-12",2023-08-30 00:00:00.000,3.00,168.75
"4791912192-13",2023-08-30 00:00:00.000,3.00,303.75
"4791912192-14",2023-08-30 00:00:00.000,1.00,27.95
"4791912192-2",2023-08-30 00:00:00.000,4.00,39.10
"4791912192-3",2023-08-30 00:00:00.000,4.00,120.55
"4791912192-4",2023-08-30 00:00:00.000,2.00,41.87
"4791912192-5",2023-08-30 00:00:00.000,2.00,31.23
"4791912192-6",2023-08-30 00:00:00.000,1.75,106.36
"4791912192-7",2023-08-30 00:00:00.000,2.00,1302.00
"4791912192-8",2023-08-30 00:00:00.000,4.00,344.17
"4791912192-9",2023-08-30 00:00:00.000,2.00,57.96
"4791912475-10001",2023-06-09 00:00:00.000,1.00,293.54
"4791912619-1",2023-06-24 00:00:00.000,1.00,204.08
"4791914357-1",2023-06-29 00:00:00.000,1.00,80.30
"4791914675-1",2023-08-17 00:00:00.000,2.00,65.95
"4791914675-2",2023-08-03 00:00:00.000,2.00,62.13
"4791914719-1",2023-08-23 00:00:00.000,1.00,232.99
"4791914804-10001",2023-06-12 00:00:00.000,1.00,489.23
"4791914847-10001",2023-06-12 00:00:00.000,1.00,27.39
"4791914847-10002",2023-06-12 00:00:00.000,1.00,232.87
"4791914848-1",2023-06-09 00:00:00.000,4.00,79.65
"4791914884-10001",2023-08-15 00:00:00.000,1.00,1186.80
"4791914884-10001",2023-08-24 00:00:00.000,-1.00,-559.28
"4791914884-10002",2023-08-15 00:00:00.000,1.00,2064.00
"4791914884-10004",2023-08-15 00:00:00.000,1.00,480.00
"4791914884-10006",2023-08-15 00:00:00.000,1.00,2064.00
"4791914884-10007",2023-08-15 00:00:00.000,1.00,1186.80
"4791914884-10008",2023-08-15 00:00:00.000,1.00,1186.80
"4791914884-10009",2023-08-15 00:00:00.000,1.00,1186.80
"4791914884-10010",2023-08-15 00:00:00.000,1.00,1186.80
"4791914884-10011",2023-08-15 00:00:00.000,1.00,240.00
"4791914884-12",2023-08-15 00:00:00.000,1.00,5779.20
"4791915032-10001",2023-06-03 00:00:00.000,1.00,116.53
"4791915052-1",2023-07-28 00:00:00.000,13.00,116.96
"4791915070-10001",2023-10-30 00:00:00.000,1.00,15.00
"4791915070-10002",2023-10-13 00:00:00.000,1.00,13.55
"4791915070-10003",2023-10-13 00:00:00.000,1.00,15.00
"4791915070-10004",2023-10-13 00:00:00.000,1.00,14.52
"4791915070-10005",2023-10-27 00:00:00.000,1.00,14.91
"4791915070-10006",2023-10-27 00:00:00.000,1.00,14.43
"4791915070-10007",2023-08-04 00:00:00.000,1.00,15.91
"4791915070-10008",2023-09-16 00:00:00.000,1.00,15.17
"4791915070-10009",2023-10-30 00:00:00.000,1.00,14.43
"4791915077-10001",2023-06-08 00:00:00.000,1.00,227.48
"4791915151-1",2023-08-03 00:00:00.000,14.00,196.43
"4791915258-1",2023-11-17 00:00:00.000,1.00,7.42
"4791915258-2",2023-11-17 00:00:00.000,2.00,18.49
"4791915258-3",2023-11-17 00:00:00.000,2.00,34.89
"4791915258-4",2023-11-17 00:00:00.000,2.00,7.64
"4791915259-1",2023-11-22 00:00:00.000,6.00,26.56
"4791915259-10",2023-11-22 00:00:00.000,1.00,23.13
"4791915259-11",2023-11-22 00:00:00.000,20.00,17.32
"4791915259-12",2023-11-22 00:00:00.000,10.00,18.85
"4791915259-13",2023-11-22 00:00:00.000,10.00,2.80
"4791915259-2",2023-11-22 00:00:00.000,2.00,5.33
"4791915259-3",2023-11-22 00:00:00.000,2.00,22.25
"4791915259-4",2023-11-22 00:00:00.000,1.00,22.54
"4791915259-5",2023-11-22 00:00:00.000,1.00,19.77
"4791915259-6",2023-11-22 00:00:00.000,1.00,15.00
"4791915259-7",2023-11-22 00:00:00.000,1.00,14.82
"4791915259-8",2023-11-22 00:00:00.000,1.00,24.64
"4791915259-9",2023-11-22 00:00:00.000,1.00,26.08
"4791915271-10001",2023-06-12 00:00:00.000,1.00,946.37
"4791915271-10002",2023-06-12 00:00:00.000,1.00,652.31
"4791915296-1",2023-07-01 00:00:00.000,2.00,1558.43
"4791915296-2",2023-07-01 00:00:00.000,5.00,381.80
"4791915296-3",2023-07-01 00:00:00.000,9.00,1449.20
"4791915296-4",2023-07-01 00:00:00.000,3.00,313.74
"4791915296-5",2023-07-01 00:00:00.000,2.00,152.72
"4791915296-6",2023-07-01 00:00:00.000,1.00,249.00
"4791915296-7",2023-07-01 00:00:00.000,2.00,128.53
"4791915339-1",2023-07-08 00:00:00.000,1.00,44.48
"4791915466-1",2023-09-02 00:00:00.000,1.00,489.37
"4791915466-10",2023-09-02 00:00:00.000,10.00,837.08
"4791915466-2",2023-09-02 00:00:00.000,1.00,27.04
"4791915466-3",2023-09-02 00:00:00.000,1.00,77.26
"4791915466-4",2023-09-02 00:00:00.000,1.00,90.14
"4791915466-5",2023-09-02 00:00:00.000,1.00,48.29
"4791915466-6",2023-09-02 00:00:00.000,1.00,49.58
"4791915466-7",2023-09-02 00:00:00.000,2.00,113.32
"4791915466-8",2023-09-02 00:00:00.000,0.20,11.59
"4791915466-9",2023-09-02 00:00:00.000,1.00,14.16
"4791915470-1",2023-06-09 00:00:00.000,1.00,1325.87
"4791915517-1",2023-06-17 00:00:00.000,1.00,214.46
"4791915517-2",2023-06-17 00:00:00.000,1.00,382.96
"4791915606-1",2023-06-09 00:00:00.000,1.00,1599.17
"4791915610-10001",2023-06-23 00:00:00.000,1.00,4372.14
"4791915610-10002",2023-06-23 00:00:00.000,1.00,855.50
"4791915610-10003",2023-06-23 00:00:00.000,1.00,433.97
"4791915610-10004",2023-06-23 00:00:00.000,2.00,475.80
"4791915613-10001",2023-07-26 00:00:00.000,1.00,1332.66
"4791915613-10002",2023-07-26 00:00:00.000,1.00,134.46
"4791915613-10003",2023-07-26 00:00:00.000,1.00,501.99
"4791915613-10004",2023-07-26 00:00:00.000,1.00,265.60
"4791915613-10005",2023-07-26 00:00:00.000,1.00,1184.59
"4791915613-4",2023-07-26 00:00:00.000,4.50,134.46
"4791915627-10001",2023-06-07 00:00:00.000,1.00,10005.91
"4791915627-10002",2023-06-07 00:00:00.000,1.00,10005.91
"4791915642-10001",2023-06-20 00:00:00.000,1.00,1905.59
"4791915642-10002",2023-06-20 00:00:00.000,1.00,710.22
"4791915642-10003",2023-06-20 00:00:00.000,1.00,542.46
"4791915642-10004",2023-06-20 00:00:00.000,1.00,195.84
"4791915829-1",2023-06-24 00:00:00.000,1.00,303.09
"4791917421-1",2023-06-21 00:00:00.000,5.00,6.09
"4791917421-10",2023-06-21 00:00:00.000,5.00,5.93
"4791917421-11",2023-06-21 00:00:00.000,5.00,5.47
"4791917421-12",2023-06-21 00:00:00.000,5.00,6.39
"4791917421-13",2023-06-21 00:00:00.000,2.00,2.80
"4791917421-13",2023-07-12 00:00:00.000,3.00,4.28
"4791917421-14",2023-06-21 00:00:00.000,5.00,7.99
"4791917421-15",2023-06-21 00:00:00.000,3.00,5.92
"4791917421-16",2023-06-21 00:00:00.000,3.00,6.41
"4791917421-17",2023-06-21 00:00:00.000,3.00,7.12
"4791917421-18",2023-06-21 00:00:00.000,3.00,8.04
"4791917421-19",2023-06-21 00:00:00.000,5.00,7.37
"4791917421-2",2023-06-21 00:00:00.000,5.00,7.01
"4791917421-20",2023-06-21 00:00:00.000,5.00,6.55
"4791917421-21",2023-06-21 00:00:00.000,5.00,5.93
"4791917421-22",2023-06-21 00:00:00.000,5.00,10.30
"4791917421-23",2023-06-30 00:00:00.000,10.00,13.17
"4791917421-3",2023-06-21 00:00:00.000,5.00,7.82
"4791917421-4",2023-06-21 00:00:00.000,4.00,8.55
"4791917421-5",2023-06-21 00:00:00.000,4.00,9.86
"4791917421-6",2023-06-21 00:00:00.000,2.00,8.70
"4791917421-7",2023-06-21 00:00:00.000,2.00,10.68
"4791917421-8",2023-06-21 00:00:00.000,5.00,6.39
"4791917421-9",2023-06-21 00:00:00.000,2.00,7.84
"4791917421-9",2023-06-24 00:00:00.000,1.00,3.92
"4791917460-1",2023-07-12 00:00:00.000,8.00,53.15
"4791917460-2",2023-07-27 00:00:00.000,2.00,34.50
"4791917460-3",2023-07-27 00:00:00.000,6.00,52.39
"4791917460-4",2023-07-27 00:00:00.000,4.00,44.59
"4791917460-5",2023-07-27 00:00:00.000,1.00,27.84
"4791917491-1",2023-10-24 00:00:00.000,1000.00,44.64
"4791917491-2",2023-10-24 00:00:00.000,1000.00,126.68
"4791917491-3",2023-10-19 00:00:00.000,8.00,185.98
"4791917491-4",2023-10-24 00:00:00.000,2.00,26.34
"4791917491-5",2023-10-24 00:00:00.000,3.00,36.62
"4791917555-10001",2023-08-10 00:00:00.000,1.00,61.18
"4791917555-10002",2023-08-10 00:00:00.000,1.00,652.61
"4791917576-1",2023-06-06 00:00:00.000,5.50,394.65
"4791917576-2",2023-06-06 00:00:00.000,1.00,13.52
"4791917576-3",2023-06-06 00:00:00.000,1.00,6.09
"4791917907-1",2023-10-26 00:00:00.000,2.00,54.20
"4791917907-2",2023-10-31 00:00:00.000,3.00,7.68
"4791917907-7",2023-10-26 00:00:00.000,2.00,51.87
"4791918704-1",2023-06-24 00:00:00.000,2.00,7.11
"4791918704-2",2023-06-24 00:00:00.000,2.00,7.11
"4791918704-3",2023-06-24 00:00:00.000,2.00,11.25
"4791918704-4",2023-06-24 00:00:00.000,2.00,16.66
"4791918704-5",2023-06-24 00:00:00.000,10.00,8.74
"4791918704-6",2023-06-24 00:00:00.000,1.00,15.19
"4791918704-7",2023-06-27 00:00:00.000,1.00,95.74
"4791918704-8",2023-06-24 00:00:00.000,2.00,136.98
"4791918704-9",2023-06-24 00:00:00.000,2.00,86.87
"4791918977-1",2023-06-15 00:00:00.000,50.00,188.84
"4791918977-10001",2023-06-15 00:00:00.000,1.00,42.40
"4791919123-10001",2023-06-08 00:00:00.000,1.00,163.07
"4791919320-2",2023-06-27 00:00:00.000,10.00,120.22
"4791919320-2",2023-06-30 00:00:00.000,-10.00,-120.22
"4791919356-1",2023-06-10 00:00:00.000,1.00,166.59
"4791922038-1",2023-06-21 00:00:00.000,5.00,93.07
"4791922038-1",2023-06-27 00:00:00.000,-4.00,0.00
"4791922038-1",2023-06-29 00:00:00.000,4.00,372.31
"4791922094-1",2023-06-07 00:00:00.000,1.00,115.80
"4791922332-1",2023-06-23 00:00:00.000,2.00,782.77
"4791922332-2",2023-06-23 00:00:00.000,2.00,1126.71
"4791922332-3",2023-06-23 00:00:00.000,2.00,53.37
"4791922332-4",2023-06-23 00:00:00.000,2.00,26.09
"4791922332-5",2023-06-23 00:00:00.000,2.00,26.09
"4791922364-1",2023-07-19 00:00:00.000,1.00,585.43
"4791922364-10001",2023-07-19 00:00:00.000,1.00,69.72
"4791922395-10001",2023-06-20 00:00:00.000,1.00,730.59
"4791922395-2",2023-06-20 00:00:00.000,2.00,10.51
"4791922430-10001",2023-07-05 00:00:00.000,1.00,398.40
"4791922436-10001",2023-06-25 00:00:00.000,1.00,1340.50
"4791922495-10001",2023-06-30 00:00:00.000,1.00,329.41
"4791922495-10002",2023-06-30 00:00:00.000,1.00,50.88
"4791922495-10003",2023-06-30 00:00:00.000,1.00,14.82
"4791922495-10004",2023-06-30 00:00:00.000,1.00,5.92
"4791922598-1",2023-06-12 00:00:00.000,5.00,116.07
"4791922603-10001",2023-06-08 00:00:00.000,1.00,1341.08
"4791922603-10002",2023-06-08 00:00:00.000,1.00,447.01
"4791922603-10003",2023-06-08 00:00:00.000,1.00,10907.43
"4791922693-1",2023-07-13 00:00:00.000,1.00,1723.10
"4791923003-1",2023-06-21 00:00:00.000,64.00,194.12
"4791923216-10001",2023-08-11 00:00:00.000,1.00,584.63
"4791923265-1",2023-06-07 00:00:00.000,5.00,488.90
"4791923265-2",2023-06-07 00:00:00.000,3.00,293.34
"4791923332-1",2023-07-08 00:00:00.000,1.00,1576.10
"4791923334-10001",2023-07-10 00:00:00.000,1.00,152.72
"4791923334-10002",2023-07-10 00:00:00.000,1.00,76.36
"4791923363-10001",2023-06-10 00:00:00.000,1.00,456.62
"4791923363-2",2023-06-10 00:00:00.000,2.00,5.87
"4791923363-3",2023-06-10 00:00:00.000,2.00,9.75
"4791923473-1",2023-06-12 00:00:00.000,1.00,10.60
"4791923473-10001",2023-06-12 00:00:00.000,1.00,313.11
"4791926349-10001",2023-06-20 00:00:00.000,1.00,919.76
"4791926494-1",2023-06-29 00:00:00.000,1.00,84.06
"4791926494-2",2023-06-29 00:00:00.000,1.00,218.99
"4791926494-3",2023-06-29 00:00:00.000,1.00,5.92
"4791926569-1",2023-06-15 00:00:00.000,2.00,246.57
"4791926569-2",2023-06-15 00:00:00.000,1.00,104.37
"4791926691-10001",2024-04-26 00:00:00.000,1.00,4026.00
"4791926691-10001",2024-05-13 00:00:00.000,1.00,6006.00
"4791926691-10002",2024-04-26 00:00:00.000,1.00,2989.00
"4791926691-10002",2024-05-13 00:00:00.000,1.00,4459.00
"4791926691-10003",2024-04-26 00:00:00.000,1.00,701.50
"4791926691-10003",2024-05-13 00:00:00.000,1.00,1046.50
"4791926746-10001",2023-10-05 00:00:00.000,1.00,286.62
"4791926746-10002",2023-10-05 00:00:00.000,1.00,233.12
"4791926980-1",2023-11-03 00:00:00.000,1.00,151.33
"4791926980-2",2024-01-03 00:00:00.000,1.00,170.21
"4791926985-1",2023-07-12 00:00:00.000,2.00,68.68
"4791926985-2",2023-06-24 00:00:00.000,1.00,107.88
"4791926985-3",2023-06-24 00:00:00.000,25.00,183.78
"4791926985-4",2023-06-24 00:00:00.000,5.00,80.20
"4791926985-5",2023-06-24 00:00:00.000,5.00,28.01
"4791927138-1",2023-06-16 00:00:00.000,2.00,387.21
"4791927138-10",2023-06-16 00:00:00.000,1.00,21.20
"4791927138-2",2023-06-16 00:00:00.000,2.00,62.15
"4791927138-3",2023-06-16 00:00:00.000,1.00,53.05
"4791927138-4",2023-06-16 00:00:00.000,1.00,77.39
"4791927138-5",2023-06-16 00:00:00.000,1.00,288.58
"4791927138-6",2023-06-16 00:00:00.000,1.00,110.15
"4791927138-7",2023-06-16 00:00:00.000,1.00,179.38
"4791927138-8",2023-06-16 00:00:00.000,1.00,195.69
"4791927138-9",2023-06-16 00:00:00.000,1.00,26.09
"4791927524-10001",2023-07-05 00:00:00.000,1.00,1283.70
"4791927662-1",2023-06-29 00:00:00.000,1.00,84.06
"4791927662-2",2023-06-29 00:00:00.000,1.00,272.99
"4791927662-3",2023-06-29 00:00:00.000,1.00,5.92
"4791927665-1",2023-07-24 00:00:00.000,1.00,43.16
"4791928054-1",2023-06-17 00:00:00.000,1.00,254.40
"4791928054-2",2023-06-17 00:00:00.000,1.00,254.40
"4791930271-1",2023-07-12 00:00:00.000,3.00,56.09
"4791930271-1",2023-07-27 00:00:00.000,1.00,18.69
"4791930387-1",2023-06-23 00:00:00.000,1.00,300.06
"4791930409-1",2023-06-19 00:00:00.000,2.00,82.13
"4791930411-10001",2023-08-01 00:00:00.000,1.00,445.77
"4791930413-1",2023-10-04 00:00:00.000,4.00,243.78
"4791930413-2",2023-10-04 00:00:00.000,7.00,1343.08
"4791930413-3",2023-10-04 00:00:00.000,3.00,182.84
"4791930653-1",2023-06-19 00:00:00.000,1.00,113.01
"4791930962-1",2023-06-28 00:00:00.000,1.00,273.97
"4791931213-1",2023-08-03 00:00:00.000,3.00,12.52
"4791931213-10",2023-08-03 00:00:00.000,3.00,8.97
"4791931213-11",2023-08-03 00:00:00.000,2.00,14.33
"4791931213-12",2023-08-03 00:00:00.000,3.00,19.37
"4791931213-13",2023-08-03 00:00:00.000,3.00,32.26
"4791931213-14",2023-08-03 00:00:00.000,2.00,19.08
"4791931213-15",2023-08-03 00:00:00.000,6.00,9.34
"4791931213-16",2023-08-03 00:00:00.000,6.00,11.09
"4791931213-17",2023-08-03 00:00:00.000,4.00,10.52
"4791931213-18",2023-08-03 00:00:00.000,6.00,10.44
"4791931213-19",2023-08-03 00:00:00.000,3.00,8.87
"4791931213-2",2023-08-03 00:00:00.000,3.00,6.26
"4791931213-20",2023-08-03 00:00:00.000,1.00,18.50
"4791931213-21",2023-08-03 00:00:00.000,1.00,44.77
"4791931213-22",2023-08-03 00:00:00.000,6.00,8.60
"4791931213-23",2023-08-03 00:00:00.000,6.00,13.25
"4791931213-24",2023-08-03 00:00:00.000,6.00,18.80
"4791931213-25",2023-08-03 00:00:00.000,4.00,15.30
"4791931213-26",2023-08-03 00:00:00.000,3.00,10.72
"4791931213-27",2023-08-03 00:00:00.000,3.00,21.49
"4791931213-28",2023-08-03 00:00:00.000,2.00,21.98
"4791931213-29",2023-08-03 00:00:00.000,1.00,12.53
"4791931213-3",2023-08-03 00:00:00.000,3.00,16.11
"4791931213-30",2023-08-03 00:00:00.000,1.00,22.09
"4791931213-31",2023-08-03 00:00:00.000,6.00,7.38
"4791931213-32",2023-08-03 00:00:00.000,6.00,7.91
"4791931213-33",2023-08-03 00:00:00.000,6.00,10.27
"4791931213-34",2023-08-03 00:00:00.000,4.00,11.96
"4791931213-35",2023-08-03 00:00:00.000,2.00,8.61
"4791931213-36",2023-08-03 00:00:00.000,1.00,9.55
"4791931213-37",2023-08-03 00:00:00.000,2.00,6.87
"4791931213-38",2023-08-03 00:00:00.000,3.00,75.23
"4791931213-39",2023-08-03 00:00:00.000,3.00,37.60
"4791931213-4",2023-08-03 00:00:00.000,3.00,8.97
"4791931213-40",2023-08-03 00:00:00.000,3.00,26.92
"4791931213-41",2023-08-03 00:00:00.000,3.00,20.65
"4791931213-42",2023-08-03 00:00:00.000,3.00,24.71
"4791931213-43",2023-08-03 00:00:00.000,3.00,27.08
"4791931213-44",2023-08-03 00:00:00.000,3.00,34.60
"4791931213-45",2023-08-03 00:00:00.000,3.00,41.19
"4791931213-46",2023-08-03 00:00:00.000,3.00,21.33
"4791931213-47",2023-08-03 00:00:00.000,3.00,17.57
"4791931213-48",2023-08-03 00:00:00.000,3.00,37.74
"4791931213-49",2023-08-03 00:00:00.000,6.00,8.81
"4791931213-5",2023-08-03 00:00:00.000,3.00,17.74
"4791931213-50",2023-08-03 00:00:00.000,4.00,6.17
"4791931213-51",2023-08-03 00:00:00.000,3.00,5.58
"4791931213-52",2023-08-03 00:00:00.000,3.00,10.21
"4791931213-53",2023-08-03 00:00:00.000,2.00,10.74
"4791931213-54",2023-08-03 00:00:00.000,2.00,12.50
"4791931213-55",2023-08-03 00:00:00.000,2.00,14.42
"4791931213-56",2023-08-03 00:00:00.000,2.00,3.72
"4791931213-57",2023-08-03 00:00:00.000,2.00,24.03
"4791931213-58",2023-08-03 00:00:00.000,2.00,7.17
"4791931213-59",2023-08-03 00:00:00.000,1.00,7.05
"4791931213-6",2023-08-03 00:00:00.000,2.00,11.96
"4791931213-60",2023-08-03 00:00:00.000,4.00,12.64
"4791931213-61",2023-08-03 00:00:00.000,4.00,12.42
"4791931213-62",2023-08-03 00:00:00.000,4.00,16.47
"4791931213-63",2023-08-03 00:00:00.000,2.00,8.98
"4791931213-64",2023-08-03 00:00:00.000,2.00,18.39
"4791931213-65",2023-08-03 00:00:00.000,1.00,17.94
"4791931213-66",2023-08-03 00:00:00.000,4.00,12.67
"4791931213-67",2023-08-03 00:00:00.000,4.00,16.69
"4791931213-68",2023-08-03 00:00:00.000,4.00,19.08
"4791931213-69",2023-08-03 00:00:00.000,4.00,31.13
"4791931213-7",2023-08-03 00:00:00.000,1.00,10.87
"4791931213-70",2023-08-03 00:00:00.000,2.00,25.16
"4791931213-71",2023-08-03 00:00:00.000,2.00,59.70
"4791931213-72",2023-08-03 00:00:00.000,2.00,13.54
"4791931213-73",2023-08-03 00:00:00.000,4.00,6.68
"4791931213-74",2023-08-03 00:00:00.000,4.00,7.45
"4791931213-75",2023-08-03 00:00:00.000,4.00,7.45
"4791931213-76",2023-08-03 00:00:00.000,4.00,12.18
"4791931213-77",2023-08-03 00:00:00.000,4.00,17.43
"4791931213-78",2023-08-03 00:00:00.000,2.00,50.50
"4791931213-8",2023-08-03 00:00:00.000,1.00,15.52
"4791931213-9",2023-08-03 00:00:00.000,4.00,15.11
"4791931337-1",2023-06-29 00:00:00.000,1.00,4552.27
"4791931337-2",2023-06-29 00:00:00.000,1.00,1114.67
"4791931366-1",2023-06-14 00:00:00.000,1.00,304.56
"4791931366-2",2023-06-14 00:00:00.000,1.00,97.19
"4791931491-1",2023-09-14 00:00:00.000,1.00,703.79
"4791931491-1",2023-10-19 00:00:00.000,-1.00,-696.17
"4791931491-1",2023-11-14 00:00:00.000,1.00,696.17
"4791931491-10",2023-09-14 00:00:00.000,1.00,41.68
"4791931491-10",2023-10-19 00:00:00.000,-1.00,-41.22
"4791931491-10",2023-11-14 00:00:00.000,1.00,41.22
"4791931491-2",2023-09-14 00:00:00.000,1.00,74.04
"4791931491-2",2023-10-19 00:00:00.000,-1.00,-73.24
"4791931491-2",2023-11-14 00:00:00.000,1.00,73.24
"4791931491-3",2023-09-14 00:00:00.000,1.00,213.72
"4791931491-3",2023-10-19 00:00:00.000,-1.00,-211.40
"4791931491-3",2023-11-14 00:00:00.000,1.00,211.40
"4791931491-4",2023-11-22 00:00:00.000,1.00,41.94
"4791931491-4",2023-12-02 00:00:00.000,-1.00,-43.58
"4791931491-4",2023-12-04 00:00:00.000,1.00,43.58
"4791931491-5",2023-10-21 00:00:00.000,1.00,41.94
"4791931491-6",2023-10-21 00:00:00.000,1.00,41.94
"4791931491-7",2023-10-21 00:00:00.000,1.00,41.94
"4791931491-8",2023-10-21 00:00:00.000,1.00,340.82
"4791931491-9",2023-09-14 00:00:00.000,1.00,7.05
"4791931491-9",2023-10-19 00:00:00.000,-1.00,-6.98
"4791931491-9",2023-11-14 00:00:00.000,1.00,6.98
"4791931492-1",2023-09-14 00:00:00.000,2.00,860.77
"4791931492-1",2023-10-19 00:00:00.000,-2.00,-851.45
"4791931492-1",2023-11-14 00:00:00.000,2.00,851.45
"4791932433-1",2023-06-26 00:00:00.000,4.00,34.23
"4791932433-2",2023-06-24 00:00:00.000,1.00,30.58
"4791933368-1",2023-07-06 00:00:00.000,6.00,71.71
