PO Line ID,Invoice Posting Date,IR Effective Quantity,IR Amount USD
"4583146785-55",2024-06-09 00:00:00.000,100.00,6.00
"4583146785-57",2024-06-09 00:00:00.000,3.00,16.17
"4583146785-58",2024-06-09 00:00:00.000,2.00,3.96
"4583146785-60",2024-06-09 00:00:00.000,100.00,5.00
"4583146785-61",2024-06-10 00:00:00.000,54000.00,540.00
"4583146785-61",2024-07-03 00:00:00.000,18000.00,180.00
"4583146785-62",2024-06-09 00:00:00.000,250.00,1475.00
"4583151811-1",2024-05-26 00:00:00.000,1.00,238.00
"4583151811-1",2024-06-20 00:00:00.000,1.00,238.00
"4583152191-10",2024-07-15 00:00:00.000,1.00,123.95
"4583152191-11",2024-05-26 00:00:00.000,1.00,73.39
"4583152191-12",2024-05-26 00:00:00.000,14.00,924.00
"4583152191-13",2024-05-26 00:00:00.000,4.00,162.96
"4583152191-2",2024-05-26 00:00:00.000,1200.00,1248.00
"4583152191-3",2024-05-26 00:00:00.000,40.00,2744.00
"4583152191-4",2024-05-26 00:00:00.000,50.00,219.00
"4583152191-5",2024-05-26 00:00:00.000,3.00,154.56
"4583152191-6",2024-05-26 00:00:00.000,10.00,215.60
"4583152191-7",2024-05-26 00:00:00.000,1.00,77.87
"4583152191-8",2024-06-27 00:00:00.000,10.00,123.70
"4583152191-9",2024-05-26 00:00:00.000,1.00,66.00
"4583152633-16",2024-05-27 00:00:00.000,300.00,2103.00
"4583155432-1",2024-08-23 00:00:00.000,1.00,757.00
"4583156499-1",2024-09-26 00:00:00.000,8.00,2860.00
"4583156753-1",2024-05-27 00:00:00.000,1.00,4339.50
"4583157062-1",2024-05-26 00:00:00.000,2.00,127.14
"4583157062-10",2024-05-26 00:00:00.000,5.00,5.15
"4583157062-11",2024-05-26 00:00:00.000,10.00,4.40
"4583157062-12",2024-07-02 00:00:00.000,20.00,57.40
"4583157062-2",2024-05-26 00:00:00.000,2.00,100.02
"4583157062-3",2024-05-26 00:00:00.000,5.00,51.95
"4583157062-4",2024-05-26 00:00:00.000,6.00,1879.80
"4583157062-5",2024-05-26 00:00:00.000,20.00,45.40
"4583157062-6",2024-05-26 00:00:00.000,2.00,29.86
"4583157062-7",2024-05-26 00:00:00.000,17.00,96.22
"4583157062-8",2024-05-26 00:00:00.000,8.00,47.20
"4583157062-9",2024-05-26 00:00:00.000,25.00,25.75
"4583159058-4",2024-06-13 00:00:00.000,1.00,1482.82
"4583159058-5",2024-11-06 00:00:00.000,1.00,1482.82
"4583159119-1",2024-05-20 00:00:00.000,1.00,0.07
"4583159119-2",2024-05-20 00:00:00.000,1.00,0.00
"4583159119-3",2024-05-20 00:00:00.000,1.00,0.00
"4583159119-4",2024-05-20 00:00:00.000,1.00,0.00
"4583159119-5",2024-05-20 00:00:00.000,1.00,0.00
"4583159119-6",2024-05-20 00:00:00.000,1.00,0.00
"4583159119-7",2024-05-20 00:00:00.000,1.00,0.00
"4583159131-1",2024-06-14 00:00:00.000,1.00,8357.03
"4583159131-2",2024-06-14 00:00:00.000,1.00,8357.03
"4583159594-1",2024-05-20 00:00:00.000,1.00,0.01
"4583159594-2",2024-05-20 00:00:00.000,1.00,0.01
"4583161308-4",2024-10-07 00:00:00.000,2.00,5650.64
"4583162058-1",2024-08-06 00:00:00.000,2.00,446.00
"4583162058-2",2024-06-18 00:00:00.000,2.00,210.00
"4583163447-7",2024-10-11 00:00:00.000,10.00,91.90
"4583163456-16",2024-08-09 00:00:00.000,271.00,1243.89
"4583163456-16",2024-09-13 00:00:00.000,179.00,821.61
"4583163456-18",2024-06-09 00:00:00.000,20.00,5.00
"4583163456-19",2024-06-09 00:00:00.000,20.00,57.00
"4583163456-20",2024-06-09 00:00:00.000,20.00,15.40
"4583163456-21",2024-06-09 00:00:00.000,10.00,1.80
"4583163456-22",2024-07-24 00:00:00.000,5.00,214.25
"4583163456-23",2024-06-09 00:00:00.000,10.00,28.60
"4583163456-24",2024-07-03 00:00:00.000,5.00,16.00
"4583163456-25",2024-06-09 00:00:00.000,50.00,605.00
"4583163456-26",2024-06-09 00:00:00.000,1000.00,160.00
"4583163456-27",2024-06-10 00:00:00.000,1.00,646.47
"4583163456-28",2024-06-09 00:00:00.000,2000.00,1440.00
"4583163456-29",2024-09-13 00:00:00.000,10.00,279.80
"4583165724-16",2024-07-03 00:00:00.000,4.00,1458.68
"4583165797-1",2025-01-06 00:00:00.000,1.00,151.04
"4583165797-2",2024-07-18 00:00:00.000,1.00,1245.70
"4583165797-5",2024-07-18 00:00:00.000,1.00,860.06
"4583166749-2",2025-02-11 00:00:00.000,1.00,1609.01
"4583166952-1",2024-07-24 00:00:00.000,2.00,737.92
"4583167284-1",2024-06-04 00:00:00.000,8.00,18.16
"4583167284-2",2024-06-04 00:00:00.000,5.00,6.30
"4583167284-3",2024-06-04 00:00:00.000,10.00,10.30
"4583167284-4",2024-06-04 00:00:00.000,5.00,5.15
"4583167404-1",2024-06-03 00:00:00.000,1.00,110.50
"4583167404-2",2024-06-03 00:00:00.000,100.00,41.00
"4583167404-3",2024-06-03 00:00:00.000,17.00,97.24
"4583167404-4",2024-06-03 00:00:00.000,25.00,137.75
"4583167404-5",2024-06-03 00:00:00.000,25.00,25.75
"4583167404-6",2024-06-03 00:00:00.000,5.00,5.15
"4583167404-7",2024-06-03 00:00:00.000,5.00,5.15
"4583167404-8",2024-06-03 00:00:00.000,5.00,5.15
"4583167538-1",2024-08-03 00:00:00.000,1.00,1034.38
"4583170136-1",2024-07-01 00:00:00.000,1.00,10810.82
"4583170301-1",2024-07-02 00:00:00.000,10.00,1492.40
"4583170577-1",2024-08-21 00:00:00.000,1600.00,33549.33
"4583170577-2",2024-08-21 00:00:00.000,20.00,5248.96
"4583170577-3",2024-08-21 00:00:00.000,500.00,3196.47
"4583170796-1",2024-08-03 00:00:00.000,10.00,160.80
"4583170921-1",2024-06-20 00:00:00.000,1.00,297.00
"4583170922-1",2024-08-26 00:00:00.000,3.00,972.00
"4583170923-1",2024-06-18 00:00:00.000,3.00,769.50
"4583170924-1",2024-06-18 00:00:00.000,5.00,1031.25
"4583170924-2",2024-06-18 00:00:00.000,8.00,198.00
"4583171425-1",2024-06-04 00:00:00.000,4.00,93.52
"4583171425-2",2024-06-04 00:00:00.000,5.00,1.20
"4583173228-16",2024-06-09 00:00:00.000,20.00,1793.40
"4583173733-1",2024-10-15 00:00:00.000,1.00,2119.50
"4583173733-10",2024-10-15 00:00:00.000,30.00,161.10
"4583173733-11",2024-10-15 00:00:00.000,2.00,459.00
"4583173733-12",2024-10-15 00:00:00.000,10.00,1552.50
"4583173733-2",2024-10-15 00:00:00.000,30.00,81.00
"4583173733-3",2024-10-15 00:00:00.000,1.00,276.75
"4583173733-4",2024-10-15 00:00:00.000,10.00,1687.50
"4583173733-5",2024-10-15 00:00:00.000,2.00,3280.50
"4583173733-6",2024-10-15 00:00:00.000,30.00,122.40
"4583173733-7",2024-10-15 00:00:00.000,2.00,648.00
"4583173733-8",2024-10-15 00:00:00.000,10.00,2362.50
"4583173733-9",2024-10-15 00:00:00.000,2.00,4441.50
"4583173817-6",2024-06-11 00:00:00.000,1.00,4007.91
"4583173817-8",2024-08-07 00:00:00.000,1.00,3561.16
"4583173817-9",2024-07-31 00:00:00.000,1.00,3532.30
"4583173848-17",2024-06-09 00:00:00.000,42.00,4421.76
"4583173905-1",2024-07-24 00:00:00.000,5.00,82.50
"4583173905-3",2024-07-24 00:00:00.000,3.00,1014.75
"4583174514-1",2024-08-09 00:00:00.000,4.00,12.48
"4583174642-1",2024-06-09 00:00:00.000,5.00,40.95
"4583174646-1",2024-07-02 00:00:00.000,2.00,411.02
"4583176773-17",2024-06-09 00:00:00.000,1.00,4863.82
"4583176773-18",2024-08-28 00:00:00.000,1.00,3059.70
"4583177124-17",2024-05-27 00:00:00.000,233.00,2080.69
"4583177124-17",2024-07-18 00:00:00.000,67.00,598.31
"4583177400-10",2024-10-11 00:00:00.000,2.00,542.30
"4583177400-11",2025-01-10 00:00:00.000,3.00,403.53
"4583177400-12",2024-11-06 00:00:00.000,7.00,357.00
"4583177400-12",2024-11-15 00:00:00.000,3.00,153.00
"4583177400-14",2024-05-31 00:00:00.000,1.00,9.79
"4583177400-15",2024-10-11 00:00:00.000,5.00,263.70
"4583177400-8",2024-11-06 00:00:00.000,8.00,567.04
"4583177400-9",2025-10-08 00:00:00.000,2.00,668.72
"4583177401-1",2025-03-14 00:00:00.000,30.00,451.50
"4583177401-2",2024-07-17 00:00:00.000,80.00,488.00
"4583177410-2",2024-06-10 00:00:00.000,3.00,627.06
"4583177410-3",2024-09-24 00:00:00.000,2.00,438.40
"4583177410-4",2024-06-04 00:00:00.000,1.00,270.00
"4583177410-5",2024-11-15 00:00:00.000,1.00,254.99
"4583177410-6",2024-06-04 00:00:00.000,6.00,396.00
"4583177410-7",2024-06-04 00:00:00.000,8.00,325.92
"4583177428-1",2024-10-07 00:00:00.000,1.00,90.32
"4583177429-2",2024-11-11 00:00:00.000,1.00,172.69
"4583177429-3",2024-11-20 00:00:00.000,1.00,68.17
"4583177790-1",2024-06-04 00:00:00.000,5.00,5.15
"4583179674-1",2024-06-05 00:00:00.000,165.00,3903.90
"4583180031-17",2024-06-10 00:00:00.000,1.00,1549.91
"4583180918-1",2024-06-09 00:00:00.000,1.00,0.00
"4583180918-2",2024-06-09 00:00:00.000,1.00,0.00
"4583182040-16",2024-06-10 00:00:00.000,1.00,230.35
"4583182775-1",2024-10-11 00:00:00.000,1.00,1291.16
"4583183307-6",2024-07-31 00:00:00.000,2.00,11970.28
"4583183465-16",2024-06-10 00:00:00.000,1.00,230.35
"4583183656-6",2024-08-19 00:00:00.000,3.00,12023.73
"4583183835-1",2024-08-06 00:00:00.000,1.00,90.75
"4583183835-2",2024-08-06 00:00:00.000,1.00,82.50
"4583183931-19",2024-06-10 00:00:00.000,20.00,126.20
"4583183943-1",2024-06-20 00:00:00.000,20.00,21285.00
"4583184891-1",2024-07-06 00:00:00.000,1.00,1277.85
"4583184891-2",2024-06-04 00:00:00.000,5.00,5.15
"4583185122-1",2024-09-20 00:00:00.000,1.00,110.50
"4583185122-2",2024-06-03 00:00:00.000,5.00,5.15
"4583185261-1",2024-08-03 00:00:00.000,2.00,1733.42
"4583191478-1",2024-06-09 00:00:00.000,100.00,19.00
"4583192278-1",2024-06-18 00:00:00.000,1.00,90.75
"4583192278-2",2024-06-18 00:00:00.000,1.00,82.50
"4583192279-1",2024-11-13 00:00:00.000,2.00,3558.00
"4583192379-4",2024-06-19 00:00:00.000,6.00,0.06
"4583193057-1",2024-05-29 00:00:00.000,10.00,4949.90
"4583193059-17",2024-06-10 00:00:00.000,10.00,98.70
"4583193430-1",2024-09-05 00:00:00.000,15.00,21.30
"4583193432-1",2024-06-10 00:00:00.000,5.00,2.20
"4583194610-1",2024-06-24 00:00:00.000,1.00,230000.00
"4583194971-1",2024-09-09 00:00:00.000,795.00,5890.95
"4583195167-1",2024-08-08 00:00:00.000,220.00,8320.40
"4583195622-1",2024-06-10 00:00:00.000,20.00,27.80
"4583195622-2",2024-06-10 00:00:00.000,2.00,29.86
"4583195622-3",2024-06-10 00:00:00.000,5.00,2.30
"4583195890-10",2024-06-10 00:00:00.000,100.00,17.00
"4583195890-14",2024-06-10 00:00:00.000,10.00,5.90
"4583195890-16",2024-06-20 00:00:00.000,80.00,58.40
"4583195890-20",2024-06-10 00:00:00.000,40.00,15.20
"4583195890-3",2024-06-10 00:00:00.000,10.00,22.70
"4583195890-4",2024-06-10 00:00:00.000,10.00,56.60
"4583197503-10",2024-08-22 00:00:00.000,26.00,59540.00
"4583197503-11",2024-08-22 00:00:00.000,6.00,12900.00
"4583197503-12",2024-08-01 00:00:00.000,32.00,21120.00
"4583197503-13",2024-07-12 00:00:00.000,30.00,2940.00
"4583197503-14",2024-08-01 00:00:00.000,20.00,3250.00
"4583197503-4",2024-08-22 00:00:00.000,5.00,6750.00
"4583197503-5",2024-08-22 00:00:00.000,6.00,8970.00
"4583197503-6",2024-08-28 00:00:00.000,4.00,6640.00
"4583197503-7",2024-08-22 00:00:00.000,17.00,27880.00
"4583197503-8",2024-08-22 00:00:00.000,10.00,16200.00
"4583197503-9",2024-08-01 00:00:00.000,42.00,23100.00
"4583197657-1",2024-08-30 00:00:00.000,1.00,182.25
"4583199314-1",2024-06-10 00:00:00.000,1.00,7513.18
"4583199904-1",2024-06-20 00:00:00.000,40.00,4566.80
"4583199904-5",2024-06-20 00:00:00.000,100.00,566.00
"4583199904-6",2024-06-20 00:00:00.000,100.00,163.00
"4583199917-3",2024-08-03 00:00:00.000,4.00,596.80
"4583202265-16",2024-06-10 00:00:00.000,1.00,431.20
"4583202395-1",2024-12-26 00:00:00.000,2.00,4029.66
"4583202418-1",2024-10-02 00:00:00.000,2.00,160.94
"4583202418-1",2024-11-07 00:00:00.000,8.00,643.76
"4583202420-1",2024-08-27 00:00:00.000,2.00,444.88
"4583202421-1",2024-10-02 00:00:00.000,2.00,327.08
"4583202422-1",2024-08-27 00:00:00.000,2.00,1704.88
"4583202423-1",2024-08-27 00:00:00.000,2.00,721.08
"4583202424-1",2024-08-27 00:00:00.000,12.00,1000.56
"4583202425-1",2024-08-27 00:00:00.000,100.00,66.00
"4583202427-1",2024-08-27 00:00:00.000,2.00,800.74
"4583202430-1",2024-08-27 00:00:00.000,2.00,2153.92
"4583202431-1",2024-08-27 00:00:00.000,4.00,3200.52
"4583202432-1",2024-08-27 00:00:00.000,1.00,0.01
"4583202432-1",2024-10-25 00:00:00.000,1.00,0.01
"4583202989-16",2024-06-10 00:00:00.000,5.00,229.00
"4583202989-17",2024-06-10 00:00:00.000,5.00,229.00
"4583203049-1",2024-06-13 00:00:00.000,1.00,165592.63
"4583203049-2",2024-06-13 00:00:00.000,1.00,165592.63
"4583203712-1",2024-06-10 00:00:00.000,1.00,67.47
"4583205512-2",2025-03-24 00:00:00.000,1.00,1804.40
"4583205543-1",2024-06-17 00:00:00.000,1.00,0.01
"4583205543-2",2024-06-17 00:00:00.000,1.00,0.01
"4583205543-3",2024-06-17 00:00:00.000,1.00,0.01
"4583205543-4",2024-06-17 00:00:00.000,1.00,0.01
"4583205599-1",2025-05-14 00:00:00.000,1.00,310.56
"4583205620-1",2024-08-06 00:00:00.000,5.00,1.00
"4583205620-2",2024-08-06 00:00:00.000,3.00,1287.00
"4583205620-3",2024-08-06 00:00:00.000,5.00,123.75
"4583205620-4",2024-08-06 00:00:00.000,5.00,701.25
"4583205620-5",2024-08-06 00:00:00.000,3.00,3341.25
"4583205620-6",2024-08-06 00:00:00.000,3.00,1782.00
"4583205621-1",2024-06-18 00:00:00.000,5.00,101.25
"4583205902-6",2024-08-30 00:00:00.000,2.00,6597.00
"4583205902-6",2024-09-03 00:00:00.000,4.00,13194.00
"4583205912-16",2024-08-09 00:00:00.000,6.00,4019.88
"4583212155-6",2024-07-02 00:00:00.000,2.00,20605.70
"4583212350-2",2024-06-20 00:00:00.000,5.00,751.90
"4583212350-3",2024-06-20 00:00:00.000,5.00,2143.20
"4583212350-4",2024-06-20 00:00:00.000,2.00,778.02
"4583213654-1",2024-06-20 00:00:00.000,5.00,5.15
"4583214901-1",2025-07-29 00:00:00.000,1.00,6330.94
"4583214939-1",2024-09-17 00:00:00.000,4240.00,68648.15
"4583214939-2",2024-09-17 00:00:00.000,200.00,2080.92
"4583214939-3",2024-09-17 00:00:00.000,20.00,5193.05
"4583214939-4",2024-09-17 00:00:00.000,1000.00,6671.25
"4583215500-1",2024-09-17 00:00:00.000,1.00,15635.66
"4583216017-5",2024-07-10 00:00:00.000,3.00,3371.28
"4583216933-1",2024-07-03 00:00:00.000,29413.00,465313.66
"4583216933-1",2024-07-18 00:00:00.000,29413.00,465313.66
"4583216933-1",2024-07-19 00:00:00.000,-29413.00,-465313.66
"4583216947-3",2024-06-12 00:00:00.000,100.00,165.00
"4583216947-4",2024-08-09 00:00:00.000,50.00,149.00
"4583216947-5",2024-06-12 00:00:00.000,50.00,218.00
"4583216947-6",2024-06-12 00:00:00.000,10.00,505.80
"4583217079-1",2024-07-31 00:00:00.000,3.00,261.00
"4583217079-2",2024-07-31 00:00:00.000,3.00,456.75
"4583217080-1",2024-07-24 00:00:00.000,2.00,11731.50
"4583217080-2",2024-07-24 00:00:00.000,2.00,1320.00
"4583217080-3",2024-07-24 00:00:00.000,2.00,1798.50
"4583217080-4",2024-07-24 00:00:00.000,2.00,2673.00
"4583217313-1",2024-07-24 00:00:00.000,1.00,0.01
"4583217313-2",2024-07-24 00:00:00.000,1.00,0.01
"4583217313-3",2024-07-24 00:00:00.000,1.00,0.01
"4583217313-4",2024-07-24 00:00:00.000,1.00,0.01
"4583217313-5",2024-07-24 00:00:00.000,1.00,0.01
"4583217315-1",2024-10-22 00:00:00.000,1.00,0.01
"4583217832-1",2024-06-13 00:00:00.000,5.00,524.55
"4583219401-1",2024-07-18 00:00:00.000,1.00,0.01
"4583219401-2",2024-07-18 00:00:00.000,1.00,0.01
"4583219540-1",2024-09-26 00:00:00.000,5.00,1.50
"4583219540-2",2024-09-26 00:00:00.000,5.00,247.50
"4583219540-3",2024-09-26 00:00:00.000,5.00,105.00
"4583219540-4",2024-09-26 00:00:00.000,3.00,74.25
"4583219540-5",2024-09-26 00:00:00.000,3.00,8606.25
"4583220061-4",2024-07-24 00:00:00.000,10.00,24.10
"4583220061-5",2024-07-24 00:00:00.000,10.00,26.60
"4583220061-6",2024-08-02 00:00:00.000,1.00,109.00
"4583220069-10",2024-07-22 00:00:00.000,10.00,32.60
"4583220069-11",2024-10-11 00:00:00.000,100.00,274.00
"4583220069-12",2024-09-13 00:00:00.000,40.00,6.00
"4583220069-7",2025-10-22 00:00:00.000,2.00,163.24
"4583220069-8",2024-06-25 00:00:00.000,8.00,26.48
"4583220069-9",2024-06-24 00:00:00.000,2.00,6.50
"4583220083-100",2024-08-09 00:00:00.000,1.00,210.01
"4583220083-101",2024-07-03 00:00:00.000,3.00,603.63
"4583220083-102",2024-07-03 00:00:00.000,200.00,38.00
"4583220083-103",2024-07-03 00:00:00.000,300.00,123.00
"4583220083-104",2024-07-03 00:00:00.000,100.00,9.00
"4583220083-105",2024-07-03 00:00:00.000,100.00,18.00
"4583220083-106",2024-07-03 00:00:00.000,100.00,26.00
"4583220083-107",2024-07-03 00:00:00.000,100.00,21.00
"4583220083-108",2024-07-03 00:00:00.000,76.00,28.12
"4583220083-109",2024-07-03 00:00:00.000,100.00,27.00
"4583220083-110",2024-07-03 00:00:00.000,50.00,27.00
"4583220083-111",2024-07-03 00:00:00.000,200.00,132.00
"4583220083-112",2024-07-03 00:00:00.000,100.00,11.00
"4583220083-113",2024-07-03 00:00:00.000,10.00,342.40
"4583220083-114",2024-12-12 00:00:00.000,2.00,108.80
"4583220083-116",2024-07-24 00:00:00.000,20.00,241.00
"4583220083-117",2024-07-03 00:00:00.000,10.00,81.40
"4583220083-118",2024-07-10 00:00:00.000,10.00,274.10
"4583220083-119",2024-07-05 00:00:00.000,18.00,30.60
"4583220083-120",2024-06-21 00:00:00.000,2.00,2312.68
"4583220083-120",2024-07-10 00:00:00.000,1.00,1156.34
"4583220083-121",2024-07-03 00:00:00.000,8.00,7.52
"4583220083-18",2024-07-24 00:00:00.000,10.00,152.50
"4583220083-19",2024-07-03 00:00:00.000,1.00,1896.81
"4583220083-20",2024-07-03 00:00:00.000,1.00,49.55
"4583220083-21",2024-06-14 00:00:00.000,2.00,426.74
"4583220083-22",2024-07-03 00:00:00.000,1.00,71.96
"4583220083-23",2024-07-03 00:00:00.000,2.00,143.92
"4583220083-24",2024-07-03 00:00:00.000,2.00,41.72
"4583220083-25",2024-07-03 00:00:00.000,2.00,169.06
"4583220083-26",2024-07-03 00:00:00.000,1.00,284.57
"4583220083-27",2024-07-03 00:00:00.000,1.00,173.27
"4583220083-28",2024-07-03 00:00:00.000,4.00,377.84
"4583220083-29",2024-07-03 00:00:00.000,2.00,34.32
"4583220083-30",2024-07-03 00:00:00.000,1.00,51.40
"4583220083-31",2024-07-03 00:00:00.000,1.00,262.15
"4583220083-32",2024-07-03 00:00:00.000,20.00,217.80
"4583220083-33",2024-08-23 00:00:00.000,4.00,562.56
"4583220083-34",2024-07-03 00:00:00.000,4.00,1034.60
"4583220083-35",2024-07-03 00:00:00.000,4.00,344.92
"4583220083-36",2024-07-03 00:00:00.000,1.00,561.15
"4583220083-37",2024-07-03 00:00:00.000,1.00,223.06
"4583220083-38",2024-07-03 00:00:00.000,5.00,751.90
"4583220083-39",2024-07-03 00:00:00.000,2.00,99.10
"4583220083-40",2024-07-03 00:00:00.000,1.00,293.29
"4583220083-41",2024-07-03 00:00:00.000,10.00,3.20
"4583220083-42",2024-10-30 00:00:00.000,1.00,397.38
"4583220083-43",2024-07-03 00:00:00.000,1.00,342.18
"4583220083-44",2024-07-03 00:00:00.000,5.00,590.00
"4583220083-44",2024-10-17 00:00:00.000,2.00,236.00
"4583220083-45",2024-07-03 00:00:00.000,1.00,371.44
"4583220083-46",2024-07-03 00:00:00.000,3.00,85.41
"4583220083-47",2024-07-03 00:00:00.000,6.00,84.72
"4583220083-48",2024-07-03 00:00:00.000,6.00,1.08
"4583220083-50",2024-07-03 00:00:00.000,2.00,864.36
"4583220083-51",2024-07-24 00:00:00.000,2.00,533.52
"4583220083-52",2024-07-03 00:00:00.000,14.00,913.64
"4583220083-53",2024-09-13 00:00:00.000,1.00,400.94
"4583220083-54",2024-07-03 00:00:00.000,2.00,99.10
"4583220083-56",2024-07-03 00:00:00.000,1.00,59.96
"4583220083-57",2024-08-14 00:00:00.000,1.00,199.99
"4583220083-58",2024-07-03 00:00:00.000,2.00,317.44
"4583220083-59",2024-07-08 00:00:00.000,10.00,232.90
"4583220083-60",2024-07-03 00:00:00.000,30.00,509.40
"4583220083-61",2024-07-03 00:00:00.000,8.00,1144.16
"4583220083-62",2024-07-03 00:00:00.000,1.00,170.74
"4583220083-63",2024-07-03 00:00:00.000,5.00,82.90
"4583220083-64",2024-07-03 00:00:00.000,1.00,120.14
"4583220083-65",2024-07-03 00:00:00.000,100.00,71.00
"4583220083-66",2025-06-25 00:00:00.000,100.00,69.00
"4583220083-67",2024-07-03 00:00:00.000,100.00,300.00
"4583220083-68",2024-08-23 00:00:00.000,12960.00,259.20
"4583220083-69",2024-07-03 00:00:00.000,100.00,306.00
"4583220083-70",2024-07-03 00:00:00.000,4.00,201.20
"4583220083-71",2024-08-28 00:00:00.000,2.00,170.24
"4583220083-71",2025-01-14 00:00:00.000,3.00,255.36
"4583220083-73",2024-07-03 00:00:00.000,76.00,208.24
"4583220083-73",2024-08-30 00:00:00.000,24.00,65.76
"4583220083-74",2024-07-03 00:00:00.000,32.00,0.64
"4583220083-74",2024-09-13 00:00:00.000,20.00,0.40
"4583220083-75",2024-07-03 00:00:00.000,100.00,372.00
"4583220083-76",2024-07-03 00:00:00.000,60.00,214.80
"4583220083-77",2024-07-03 00:00:00.000,8.00,522.08
"4583220083-78",2024-08-22 00:00:00.000,5.00,118.30
"4583220083-79",2024-08-28 00:00:00.000,3.00,88.17
"4583220083-79",2024-09-18 00:00:00.000,2.00,58.78
"4583220083-80",2025-03-05 00:00:00.000,2.00,660.02
"4583220083-81",2024-06-20 00:00:00.000,1.00,11.42
"4583220083-82",2024-07-03 00:00:00.000,3.00,171.99
"4583220083-83",2024-08-09 00:00:00.000,1.00,56.21
"4583220083-84",2024-07-03 00:00:00.000,1.00,981.77
"4583220083-85",2024-07-03 00:00:00.000,1.00,276.50
"4583220083-86",2024-07-03 00:00:00.000,1.00,36.55
"4583220083-87",2024-07-03 00:00:00.000,1.00,101.97
"4583220083-88",2024-07-03 00:00:00.000,1.00,37.49
"4583220083-89",2024-07-03 00:00:00.000,50.00,20.50
"4583220083-90",2024-07-03 00:00:00.000,2.00,384.52
"4583220083-91",2024-07-03 00:00:00.000,14.00,2.38
"4583220083-92",2024-07-03 00:00:00.000,50.00,14.00
"4583220083-93",2024-07-03 00:00:00.000,100.00,69.00
"4583220083-94",2024-07-03 00:00:00.000,100.00,39.00
"4583220083-95",2024-07-03 00:00:00.000,50.00,108.50
"4583220083-96",2024-07-03 00:00:00.000,100.00,97.00
"4583220083-97",2024-07-03 00:00:00.000,50.00,12.50
"4583220083-98",2024-07-03 00:00:00.000,50.00,13.00
"4583220083-99",2024-07-10 00:00:00.000,1.00,24.91
"4583220099-1",2024-07-24 00:00:00.000,10.00,27.00
"4583220105-1",2024-08-26 00:00:00.000,20.00,240.00
"4583220107-2",2025-07-16 00:00:00.000,2.00,131.20
"4583223009-1",2024-06-18 00:00:00.000,4.00,6492.08
"4583223072-3",2024-07-02 00:00:00.000,5.00,1.90
"4583223152-1",2024-10-15 00:00:00.000,12.00,1827.00
"4583223152-2",2024-10-15 00:00:00.000,4.00,522.00
"4583223153-1",2024-07-11 00:00:00.000,2.00,56.00
"4583223453-1",2024-06-27 00:00:00.000,10.00,10.30
"4583223453-2",2024-06-27 00:00:00.000,5.00,2.30
"4583223579-1",2024-07-03 00:00:00.000,8.00,3693.28
"4583223579-2",2024-07-03 00:00:00.000,8.00,3572.56
"4583225501-1",2024-07-11 00:00:00.000,1.00,143913.52
"4583227074-1",2024-10-15 00:00:00.000,1.00,3685.50
"4583227074-2",2024-10-15 00:00:00.000,10.00,270.00
