PO Line ID,GR Posting Date,GR Effective Quantity
"4800375293-5",2025-09-28 00:00:00.000,-5.00
"4800375293-5",2025-09-30 00:00:00.000,3.00
"4800375469-1",2025-09-22 00:00:00.000,8.00
"4800375699-1",2025-09-22 00:00:00.000,76.00
"4800375699-1",2025-10-08 00:00:00.000,76.00
"4800375699-1",2025-10-22 00:00:00.000,30.40
"4800375699-1",2025-10-29 00:00:00.000,38.00
"4800375699-1",2025-11-05 00:00:00.000,30.40
"4800375699-1",2025-11-18 00:00:00.000,76.00
"4800375699-1",2025-11-25 00:00:00.000,35.40
"4800375699-10",2025-09-22 00:00:00.000,12.00
"4800375699-10",2025-10-08 00:00:00.000,6.00
"4800375699-10",2025-10-22 00:00:00.000,4.00
"4800375699-10",2025-10-29 00:00:00.000,7.00
"4800375699-10",2025-11-05 00:00:00.000,7.00
"4800375699-10",2025-11-18 00:00:00.000,10.00
"4800375699-11",2025-09-22 00:00:00.000,12.00
"4800375699-11",2025-10-08 00:00:00.000,7.00
"4800375699-11",2025-10-22 00:00:00.000,7.60
"4800375699-11",2025-10-29 00:00:00.000,7.00
"4800375699-11",2025-11-05 00:00:00.000,6.00
"4800375699-11",2025-11-18 00:00:00.000,12.00
"4800375699-11",2025-11-25 00:00:00.000,1.00
"4800375699-2",2025-09-23 00:00:00.000,22.80
"4800375699-2",2025-10-22 00:00:00.000,38.00
"4800375699-3",2025-09-22 00:00:00.000,7.60
"4800375699-3",2025-10-08 00:00:00.000,4.00
"4800375699-3",2025-10-22 00:00:00.000,3.53
"4800375699-3",2025-10-29 00:00:00.000,4.00
"4800375699-3",2025-11-05 00:00:00.000,4.00
"4800375699-3",2025-11-18 00:00:00.000,7.00
"4800375699-3",2025-11-25 00:00:00.000,1.60
"4800375699-4",2025-09-22 00:00:00.000,12.00
"4800375699-4",2025-10-08 00:00:00.000,14.00
"4800375699-4",2025-10-22 00:00:00.000,14.00
"4800375699-4",2025-10-29 00:00:00.000,14.00
"4800375699-4",2025-11-05 00:00:00.000,14.00
"4800375699-4",2025-11-18 00:00:00.000,12.00
"4800375699-7",2025-10-22 00:00:00.000,7.60
"4800375699-9",2025-09-22 00:00:00.000,35.00
"4800375699-9",2025-09-23 00:00:00.000,9.20
"4800376065-1",2025-09-30 00:00:00.000,1.00
"4800376112-1",2025-10-09 00:00:00.000,1.00
"4800376112-2",2025-10-09 00:00:00.000,1.00
"4800376112-3",2025-10-09 00:00:00.000,1.00
"4800376112-4",2025-10-09 00:00:00.000,1.00
"4800376115-1",2025-09-18 00:00:00.000,10.00
"4800376154-1",2025-09-18 00:00:00.000,1.00
"4800376202-1",2025-09-24 00:00:00.000,1.00
"4800376202-2",2025-09-24 00:00:00.000,1.00
"4800376202-3",2025-09-24 00:00:00.000,1.00
"4800376202-4",2025-09-24 00:00:00.000,1.00
"4800376896-1",2025-09-22 00:00:00.000,1.00
"4800376896-2",2025-09-22 00:00:00.000,1.00
"4800376896-3",2025-09-22 00:00:00.000,1.00
"4800376896-4",2025-09-22 00:00:00.000,1.00
"4800376896-5",2025-09-22 00:00:00.000,1.00
"4800376896-6",2025-09-22 00:00:00.000,2.00
"4800376896-7",2025-09-22 00:00:00.000,1.00
"4800376896-8",2025-09-22 00:00:00.000,1.00
"4800376906-1",2025-09-22 00:00:00.000,1.00
"4800376906-2",2025-09-22 00:00:00.000,1.00
"4800377065-1",2025-09-17 00:00:00.000,1.00
"4800377065-2",2025-09-17 00:00:00.000,1.00
"4800377065-3",2025-09-17 00:00:00.000,1.00
"4800377286-1",2025-09-22 00:00:00.000,1.00
"4800377286-2",2025-09-22 00:00:00.000,2.00
"4800377286-3",2025-09-22 00:00:00.000,2.00
"4800377368-1",2025-10-09 00:00:00.000,1.00
"4800377368-2",2025-10-09 00:00:00.000,1.00
"4800377368-3",2025-10-09 00:00:00.000,1.00
"4800377368-4",2025-10-09 00:00:00.000,1.00
"4800377368-5",2025-10-09 00:00:00.000,2.00
"4800378522-1",2025-10-28 00:00:00.000,2.00
"4800378626-1",2025-09-23 00:00:00.000,8.00
"4800378626-2",2025-09-23 00:00:00.000,4.00
"4800378626-3",2025-09-23 00:00:00.000,1.76
"4800378626-4",2025-09-23 00:00:00.000,8.00
"4800378626-5",2025-09-23 00:00:00.000,1.76
"4800378626-6",2025-09-23 00:00:00.000,4.00
"4800378626-7",2025-09-23 00:00:00.000,1.76
"4800378626-8",2025-09-23 00:00:00.000,6.00
"4800378739-1",2025-11-18 00:00:00.000,3.00
"4800378739-2",2025-11-18 00:00:00.000,4.00
"4800378739-3",2025-11-18 00:00:00.000,1.00
"4800378803-1",2025-09-18 00:00:00.000,1.00
"4800378826-1",2025-11-03 00:00:00.000,1.00
"4800378969-1",2025-10-29 00:00:00.000,1.00
"4800378969-1",2025-10-30 00:00:00.000,-1.00
"4800378969-1",2025-11-24 00:00:00.000,1.00
"4800378969-2",2025-10-29 00:00:00.000,1.00
"4800378969-2",2025-10-30 00:00:00.000,-1.00
"4800378969-2",2025-11-24 00:00:00.000,1.00
"4800378969-3",2025-10-29 00:00:00.000,1.00
"4800378969-3",2025-10-30 00:00:00.000,-1.00
"4800378969-3",2025-11-24 00:00:00.000,1.00
"4800378969-4",2025-10-29 00:00:00.000,1.00
"4800378969-4",2025-10-30 00:00:00.000,-1.00
"4800378969-4",2025-11-24 00:00:00.000,1.00
"4800378969-5",2025-10-29 00:00:00.000,1.00
"4800378969-5",2025-10-30 00:00:00.000,-1.00
"4800378969-5",2025-11-24 00:00:00.000,1.00
"4800379634-1",2025-09-24 00:00:00.000,1.00
"4800379804-1",2025-10-29 00:00:00.000,2.00
"4800379823-1",2025-11-18 00:00:00.000,10.00
"4800379823-2",2025-11-18 00:00:00.000,10.00
"4800379823-3",2025-11-18 00:00:00.000,6.00
"4800379823-4",2025-11-18 00:00:00.000,4.00
"4800379823-5",2025-11-18 00:00:00.000,12.00
"4800379870-1",2025-11-18 00:00:00.000,1.00
"4800379945-1",2025-10-20 00:00:00.000,1.00
"4800380478-1",2025-10-20 00:00:00.000,1.00
"4800382318-1",2025-09-23 00:00:00.000,2.00
"4800382381-1",2025-10-09 00:00:00.000,10.00
"4800382381-2",2025-10-09 00:00:00.000,2.00
"4800382381-3",2025-10-09 00:00:00.000,2.00
"4800382381-4",2025-10-09 00:00:00.000,2.00
"4800382402-1",2025-10-28 00:00:00.000,2.00
"4800382402-2",2025-10-28 00:00:00.000,1.00
"4800382609-1",2025-10-14 00:00:00.000,1.00
"4800382609-1",2025-11-05 00:00:00.000,2.00
"4800382609-2",2025-10-14 00:00:00.000,1.00
"4800382609-2",2025-11-05 00:00:00.000,2.00
"4800382762-1",2025-10-15 00:00:00.000,1.00
"4800382762-2",2025-10-15 00:00:00.000,1.00
"4800384476-1",2025-09-25 00:00:00.000,1.00
"4800384476-2",2025-10-03 00:00:00.000,1.00
"4800384476-3",2025-10-01 00:00:00.000,1.00
"4800386261-1",2025-11-10 00:00:00.000,1.00
"4800386261-3",2025-11-10 00:00:00.000,1.00
"4800386276-1",2025-09-26 00:00:00.000,1.00
"4800386276-2",2025-09-26 00:00:00.000,1.00
"4800386276-3",2025-09-26 00:00:00.000,1.00
"4800386276-4",2025-09-26 00:00:00.000,1.00
"4800386276-6",2025-09-26 00:00:00.000,1.00
"4800386276-7",2025-09-26 00:00:00.000,1.00
"4800386298-1",2025-10-26 00:00:00.000,1.00
"4800386298-2",2025-10-26 00:00:00.000,1.00
"4800386298-3",2025-10-26 00:00:00.000,1.00
"4800386298-4",2025-10-26 00:00:00.000,1.00
"4800386298-5",2025-10-26 00:00:00.000,1.00
"4800386298-6",2025-10-26 00:00:00.000,1.00
"4800386316-1",2025-11-04 00:00:00.000,100.00
"4800386316-2",2025-11-04 00:00:00.000,50.00
"4800386316-3",2025-11-04 00:00:00.000,50.00
"4800386317-1",2025-10-26 00:00:00.000,1.00
"4800386317-2",2025-10-26 00:00:00.000,1.00
"4800386345-1",2025-09-29 00:00:00.000,1.00
"4800386345-2",2025-09-29 00:00:00.000,1.00
"4800386345-3",2025-09-29 00:00:00.000,1.00
"4800386345-4",2025-09-29 00:00:00.000,1.00
"4800386345-5",2025-09-29 00:00:00.000,1.00
"4800386345-6",2025-09-29 00:00:00.000,1.00
"4800386345-7",2025-09-29 00:00:00.000,1.00
"4800386364-1",2025-10-26 00:00:00.000,1.00
"4800386542-1",2025-10-23 00:00:00.000,2.00
"4800386542-2",2025-10-23 00:00:00.000,2.00
"4800386542-3",2025-10-23 00:00:00.000,3.00
"4800386542-4",2025-10-23 00:00:00.000,3.00
"4800386542-5",2025-10-23 00:00:00.000,2.00
"4800386741-1",2025-10-11 00:00:00.000,2.00
"4800387561-1",2025-10-08 00:00:00.000,1.00
"4800387561-2",2025-10-27 00:00:00.000,1.00
"4800387561-3",2025-10-27 00:00:00.000,278.00
"4800387561-4",2025-10-08 00:00:00.000,40.00
"4800387561-5",2025-10-27 00:00:00.000,66.55
"4800387603-1",2025-11-07 00:00:00.000,1.00
"4800387603-2",2025-11-07 00:00:00.000,1.00
"4800387603-3",2025-11-07 00:00:00.000,2.00
"4800387621-1",2025-11-11 00:00:00.000,2.00
"4800387621-2",2025-11-11 00:00:00.000,2.00
"4800389718-1",2025-09-23 00:00:00.000,1121.45
"4800389718-2",2025-09-23 00:00:00.000,280.45
"4800389760-1",2025-09-23 00:00:00.000,55.66
"4800389760-2",2025-09-23 00:00:00.000,57.55
"4800389760-3",2025-09-23 00:00:00.000,3.40
"4800389765-1",2025-09-23 00:00:00.000,310.61
"4800389765-2",2025-09-23 00:00:00.000,15.53
"4800389773-1",2025-09-23 00:00:00.000,655.83
"4800389773-2",2025-09-23 00:00:00.000,32.79
"4800389777-1",2025-09-23 00:00:00.000,1383.99
"4800389777-2",2025-09-23 00:00:00.000,41.52
"4800389801-1",2025-09-23 00:00:00.000,187.07
"4800389801-2",2025-09-23 00:00:00.000,9.35
"4800390049-1",2025-09-25 00:00:00.000,1.00
"4800390097-1",2025-09-25 00:00:00.000,12.00
"4800390097-2",2025-09-25 00:00:00.000,12.00
"4800390097-3",2025-09-25 00:00:00.000,12.00
"4800390248-1",2025-10-07 00:00:00.000,2.00
"4800390248-2",2025-10-07 00:00:00.000,1.00
"4800390376-1",2025-10-01 00:00:00.000,20.00
"4800390376-2",2025-10-01 00:00:00.000,5.00
"4800390417-1",2025-10-07 00:00:00.000,1.00
"4800390417-2",2025-10-07 00:00:00.000,1.00
"4800390417-3",2025-10-07 00:00:00.000,1.00
"4800390417-4",2025-10-07 00:00:00.000,1.00
"4800390417-5",2025-10-07 00:00:00.000,1.00
"4800390417-6",2025-10-07 00:00:00.000,1.00
"4800390417-7",2025-10-07 00:00:00.000,1.00
"4800390417-8",2025-10-07 00:00:00.000,1.00
"4800390417-9",2025-10-07 00:00:00.000,1.00
"4800390472-1",2025-09-30 00:00:00.000,30.00
"4800390472-2",2025-09-30 00:00:00.000,31.00
"4800390472-3",2025-09-30 00:00:00.000,30.00
"4800390472-4",2025-09-30 00:00:00.000,31.00
"4800390472-5",2025-09-30 00:00:00.000,31.00
"4800390730-1",2025-10-23 00:00:00.000,2.00
"4800390953-1",2025-09-28 00:00:00.000,1.00
"4800391033-1",2025-09-30 00:00:00.000,17.00
"4800391033-2",2025-09-30 00:00:00.000,2.00
"4800391033-3",2025-09-30 00:00:00.000,1.00
"4800391033-4",2025-09-30 00:00:00.000,2.50
"4800391179-1",2025-11-05 00:00:00.000,2.00
"4800391179-2",2025-11-05 00:00:00.000,3.00
"4800391179-3",2025-11-05 00:00:00.000,2.00
"4800391179-4",2025-11-05 00:00:00.000,1.00
"4800391179-5",2025-11-05 00:00:00.000,2.00
"4800391179-6",2025-11-05 00:00:00.000,2.00
"4800391223-1",2025-10-30 00:00:00.000,1.00
"4800391359-1",2025-10-13 00:00:00.000,1.00
"4800391563-1",2025-10-20 00:00:00.000,1.00
"4800393988-1",2025-10-02 00:00:00.000,2.00
"4800393988-2",2025-10-02 00:00:00.000,2.00
"4800394338-1",2025-09-24 00:00:00.000,1.00
"4800394338-10",2025-09-24 00:00:00.000,1.00
"4800394338-11",2025-09-24 00:00:00.000,4.00
"4800394338-12",2025-09-24 00:00:00.000,2.00
"4800394338-13",2025-09-24 00:00:00.000,2.00
"4800394338-14",2025-09-24 00:00:00.000,1.00
"4800394338-2",2025-09-24 00:00:00.000,1.00
"4800394338-3",2025-09-24 00:00:00.000,1.00
"4800394338-4",2025-09-24 00:00:00.000,1.00
"4800394338-5",2025-09-24 00:00:00.000,1.00
"4800394338-6",2025-09-24 00:00:00.000,1.00
"4800394338-7",2025-09-24 00:00:00.000,1.00
"4800394338-8",2025-09-24 00:00:00.000,1.00
"4800394338-9",2025-09-24 00:00:00.000,2.00
"4800394386-1",2025-10-10 00:00:00.000,2.00
"4800394530-1",2025-10-10 00:00:00.000,2.00
"4800394578-1",2025-10-13 00:00:00.000,1.00
"4800394578-2",2025-10-13 00:00:00.000,1.00
"4800394578-3",2025-10-13 00:00:00.000,1.00
"4800394578-4",2025-10-13 00:00:00.000,1.00
"4800394598-1",2025-10-31 00:00:00.000,2.00
"4800395044-1",2025-11-18 00:00:00.000,2.00
"4800395044-2",2025-11-18 00:00:00.000,1.00
"4800395113-1",2025-10-07 00:00:00.000,1.00
"4800395113-2",2025-10-07 00:00:00.000,1.00
"4800397437-1",2025-11-18 00:00:00.000,1.00
"4800397437-2",2025-11-18 00:00:00.000,2.00
"4800397437-3",2025-11-18 00:00:00.000,1.00
"4800397437-4",2025-11-18 00:00:00.000,0.50
"4800397655-2",2025-10-08 00:00:00.000,1.00
"4800397655-2",2025-10-22 00:00:00.000,1.00
"4800397655-3",2025-10-01 00:00:00.000,10.00
"4800397655-4",2025-10-01 00:00:00.000,1.00
"4800397655-5",2025-10-27 00:00:00.000,1.00
"4800397655-6",2025-10-01 00:00:00.000,1.00
"4800397655-7",2025-10-01 00:00:00.000,2.00
"4800397655-8",2025-10-01 00:00:00.000,1.00
"4800397686-1",2025-10-09 00:00:00.000,8.00
"4800397686-2",2025-10-01 00:00:00.000,1.00
"4800397714-1",2025-10-01 00:00:00.000,10.00
"4800397714-2",2025-11-09 00:00:00.000,10.00
"4800397714-3",2025-10-08 00:00:00.000,10.00
"4800397714-4",2025-10-01 00:00:00.000,10.00
"4800397734-1",2025-10-13 00:00:00.000,2.00
"4800397734-2",2025-09-26 00:00:00.000,2.00
"4800397734-3",2025-10-13 00:00:00.000,2.00
"4800397734-4",2025-09-26 00:00:00.000,5.00
"4800397734-5",2025-09-26 00:00:00.000,1.00
"4800397797-1",2025-09-26 00:00:00.000,3.00
"4800397797-2",2025-09-26 00:00:00.000,10.00
"4800397797-3",2025-09-26 00:00:00.000,10.00
"4800397797-4",2025-09-26 00:00:00.000,12.00
"4800397797-5",2025-09-26 00:00:00.000,12.00
"4800398089-1",2025-10-26 00:00:00.000,1.00
"4800398089-2",2025-10-26 00:00:00.000,1.00
"4800398290-1",2025-09-26 00:00:00.000,4.00
"4800398375-1",2025-09-29 00:00:00.000,1.00
"4800398425-1",2025-11-21 00:00:00.000,4.00
"4800398425-2",2025-11-21 00:00:00.000,4.00
"4800398425-3",2025-11-21 00:00:00.000,8.00
"4800398425-4",2025-11-21 00:00:00.000,8.00
"4800398425-5",2025-11-21 00:00:00.000,1.00
"4800398465-1",2025-10-16 00:00:00.000,1.00
"4800398483-1",2025-09-30 00:00:00.000,2.00
"4800398875-1",2025-09-26 00:00:00.000,41.00
"4800398875-2",2025-09-26 00:00:00.000,30.00
"4800398875-3",2025-09-26 00:00:00.000,15.00
"4800398875-4",2025-09-26 00:00:00.000,2.00
"4800398875-5",2025-09-26 00:00:00.000,10.00
"4800399202-1",2025-10-01 00:00:00.000,20.00
"4800399232-1",2025-11-05 00:00:00.000,1.00
"4800399232-2",2025-11-05 00:00:00.000,1.00
"4800399232-3",2025-11-05 00:00:00.000,1.00
"4800399548-1",2025-10-30 00:00:00.000,1.00
"4800400728-1",2025-10-31 00:00:00.000,20.00
"4800400728-2",2025-10-31 00:00:00.000,5.00
"4800400728-3",2025-10-31 00:00:00.000,5.00
"4800401858-1",2025-10-27 00:00:00.000,4.00
"4800401858-2",2025-10-27 00:00:00.000,1.00
"4800401860-1",2025-10-27 00:00:00.000,5.00
"4800401891-1",2025-10-12 00:00:00.000,8.00
"4800401891-2",2025-10-12 00:00:00.000,1.00
"4800402069-1",2025-10-13 00:00:00.000,2.00
"4800402069-2",2025-10-13 00:00:00.000,1.00
"4800402197-1",2025-11-08 00:00:00.000,31.00
"4800402197-2",2025-11-08 00:00:00.000,31.00
"4800402197-3",2025-11-08 00:00:00.000,31.00
"4800402320-1",2025-11-03 00:00:00.000,1.00
"4800404922-1",2025-10-15 00:00:00.000,10.00
"4800404923-1",2025-09-30 00:00:00.000,2.00
"4800404923-2",2025-11-13 00:00:00.000,2.00
"4800405591-1",2025-10-15 00:00:00.000,3.00
"4800405591-2",2025-10-15 00:00:00.000,3.00
"4800405591-3",2025-10-15 00:00:00.000,2.00
"4800405712-1",2025-10-16 00:00:00.000,1.00
"4800405780-1",2025-11-18 00:00:00.000,2.00
"4800405780-2",2025-11-18 00:00:00.000,3.00
"4800405884-1",2025-11-18 00:00:00.000,1.00
"4800405884-2",2025-11-18 00:00:00.000,10.00
"4800405884-3",2025-11-18 00:00:00.000,1.00
"4800405884-4",2025-11-18 00:00:00.000,12.00
"4800405884-5",2025-11-18 00:00:00.000,12.00
"4800405884-6",2025-11-18 00:00:00.000,6.00
"4800405884-7",2025-11-18 00:00:00.000,6.00
"4800405884-8",2025-11-18 00:00:00.000,6.00
"4800405921-1",2025-11-18 00:00:00.000,1.00
"4800405921-10",2025-11-18 00:00:00.000,2.00
"4800405921-2",2025-11-18 00:00:00.000,6.00
"4800405921-3",2025-11-18 00:00:00.000,6.00
"4800405921-4",2025-11-18 00:00:00.000,4.00
"4800405921-5",2025-11-18 00:00:00.000,1.00
"4800405921-6",2025-11-18 00:00:00.000,1.00
"4800405921-7",2025-11-18 00:00:00.000,5.00
"4800405921-8",2025-11-18 00:00:00.000,3.00
"4800405921-9",2025-11-18 00:00:00.000,10.00
"4800405941-1",2025-11-18 00:00:00.000,2.00
"4800405941-2",2025-11-18 00:00:00.000,5.00
"4800405941-3",2025-11-18 00:00:00.000,3.00
"4800405941-4",2025-11-18 00:00:00.000,3.00
"4800405941-5",2025-11-18 00:00:00.000,3.00
"4800405941-6",2025-11-18 00:00:00.000,5.00
"4800405941-7",2025-11-18 00:00:00.000,3.00
"4800405941-8",2025-11-18 00:00:00.000,3.00
"4800406016-1",2025-11-18 00:00:00.000,1.00
"4800406016-2",2025-11-18 00:00:00.000,1.00
"4800406029-1",2025-11-18 00:00:00.000,12.00
"4800406029-2",2025-11-18 00:00:00.000,12.00
"4800406029-3",2025-11-18 00:00:00.000,1.00
"4800406029-4",2025-11-18 00:00:00.000,12.00
"4800406029-5",2025-11-18 00:00:00.000,5.00
"4800406065-1",2025-11-18 00:00:00.000,3.00
"4800406065-2",2025-11-18 00:00:00.000,4.00
"4800406065-3",2025-11-18 00:00:00.000,3.00
"4800406065-4",2025-11-18 00:00:00.000,5.00
"4800406065-5",2025-11-18 00:00:00.000,1.00
"4800407324-1",2025-10-03 00:00:00.000,1.00
"4800407324-2",2025-10-03 00:00:00.000,1.00
"4800407528-1",2025-11-26 00:00:00.000,60.00
"4800407528-2",2025-11-26 00:00:00.000,720.00
"4800407528-3",2025-11-26 00:00:00.000,4.00
"4800407529-1",2025-10-28 00:00:00.000,30.00
"4800407529-2",2025-10-28 00:00:00.000,30.00
"4800407529-3",2025-10-28 00:00:00.000,30.00
"4800407529-4",2025-10-28 00:00:00.000,30.00
"4800407542-1",2025-10-16 00:00:00.000,1.00
"4800407542-2",2025-10-16 00:00:00.000,1.00
"4800407591-1",2025-10-29 00:00:00.000,300.00
"4800407591-2",2025-10-29 00:00:00.000,180.00
"4800407591-3",2025-10-29 00:00:00.000,60.00
"4800407591-4",2025-10-27 00:00:00.000,30.00
"4800407591-5",2025-10-27 00:00:00.000,30.00
"4800407591-6",2025-10-27 00:00:00.000,30.00
"4800407591-7",2025-10-27 00:00:00.000,30.00
"4800407591-8",2025-10-29 00:00:00.000,60.00
"4800407610-1",2025-09-30 00:00:00.000,1.00
"4800407610-2",2025-09-30 00:00:00.000,1.00
"4800407610-3",2025-09-30 00:00:00.000,1.00
"4800407610-4",2025-09-30 00:00:00.000,1.00
"4800407693-1",2025-09-29 00:00:00.000,30.00
"4800407693-1",2025-11-17 00:00:00.000,-30.00
"4800407908-1",2025-10-27 00:00:00.000,92.00
"4800407908-1",2025-11-04 00:00:00.000,-62.00
"4800407908-2",2025-10-27 00:00:00.000,92.00
"4800407908-2",2025-11-04 00:00:00.000,-62.00
"4800407908-3",2025-10-27 00:00:00.000,92.00
"4800407908-3",2025-11-04 00:00:00.000,-62.00
"4800407920-1",2025-10-28 00:00:00.000,30.00
"4800407920-2",2025-10-28 00:00:00.000,30.00
"4800407920-3",2025-10-28 00:00:00.000,30.00
"4800407920-4",2025-10-28 00:00:00.000,16.00
"4800407926-2",2025-10-28 00:00:00.000,30.00
"4800407926-3",2025-10-28 00:00:00.000,30.00
"4800407926-4",2025-10-28 00:00:00.000,30.00
"4800407926-5",2025-10-28 00:00:00.000,30.00
"4800407929-1",2025-10-28 00:00:00.000,30.00
"4800407929-2",2025-10-28 00:00:00.000,30.00
"4800407929-3",2025-10-28 00:00:00.000,30.00
"4800407930-1",2025-10-28 00:00:00.000,30.00
"4800407930-2",2025-10-28 00:00:00.000,30.00
"4800407930-3",2025-10-28 00:00:00.000,30.00
"4800407932-1",2025-10-27 00:00:00.000,30.00
"4800407934-1",2025-10-30 00:00:00.000,30.00
"4800407936-1",2025-10-28 00:00:00.000,30.00
"4800407939-1",2025-10-28 00:00:00.000,30.00
"4800407939-2",2025-10-28 00:00:00.000,30.00
"4800407941-1",2025-10-27 00:00:00.000,30.00
"4800407941-2",2025-10-27 00:00:00.000,30.00
"4800407941-4",2025-10-27 00:00:00.000,30.00
"4800407941-5",2025-10-27 00:00:00.000,30.00
"4800407941-6",2025-10-27 00:00:00.000,30.00
"4800407942-1",2025-10-27 00:00:00.000,30.00
"4800407942-2",2025-10-27 00:00:00.000,30.00
"4800407942-3",2025-10-27 00:00:00.000,30.00
"4800407946-1",2025-10-28 00:00:00.000,7.00
"4800407951-1",2025-09-30 00:00:00.000,30.00
"4800407951-1",2025-10-06 00:00:00.000,-30.00
"4800407952-1",2025-09-30 00:00:00.000,6.00
"4800408022-1",2025-10-28 00:00:00.000,30.00
"4800408322-1",2025-11-03 00:00:00.000,30.00
"4800408402-1",2025-09-30 00:00:00.000,1.00
"4800408402-2",2025-09-30 00:00:00.000,1.00
"4800408543-1",2025-09-29 00:00:00.000,30.00
"4800408769-1",2025-11-03 00:00:00.000,30.00
"4800408769-2",2025-11-03 00:00:00.000,30.00
"4800408772-1",2025-11-05 00:00:00.000,30.00
"4800408780-1",2025-11-03 00:00:00.000,30.00
"4800408780-2",2025-11-03 00:00:00.000,30.00
"4800408780-3",2025-11-03 00:00:00.000,1.00
"4800408786-1",2025-09-29 00:00:00.000,30.00
"4800408794-1",2025-09-30 00:00:00.000,1.00
"4800408794-2",2025-09-30 00:00:00.000,1.00
"4800408797-1",2025-09-29 00:00:00.000,30.00
"4800408800-1",2025-09-29 00:00:00.000,30.00
"4800408806-1",2025-09-29 00:00:00.000,30.00
"4800408806-2",2025-09-29 00:00:00.000,30.00
"4800408808-1",2025-09-30 00:00:00.000,30.00
"4800408812-1",2025-09-30 00:00:00.000,30.00
"4800408816-1",2025-09-30 00:00:00.000,30.00
"4800408816-2",2025-09-30 00:00:00.000,30.00
"4800408816-3",2025-09-30 00:00:00.000,30.00
"4800408816-4",2025-09-30 00:00:00.000,30.00
"4800408816-5",2025-09-30 00:00:00.000,30.00
"4800408816-6",2025-09-30 00:00:00.000,30.00
"4800408821-1",2025-09-30 00:00:00.000,10.00
"4800408827-1",2025-09-30 00:00:00.000,30.00
"4800408827-2",2025-09-30 00:00:00.000,30.00
"4800408898-1",2025-09-30 00:00:00.000,2.00
"4800408980-1",2025-10-07 00:00:00.000,50.00
"4800408980-2",2025-10-07 00:00:00.000,10.00
"4800410620-1",2025-11-05 00:00:00.000,30.00
"4800410620-10",2025-11-05 00:00:00.000,30.00
"4800410620-11",2025-11-05 00:00:00.000,30.00
"4800410620-12",2025-11-05 00:00:00.000,30.00
"4800410620-13",2025-11-05 00:00:00.000,30.00
"4800410620-14",2025-11-05 00:00:00.000,30.00
"4800410620-15",2025-11-05 00:00:00.000,30.00
"4800410620-2",2025-11-05 00:00:00.000,30.00
"4800410620-3",2025-11-05 00:00:00.000,30.00
"4800410620-4",2025-11-05 00:00:00.000,30.00
"4800410620-5",2025-11-05 00:00:00.000,30.00
"4800410620-6",2025-11-05 00:00:00.000,30.00
"4800410620-7",2025-11-05 00:00:00.000,30.00
"4800410620-8",2025-11-05 00:00:00.000,30.00
"4800410620-9",2025-11-05 00:00:00.000,30.00
"4800410738-1",2025-09-30 00:00:00.000,30.00
"4800410738-2",2025-09-30 00:00:00.000,30.00
"4800410738-3",2025-09-30 00:00:00.000,30.00
"4800410744-1",2025-09-29 00:00:00.000,30.00
"4800410744-2",2025-09-29 00:00:00.000,30.00
"4800410752-1",2025-09-30 00:00:00.000,30.00
"4800410752-2",2025-09-30 00:00:00.000,30.00
"4800410752-3",2025-09-30 00:00:00.000,30.00
"4800410752-4",2025-09-30 00:00:00.000,30.00
"4800410752-5",2025-09-30 00:00:00.000,30.00
"4800410752-6",2025-09-30 00:00:00.000,30.00
"4800410757-1",2025-09-29 00:00:00.000,30.00
"4800410762-1",2025-09-29 00:00:00.000,30.00
"4800410762-2",2025-09-29 00:00:00.000,30.00
"4800410770-1",2025-09-29 00:00:00.000,30.00
"4800410770-2",2025-09-29 00:00:00.000,30.00
"4800410774-1",2025-09-29 00:00:00.000,30.00
"4800410897-1",2025-09-29 00:00:00.000,30.00
"4800410897-1",2025-11-17 00:00:00.000,0.00
"4800410900-1",2025-09-29 00:00:00.000,30.00
"4800410924-1",2025-09-29 00:00:00.000,30.00
"4800410948-1",2025-09-30 00:00:00.000,30.00
"4800410948-10",2025-09-30 00:00:00.000,30.00
"4800410948-11",2025-09-30 00:00:00.000,30.00
"4800410948-12",2025-09-30 00:00:00.000,30.00
"4800410948-13",2025-09-30 00:00:00.000,30.00
"4800410948-14",2025-09-30 00:00:00.000,30.00
"4800410948-15",2025-09-30 00:00:00.000,30.00
"4800410948-2",2025-09-30 00:00:00.000,30.00
"4800410948-3",2025-09-30 00:00:00.000,30.00
"4800410948-4",2025-09-30 00:00:00.000,30.00
"4800410948-5",2025-09-30 00:00:00.000,30.00
"4800410948-6",2025-09-30 00:00:00.000,30.00
"4800410948-7",2025-09-30 00:00:00.000,30.00
"4800410948-8",2025-09-30 00:00:00.000,30.00
"4800410948-9",2025-09-30 00:00:00.000,30.00
"4800410956-1",2025-09-30 00:00:00.000,30.00
"4800410956-1",2025-11-17 00:00:00.000,0.00
"4800410956-2",2025-09-30 00:00:00.000,30.00
"4800410956-2",2025-11-17 00:00:00.000,0.00
"4800410965-1",2025-09-30 00:00:00.000,30.00
"4800410965-2",2025-09-30 00:00:00.000,30.00
"4800410965-3",2025-09-30 00:00:00.000,30.00
"4800410965-4",2025-09-30 00:00:00.000,30.00
"4800410970-1",2025-09-30 00:00:00.000,30.00
"4800410975-1",2025-09-29 00:00:00.000,1.00
"4800410975-1",2025-09-30 00:00:00.000,29.00
"4800410975-2",2025-09-29 00:00:00.000,1.00
"4800410975-2",2025-09-30 00:00:00.000,29.00
"4800410975-3",2025-09-29 00:00:00.000,1.00
