po_line_id,gr_posting_date,gr_effective_quantity,gr_amount_usd
4793251283-12,2024-09-25,1.0,61.24
4793251283-13,2024-09-25,1.0,10.21
4793251283-14,2024-09-25,2.0,16.07
4793251283-15,2024-09-25,2.0,21.73
4793251283-16,2024-09-25,2.0,6.34
4793251283-17,2024-09-25,1.0,360.12
4793251283-18,2024-09-25,1.0,18.86
4793251283-19,2024-09-30,5.0,50.16
4793251283-2,2024-09-25,3.0,24.74
4793251283-20,2024-09-25,2.0,10.61
4793251283-21,2024-09-25,3.0,55.19
4793251283-22,2024-09-25,1.0,213.1
4793251283-3,2024-09-25,2.0,32.97
4793251283-4,2024-09-25,1.0,117.94
4793251283-5,2024-09-25,1.0,152.83
4793251283-6,2024-09-25,1.0,107.15
4793251283-7,2024-09-25,1.0,223.03
4793251283-8,2024-09-25,1.0,103.22
4793251283-9,2024-09-25,1.0,298.85
4793251285-1,2024-09-30,1.0,313.34
4793251293-1,2024-09-04,2.0,306.18
4793251406-1,2024-09-04,5.0,111.92
4793251406-10,2024-09-04,1.0,21.11
4793251406-11,2024-09-04,2.0,29.14
4793251406-12,2024-09-04,2.0,17.96
4793251406-13,2024-09-04,1.0,36.35
4793251406-14,2024-09-04,1.0,27.3
4793251406-15,2024-09-04,1.0,23.48
4793251406-16,2024-09-04,1.0,44.35
4793251406-17,2024-09-25,40.0,23.64
4793251406-18,2024-09-04,1.0,16.52
4793251406-19,2024-09-04,1.0,15.72
4793251406-2,2024-09-04,6.0,19.6
4793251406-20,2024-09-04,1.0,54.5
4793251406-21,2024-09-04,1.0,16.15
4793251406-22,2024-09-25,1.0,20.41
4793251406-23,2024-09-04,1.0,27.77
4793251406-24,2024-09-04,20.0,26.63
4793251406-25,2024-09-04,6.0,6.15
4793251406-3,2024-09-04,5.0,5.84
4793251406-4,2024-09-04,30.0,157.94
4793251406-5,2024-09-04,36.0,190.51
4793251406-6,2024-09-09,1.0,8.15
4793251406-7,2024-09-04,20.0,24.04
4793251406-8,2024-09-04,24.0,24.61
4793251406-9,2024-09-04,1.0,21.67
4793251407-1,2024-09-13,4.0,641.98
4793251407-2,2024-09-13,2.0,256.79
4793251407-3,2024-09-13,100.0,146.73
4793251466-10001,2024-09-03,1.0,305.7
4793251893-10001,2024-10-15,1.0,1785.0
4793251893-2,2024-10-16,1.0,2385.35
4793254566-1,2024-09-04,2.0,48.09
4793254566-2,2024-09-04,2.0,55.42
4793254566-3,2024-09-04,1.0,3.17
4793254566-4,2024-09-04,1.0,25.88
4793254566-5,2024-09-04,3.0,7.29
4793254566-6,2024-09-04,3.0,9.86
4793254661-1,2024-09-15,2.0,232.03
4793254723-10001,2025-02-25,1.0,5888.19
4793255347-10001,2025-02-25,1.0,496.89
4793255347-10002,2025-02-25,1.0,201.86
4793255347-3,2025-02-25,1.0,217.39
4793255945-1,2024-11-12,6.0,2826.23
4793255945-1,2024-11-28,-6.0,-2826.23
4793255945-1,2025-02-11,6.0,2669.99
4793256096-1,2024-09-25,5.0,300.37
4793256096-10,2024-09-09,3.0,113.17
4793256096-11,2024-09-09,12.0,107.2
4793256096-12,2024-09-09,24.0,197.93
4793256096-13,2024-09-09,24.0,183.09
4793256096-14,2024-09-09,1.0,39.63
4793256096-15,2024-09-09,1.0,23.81
4793256096-2,2024-09-09,5.0,283.18
4793256096-3,2024-09-09,10.0,179.82
4793256096-4,2024-09-09,10.0,179.82
4793256096-5,2024-09-09,10.0,177.44
4793256096-6,2024-09-09,10.0,104.89
4793256096-7,2024-09-09,5.0,52.44
4793256096-8,2024-09-09,10.0,104.89
4793256096-9,2024-09-09,10.0,104.89
4793256248-1,2024-09-16,2.0,61.14
4793256248-2,2024-09-16,1.0,81.34
4793256248-3,2024-09-16,1.0,22.24
4793256263-10001,2024-11-06,1.0,256.41
4793256263-10002,2024-11-06,1.0,512.82
4793256273-1,2024-09-04,8.0,3211.46
4793256273-10001,2024-09-04,1.0,108.69
4793256273-10002,2024-09-04,1.0,108.69
4793256273-10003,2024-09-04,1.0,308.79
4793256273-2,2024-09-04,8.0,148.2
4793256305-10001,2024-08-31,2.0,41861.78
4793256305-10001,2024-09-25,1.0,14888.88
4793256305-10001,2024-10-25,1.0,2508.74
4793256305-10001,2024-11-26,1.0,21613.84
4793256305-10001,2024-12-23,1.0,24872.74
4793256305-10001,2025-01-28,1.0,7940.73
4793256305-10001,2025-02-24,1.0,3403.17
4793256305-10001,2025-03-24,1.0,26552.78
4793256305-10001,2025-04-22,1.0,2308.93
4793256305-10002,2025-05-26,1.0,24538.56
4793256305-10003,2024-08-31,1.0,1196.05
4793256305-10003,2024-09-25,1.0,1240.74
4793256305-10003,2024-10-25,1.0,7526.24
4793256305-10003,2024-11-26,1.0,2401.53
4793256305-10003,2025-01-28,1.0,1134.39
4793256305-10003,2025-02-24,1.0,7940.73
4793256305-10003,2025-04-22,1.0,6926.81
4793256305-10003,2025-05-26,1.0,2337.0
4793256305-10004,2024-08-31,1.0,4784.2
4793256305-10005,2024-08-31,1.0,2392.1
4793256305-10005,2024-10-25,1.0,1254.37
4793256305-10005,2024-11-26,1.0,2401.53
4793256305-10005,2024-12-23,1.0,2368.83
4793256305-10005,2025-01-28,1.0,3403.17
4793256305-10005,2025-02-24,1.0,2268.78
4793256305-10005,2025-03-24,1.0,1154.46
4793256305-10005,2025-04-22,1.0,2308.93
4793256305-10005,2025-05-26,1.0,1168.5
4793256305-10005,2025-06-23,1.0,1168.5
4793256305-10006,2024-11-26,1.0,1200.76
4793256305-10006,2025-01-28,1.0,2268.78
4793256305-10006,2025-02-24,1.0,4537.56
4793256305-10006,2025-03-24,1.0,1154.46
4793256305-10006,2025-05-26,1.0,1168.5
4793256305-10007,2024-08-31,2.0,491.15
4793256305-10007,2024-10-25,1.0,412.08
4793256305-10007,2024-11-26,1.0,295.85
4793256305-10007,2024-12-23,1.0,145.91
4793256305-10007,2025-01-28,1.0,326.08
4793256305-10007,2025-02-24,1.0,652.17
4793256305-10007,2025-03-24,1.0,142.22
4793256305-10007,2025-04-22,1.0,426.67
4793256305-10007,2025-05-26,1.0,239.92
4793256305-10007,2025-06-23,1.0,47.98
4793256332-1,2024-09-17,1.0,1283.18
4793256337-10001,2024-09-25,1.0,5961.27
4793256337-10001,2024-10-25,1.0,28124.99
4793256337-10002,2024-09-25,1.0,24838.65
4793256337-10002,2024-10-25,1.0,1004.46
4793256337-10002,2024-11-26,1.0,3846.15
4793256337-10003,2024-11-26,1.0,2884.61
4793256337-10004,2024-10-25,1.0,1004.46
4793256337-10005,2024-09-25,1.0,1273.77
4793256337-10005,2024-10-25,1.0,103.02
4793256337-10005,2024-11-26,1.0,345.16
4793256365-1,2024-09-16,1.0,37.21
4793256365-2,2024-09-16,1.0,58.51
4793256365-3,2024-09-16,1.0,26.5
4793256365-4,2024-09-16,1.0,26.86
4793256365-5,2024-09-16,1.0,37.5
4793256365-6,2024-09-16,10.0,44.7
4793256368-10001,2024-08-30,1.0,8613.06
4793256368-10001,2024-09-18,1.0,12905.94
4793256368-10001,2024-11-27,1.0,25941.12
4793256368-10001,2024-12-23,1.0,20849.35
4793256368-10001,2025-01-28,1.0,9076.7
4793256368-10001,2025-05-26,1.0,9349.64
4793256368-10002,2024-09-23,1.0,9927.64
4793256368-10002,2024-10-25,1.0,20073.48
4793256368-10003,2024-08-30,1.0,3828.02
4793256368-10003,2024-10-25,1.0,4014.69
4793256368-10003,2024-11-27,1.0,960.78
4793256368-10003,2024-12-23,1.0,7581.58
4793256368-10003,2025-01-28,1.0,7261.36
4793256368-10003,2025-03-24,1.0,13856.03
4793256368-10003,2025-04-21,1.0,21245.92
4793256368-10003,2025-05-26,1.0,13089.5
4793256368-10003,2025-06-23,1.0,3739.85
4793256368-10004,2024-08-30,1.0,1914.01
4793256368-10004,2024-09-23,1.0,992.76
4793256368-10004,2024-11-27,1.0,960.78
4793256368-10005,2024-08-30,1.0,957.0
4793256368-10005,2024-10-25,1.0,1003.67
4793256368-10005,2024-11-27,1.0,1921.56
4793256368-10005,2024-12-23,1.0,1895.39
4793256368-10005,2025-01-29,1.0,907.67
4793256368-10005,2025-04-21,1.0,1847.47
4793256368-10005,2025-05-26,1.0,1869.92
4793256368-10006,2025-04-21,1.0,1847.47
4793256368-10007,2024-08-30,1.0,294.69
4793256368-10007,2024-09-18,1.0,254.75
4793256368-10007,2024-09-23,1.0,560.46
4793256368-10007,2024-10-25,1.0,257.55
4793256368-10007,2024-11-27,1.0,788.95
4793256368-10007,2024-12-16,1.0,340.46
4793256368-10007,2025-01-29,1.0,838.5
4793256368-10007,2025-03-24,1.0,711.12
4793256368-10007,2025-04-21,1.0,1185.2
4793256368-10007,2025-05-26,1.0,767.75
4793256368-10007,2025-06-23,1.0,191.93
4793256394-1,2024-08-28,50.0,545.84
4793256394-2,2024-08-28,8.0,274.78
4793256394-3,2024-08-28,4.0,21.74
4793256394-4,2024-08-28,12.0,68.84
4793256394-5,2024-08-28,4.0,12.96
4793256396-10001,2024-08-30,1.0,10767.78
4793256396-10001,2024-12-23,1.0,7856.97
4793256396-10002,2024-09-23,1.0,4115.3
4793256396-10002,2024-10-25,1.0,6537.97
4793256396-10002,2024-11-26,1.0,13086.1
4793256396-10003,2024-08-30,1.0,4675.54
4793256396-10003,2024-09-23,1.0,2645.58
4793256396-10003,2024-10-25,1.0,4903.53
4793256396-10003,2024-11-26,1.0,3413.8
4793256396-10003,2024-12-23,1.0,2525.48
4793256396-10004,2024-08-30,1.0,283.36
4793256396-10004,2024-09-23,1.0,293.95
4793256396-10004,2024-10-25,1.0,594.36
4793256396-10004,2024-12-23,1.0,2244.87
4793256396-10007,2024-08-30,1.0,589.39
4793256396-10007,2024-09-23,1.0,356.65
4793256396-10007,2024-10-25,1.0,669.64
4793256396-10007,2024-11-26,1.0,394.47
4793256396-10007,2025-02-12,1.0,372.67
4793256432-10001,2024-08-30,1.0,11725.46
4793256432-10001,2024-09-18,1.0,1351.5
4793256432-10001,2024-11-26,1.0,7847.81
4793256432-10003,2024-11-26,1.0,653.98
4793256432-10004,2024-08-30,1.0,1302.82
4793256432-10004,2024-11-26,1.0,1307.96
4793256432-10007,2024-11-26,1.0,98.61
4793256707-10001,2024-10-28,1.0,223.21
4793256707-10002,2024-10-28,1.0,549.45
4793256707-3,2024-10-28,1.0,240.38
4793256725-10001,2024-11-22,1.0,418.22
4793256897-10001,2024-11-22,1.0,287.58
4793256928-10001,2025-05-14,1.0,63.22
4793256928-10002,2025-05-14,1.0,72.59
4793256937-1,2024-10-07,31.0,85.16
4793256937-2,2024-10-07,31.0,85.16
4793256937-3,2024-10-07,31.0,149.03
4793256937-4,2024-10-07,31.0,149.03
4793256937-5,2024-10-07,31.0,149.03
4793256937-6,2024-10-07,31.0,149.03
4793256937-7,2024-10-07,31.0,149.03
4793256937-8,2024-10-07,31.0,149.03
4793257073-10001,2024-12-16,1.0,11520.23
4793257073-10003,2024-08-30,1.0,4071.68
4793257073-10003,2024-10-25,1.0,2440.13
4793257073-10005,2024-09-30,1.0,3137.68
4793257073-10005,2024-10-25,1.0,14954.48
4793257073-10005,2024-11-26,1.0,12146.4
4793257073-10005,2024-12-30,1.0,12836.77
4793257073-10005,2025-01-28,1.0,13114.23
4793257073-10005,2025-04-21,1.0,2085.36
4793257073-10005,2025-04-24,1.0,10426.83
4793257073-10006,2024-08-30,1.0,332.38
4793257073-10006,2024-11-26,1.0,1001.08
4793257073-10007,2024-08-30,1.0,432.09
4793257073-10007,2024-09-30,1.0,1344.72
4793257073-10007,2025-04-24,1.0,2085.36
4793257073-10008,2024-08-30,1.0,688.47
4793257073-10008,2024-10-25,1.0,1083.07
4793257073-10008,2025-01-28,1.0,652.98
4793257073-10008,2025-04-21,1.0,664.53
4793257073-10009,2025-01-29,1.0,2934.78
4793257073-10010,2024-08-30,1.0,196.46
4793257073-10010,2024-09-30,1.0,509.51
4793257073-10010,2024-10-25,1.0,1854.39
4793257073-10010,2024-11-26,1.0,1528.59
4793257073-10010,2025-01-28,1.0,1583.85
4793257073-10010,2025-04-21,1.0,331.85
4793257073-10010,2025-04-24,1.0,1422.25
4793257080-1,2024-10-10,20.0,0.0
4793257081-1,2025-09-03,20.0,0.0
4793257320-1,2024-10-07,1.0,198.35
4793257863-10001,2024-11-06,1.0,102.56
4793258841-1,2024-10-02,8.0,175.43
4793258841-10001,2024-10-02,1.0,13.39
4793260766-1,2024-09-05,1.0,42.83
4793260766-2,2024-08-28,1.0,30.82
4793260766-3,2024-08-28,1.0,23.88
4793260766-4,2024-08-28,1.0,96.16
4793260766-5,2024-08-28,100.0,105.43
4793260766-6,2024-08-28,60.0,190.56
4793261024-10001,2024-08-26,1.0,326.78
4793261024-10002,2024-08-26,1.0,35.29
4793261024-10003,2024-08-26,1.0,7.2
4793261024-2,2024-08-26,1.0,58.93
4793261122-10001,2024-12-02,1.0,23.02
4793261122-10002,2024-12-02,1.0,544.74
4793261123-10001,2024-09-09,1.0,509.51
4793261123-10002,2024-09-09,1.0,33.96
4793261135-10001,2024-09-03,1.0,234.37
4793261374-10001,2024-09-04,1.0,631.79
4793261406-1,2024-09-04,1.0,114.4
4793261488-1,2024-09-19,1.0,1208.1
4793261723-1,2024-09-09,10.0,29.75
4793261800-10001,2024-09-24,1.0,574.68
4793261802-1,2025-07-16,2.0,765.7
4793261802-2,2025-07-16,2.0,893.58
4793261802-3,2025-07-16,1.0,23.79
4793261993-1,2024-09-16,1.0,119.4
4793261993-2,2024-08-30,1.0,111.84
4793261993-3,2024-08-30,1.0,111.84
4793261993-4,2024-08-30,1.0,113.68
4793262093-1,2024-09-03,100.0,103.94
4793262109-1,2024-09-16,4.0,313.04
4793262109-2,2024-09-16,1.0,17.18
4793262109-3,2024-08-30,2.0,33.12
4793262109-4,2024-09-16,4.0,32.64
4793262190-1,2024-09-19,1.0,48.51
4793262899-1,2025-04-09,1.0,85.0
4793263438-1,2025-04-17,2.0,20.0
4793263618-1,2024-12-02,2.0,758.75
4793263618-2,2024-12-02,2.0,885.47
4793263618-3,2024-12-02,1.0,23.57
4793265829-1,2024-09-13,8.0,68.53
4793265829-10,2024-09-30,1.0,18.54
4793265829-11,2024-09-30,2.0,44.82
4793265829-12,2024-09-30,2.0,27.39
4793265829-2,2024-09-13,8.0,48.42
4793265829-3,2024-09-13,1.0,4.8
4793265829-4,2024-09-13,2.0,50.46
4793265829-5,2024-09-13,2.0,45.23
4793265829-6,2024-09-13,1.0,175.33
4793265829-7,2024-09-25,1.0,642.24
4793265829-8,2024-09-13,1.0,42.23
4793265829-9,2024-09-13,1.0,9.11
4793265879-1,2024-09-05,1.0,665.76
4793265879-2,2024-10-07,3.0,33.17
4793265879-3,2024-09-13,2.0,25.76
4793265879-4,2024-09-25,2.0,54.48
4793265900-1,2024-09-04,5.0,45.65
4793265900-2,2024-09-04,4.0,30.76
4793265900-3,2024-09-04,2.0,34.13
4793265900-4,2024-09-04,1.0,109.47
4793265950-1,2024-09-04,1.0,107.6
4793266020-1,2024-09-09,1.0,1261.14
4793266020-10001,2024-09-09,1.0,760.86
4793266020-3,2024-09-09,1.0,4.82
4793266020-4,2024-09-09,1.0,217.39
4793266020-5,2024-09-09,30.0,264.94
4793266020-6,2024-09-09,1.0,197.22
4793266020-7,2024-09-09,1.0,91.03
4793266054-10001,2024-11-04,1.0,1514.46
4793266054-10002,2024-11-04,1.0,1104.53
4793266054-2,2024-11-04,1.0,384.61
4793266054-3,2024-11-04,1.0,493.09
4793266331-1,2025-05-15,2.0,32.53
4793266331-2,2025-05-15,2.0,65.9
4793266344-1,2024-08-29,1.0,57.1
4793266496-1,2025-07-21,2.0,765.7
4793266496-2,2025-07-21,2.0,893.58
4793266496-3,2025-07-21,1.0,23.79
4793266961-10001,2024-12-02,1.0,1493.83
4793266961-10002,2024-12-02,1.0,1089.49
4793266961-2,2024-12-02,1.0,2104.4
4793267006-1,2024-08-28,189.84,124.32
4793267006-2,2024-08-28,5.7,3.73
4793267083-1,2024-08-28,39.73,26.01
4793267083-2,2024-08-28,1.19,0.77
4793267261-1,2024-08-28,51.85,33.95
4793267261-2,2024-08-28,1.56,1.02
4793270442-1,2024-09-16,15.0,19.97
4793270442-2,2024-09-09,6.0,104.83
4793270442-3,2024-09-09,3.0,52.41
4793270444-1,2024-09-03,40.0,204.34
4793270449-1,2024-09-17,20.0,26.63
4793270449-2,2024-09-17,2.0,333.38
4793270449-3,2024-09-21,2.0,337.22
4793270449-4,2024-09-17,2.0,20.89
4793270469-1,2024-09-11,3.0,49.46
4793270469-2,2024-09-11,3.0,24.74
4793270469-3,2024-09-11,3.0,32.69
4793270469-4,2024-09-11,3.0,40.92
4793270590-1,2024-09-11,6.0,148.41
4793270623-10001,2024-10-17,1.0,2609.89
4793270724-1,2025-01-08,1.0,345.39
4793270724-2,2025-01-08,1.0,146.53
4793270745-1,2025-05-15,1.0,383.1
4793270825-1,2024-12-08,1.0,2377.43
4793270828-10001,2024-08-29,1.0,586.37
4793270832-1,2024-09-13,2.0,170.0
4793270878-1,2024-11-26,10.0,9.92
4793270878-10,2024-11-15,2.0,43.31
4793270878-11,2024-11-15,1.0,13.57
4793270878-12,2024-11-15,1.0,45.83
4793270878-13,2024-11-15,1.0,74.44
4793270878-2,2024-11-15,2.0,11.82
4793270878-3,2024-11-15,40.0,149.9
4793270878-4,2024-11-15,40.0,149.9
4793270878-5,2024-11-15,5.0,11.57
4793270878-6,2024-11-15,5.0,11.63
4793270878-7,2024-11-15,10.0,27.57
4793270878-8,2024-11-15,10.0,82.31
4793270878-9,2024-11-15,10.0,136.16
4793271146-1,2025-02-05,0.93,6526.14
4793271159-1,2024-12-20,2.0,100.83
4793271159-2,2024-12-20,2.0,23.56
4793271159-3,2024-12-20,2.0,35.01
4793271400-10001,2024-08-30,1.0,21080.0
4793271400-10002,2024-09-30,1.0,14280.0
4793271400-10003,2024-11-05,1.0,21080.0
4793271570-10001,2025-01-13,1.0,1066.14
4793271570-10002,2025-01-13,1.0,49.67
4793271663-10001,2024-11-26,1.0,15968.7
4793271663-10001,2025-03-24,1.0,26614.5
4793271663-10001,2025-04-21,1.0,20227.02
4793271663-10002,2024-09-30,1.0,33001.98
4793271663-10002,2024-10-25,1.0,17033.28
4793271663-10006,2024-09-30,1.0,450.0
4793271663-10006,2024-10-25,1.0,350.0
4793271663-10006,2024-11-06,-2.0,-800.0
4793271663-10006,2024-11-26,3.0,1471.5
4793271663-10006,2024-12-09,-2.0,-1.0
4793271663-10006,2025-03-24,1.0,647.02
4793271663-10006,2025-04-21,1.0,176.46
4793271717-10001,2024-09-30,1.0,16336.65
4793271717-10001,2024-12-16,1.0,27227.75
4793271717-10001,2025-04-21,1.0,15247.54
4793271717-10002,2025-04-21,1.0,2178.22
4793271717-10003,2024-12-16,1.0,1089.11
4793271717-10006,2024-12-16,1.0,176.46
4793271717-10006,2025-04-21,1.0,294.1
4793271805-10001,2024-11-13,1.0,2270.4
4793271805-10002,2024-11-13,1.0,1238.4
4793272045-10001,2024-09-30,1.0,380.43
4793272045-2,2024-09-30,2.0,170.69
4793272288-1,2024-10-04,12.0,204.39
4793272288-2,2024-10-04,12.0,352.49
4793272288-3,2024-10-04,12.0,63.87
4793272288-4,2024-10-04,12.0,362.39
4793272288-5,2024-10-04,1.0,34.34
4793272321-10001,2024-12-16,1.0,590.14
4793272331-1,2024-09-13,3.0,4483.69
4793274844-10001,2024-10-28,1.0,6510.98
4793274857-1,2025-05-14,2.0,150.05
4793274857-2,2025-05-14,2.0,12.34
4793275054-1,2024-10-15,1.0,4721.41
4793275054-1,2024-10-28,-1.0,-4721.41
4793275054-1,2024-11-12,1.0,4519.64
4793275054-2,2024-10-02,2.0,52.19
4793275054-2,2024-10-28,-2.0,-52.19
4793275054-2,2024-11-12,2.0,49.96
4793275054-3,2024-10-02,10.0,260.98
4793275054-3,2024-10-28,-10.0,-260.98
4793275054-3,2024-11-12,10.0,249.83
4793275094-1,2024-09-09,2.0,155.92
4793275094-10,2024-09-09,4.0,613.36
4793275094-11,2024-09-09,3.0,460.02
4793275094-12,2024-11-08,3.0,445.2
4793275094-13,2024-09-09,2.0,38.72
4793275094-2,2024-11-08,2.0,150.9
4793275094-3,2024-09-09,1.0,77.96
4793275094-4,2024-10-07,4.0,597.03
4793275094-5,2024-09-09,2.0,295.27
4793275094-6,2024-09-09,2.0,295.27
4793275094-7,2024-09-09,2.0,306.68
4793275094-8,2024-09-09,3.0,460.02
4793275094-9,2024-09-09,1.0,153.34
4793275155-1,2024-09-25,1.0,407.6
4793275155-2,2024-09-25,12.0,529.89
4793275155-3,2024-09-25,5.0,220.78
4793275155-4,2024-09-25,10.0,441.57
4793275155-5,2024-09-25,1.0,20.38
4793275167-1,2024-09-09,1.0,77.44
4793275167-2,2024-09-09,1.0,20.38
4793275189-1,2024-09-17,1.0,130.95
4793275340-10001,2024-09-17,1.0,6558.82
4793275340-10001,2024-09-23,1.0,8943.85
4793275340-10002,2024-10-25,1.0,4822.47
4793275340-10002,2024-11-05,1.0,1731.14
4793275340-10002,2024-11-26,1.0,6347.52
4793275340-10002,2024-12-23,1.0,6830.27
4793275340-10002,2025-02-19,1.0,7086.93
4793275340-10002,2025-02-24,1.0,15264.17
4793275340-10002,2025-04-21,1.0,3328.78
4793275340-10002,2025-05-26,1.0,11230.83
4793275340-10002,2025-06-23,1.0,7300.04
4793275340-10002,2025-08-06,-1.0,-7467.25
4793275340-10003,2025-04-21,1.0,4993.17
4793275340-10004,2024-09-17,1.0,467.26
4793275340-10004,2024-10-25,1.0,472.4
4793275340-10004,2024-11-26,2.0,904.42
4793275340-10004,2024-12-23,1.0,446.05
4793275340-10004,2025-01-28,1.0,427.21
4793275340-10004,2025-02-24,1.0,427.21
4793275340-10004,2025-04-21,1.0,1304.33
4793275340-10004,2025-05-26,1.0,440.06
4793275340-10004,2025-06-23,1.0,440.06
4793275340-10004,2025-08-06,-1.0,-450.14
4793275340-10005,2025-02-19,1.0,854.43
4793275340-10005,2025-02-24,1.0,427.21
4793275340-10005,2025-04-21,1.0,1739.11
4793275340-10007,2024-09-23,1.0,764.26
4793275340-10007,2024-10-25,1.0,463.59
4793275340-10007,2024-11-05,1.0,197.23
4793275340-10007,2024-11-26,1.0,591.71
4793275340-10007,2025-02-19,2.0,745.33
4793275340-10007,2025-02-24,1.0,1397.51
4793275340-10007,2025-04-21,1.0,758.53
4793275340-10007,2025-05-26,1.0,95.96
4793275340-10007,2025-06-23,1.0,47.98
4793275340-10007,2025-08-06,-1.0,-49.08
4793275554-1,2024-10-23,2.0,1923.07
4793275799-1,2024-11-05,8.0,9600.0
4793276166-1,2024-09-13,10.0,67.52
4793276166-10,2024-09-13,9.0,344.89
4793276166-2,2024-09-13,15.0,191.88
4793276166-3,2024-09-13,10.0,178.8
4793276166-4,2024-09-13,10.0,197.35
4793276166-5,2024-09-13,10.0,474.45
4793276166-6,2024-09-13,20.0,243.61
4793276166-7,2024-09-13,2.0,32.58
4793276166-8,2024-09-13,38.0,619.04
4793276166-9,2024-09-13,7.0,268.25
4793277606-1,2025-04-09,1.0,99.0
4793277606-2,2025-04-09,2.0,198.0
4793277939-10001,2024-09-03,1.0,3953.28
4793277964-10001,2024-09-04,1.0,1733.94
4793277964-10002,2024-09-04,1.0,2311.92
4793277964-10003,2024-09-04,1.0,462.38
4793277964-10004,2024-09-04,1.0,866.98
4793277964-10005,2024-09-04,1.0,2311.92
4793277964-10006,2024-09-04,1.0,4045.87
4793277964-10007,2024-09-04,1.0,924.76
4793277964-6,2024-09-04,12.0,489.13
4793277964-9,2024-09-04,1.0,40.76
4793277980-1,2024-09-17,4.0,363.04
4793278752-1,2024-09-03,47.92,32.55
4793278752-2,2024-09-03,127.92,86.9
4793278752-3,2024-09-03,33.73,22.91
4793278752-4,2024-09-03,475.45,322.99
4793278752-5,2024-09-03,106.02,72.02
4793278773-1,2024-09-03,409.09,277.91
4793278773-2,2024-09-03,10.1,6.86
4793278773-3,2024-09-03,900.0,611.41
4793279549-1,2024-09-26,1.0,3477.41
4793279549-10001,2024-09-26,1.0,186.82
4793279581-1,2024-09-04,1.0,547.45
4793279581-2,2024-09-04,1.0,54.85
4793279631-10001,2024-09-09,1.0,373.64
4793279631-10002,2024-09-09,1.0,237.77
4793279631-10003,2024-09-09,1.0,33.96
4793279647-10001,2024-09-04,1.0,182.25
4793279647-10002,2024-09-04,1.0,66.07
4793279647-10003,2024-09-04,1.0,18.98
4793279647-10004,2024-09-04,1.0,720.52
4793279647-10005,2024-09-04,1.0,284.91
4793279671-1,2024-09-09,1.0,3396.73
4793279703-1,2024-09-09,1.0,936.71
4793279703-2,2024-09-09,1.0,174.93
4793279727-1,2025-05-21,1.0,395.23
4793279727-10001,2025-08-06,1.0,592.95
4793279727-10002,2025-08-06,1.0,296.47
4793279727-10003,2025-08-06,1.0,22.9
4793279729-1,2024-09-03,1.0,294.68
4793279729-2,2024-09-03,1.0,249.45
4793279729-3,2024-09-03,1.0,373.38
4793279802-1,2024-10-29,1.0,1510.98
4793279802-1,2024-11-06,-1.0,-1446.41
4793279802-1,2024-12-04,1.0,1297.01
4793279948-1,2024-09-04,1.0,61.14
4793279948-2,2024-09-04,2.0,68.38
4793279948-3,2024-10-02,1.0,52.41
4793279948-4,2024-09-04,1.0,48.59
4793280083-1,2024-09-05,1.0,83.68
4793280083-2,2024-09-05,1.0,67.54
4793280083-3,2024-09-17,1.0,96.24
4793280083-4,2024-09-05,1.0,34.02
4793280083-5,2024-09-05,4.0,155.62
4793280083-6,2024-09-17,3.0,19.34
4793280190-1,2024-09-04,5.0,28.46
4793280190-2,2024-09-24,1.0,406.79
4793280190-3,2024-09-04,1.0,165.08
4793280191-1,2024-09-24,1.0,114.8
4793280202-10004,2024-09-10,1.0,44.3
4793280202-10005,2024-09-10,1.0,431.37
4793280305-1,2024-09-05,2.0,19.72
4793280305-2,2024-09-05,2.0,37.21
4793280305-3,2024-09-05,1.0,10.38
4793280305-4,2024-09-05,5.0,11.03
4793280305-5,2024-09-05,4.0,2.06
4793280306-1,2024-09-10,2.0,25.91
4793280306-2,2024-09-10,1.0,237.77
4793280306-4,2024-09-10,10.0,2.98
4793280306-5,2024-09-10,1.0,6.01
4793280306-6,2024-09-10,1.0,2.84
4793280306-7,2024-09-10,1.0,7.04
4793280521-10001,2024-09-11,1.0,59.78
4793280521-10002,2024-09-11,1.0,203.8
4793280521-10003,2024-09-11,1.0,1562.5
4793280521-10004,2024-09-11,1.0,122.28
4793280521-10005,2024-09-11,1.0,3.73
4793280521-10006,2024-09-11,1.0,271.73
4793280554-10001,2024-09-11,1.0,29.89
4793280554-10002,2024-09-11,1.0,390.62
4793280554-10003,2024-09-11,1.0,30.57
4793281075-1,2024-09-09,31.0,1262.11
4793282948-10001,2024-09-10,1.0,906.92
4793283467-1,2024-12-29,6.0,95.68
4793283467-2,2024-12-29,6.0,43.46
4793283467-3,2024-12-29,2.0,32.16
4793283467-4,2024-12-29,1.0,69.66
4793283532-1,2025-01-07,4.0,251.52
4793283563-1,2024-09-11,1.0,46.48
4793283563-1,2024-09-26,3.0,139.44
4793283563-2,2024-10-03,2.0,221.98
4793283590-1,2024-09-11,30.0,227.64
4793283590-2,2024-09-11,2.0,66.38
4793283590-3,2024-09-11,1.0,8.97
4793283590-4,2024-09-11,1.0,10.27
4793283604-1,2024-09-16,12.0,83.55
4793283604-2,2024-09-16,12.0,90.16
4793283604-3,2024-09-16,12.0,98.39
4793283604-4,2024-09-16,24.0,91.14
4793283715-1,2024-09-05,1.0,285.32
4793283719-1,2024-11-05,1.0,5970.5
4793283719-2,2024-11-05,1.0,5955.58
4793283735-1,2024-11-21,2.0,2585.14
4793283822-1,2024-10-10,1.0,602.63
