po_line_id,invoice_posting_date,ir_effective_quantity,ir_amount_usd
4792883594-2,2024-07-12,2.0,102.19
4792883594-20,2024-07-12,4.0,139.7
4792883594-21,2024-07-12,4.0,113.59
4792883594-22,2024-07-12,4.0,179.25
4792883594-23,2024-07-12,4.0,167.43
4792883594-24,2024-07-12,4.0,354.84
4792883594-3,2024-07-12,2.0,80.88
4792883594-4,2024-07-12,2.0,159.89
4792883594-5,2024-07-12,2.0,90.35
4792883594-6,2024-07-12,2.0,211.88
4792883594-7,2024-07-12,2.0,110.69
4792883594-8,2024-07-12,2.0,193.95
4792883594-9,2024-07-12,2.0,139.8
4792883760-10003,2024-06-01,1.0,173.22
4792883760-10004,2024-06-01,1.0,151.57
4792883760-10005,2024-06-01,1.0,281.08
4792883760-4,2024-06-01,1.0,433.06
4792885897-1,2024-05-03,1.0,34.67
4792886088-10004,2024-06-01,1.0,64.96
4792886094-1,2024-05-23,1.0,452.32
4792886169-1,2024-05-16,1.0,7.6
4792886169-2,2024-05-16,1.0,9.48
4792886169-3,2024-05-16,1.0,17.89
4792886169-4,2024-05-16,3.0,6.29
4792886169-5,2024-05-16,2.0,11.58
4792886169-6,2024-05-16,1.0,5.38
4792886169-7,2024-05-16,1.0,2.43
4792886169-8,2024-05-16,1.0,34.93
4792886169-9,2024-05-16,2.0,4.21
4792886217-1,2024-05-03,9.0,468.51
4792886280-1,2024-05-22,2.0,14.6
4792886280-10,2024-05-22,2.0,3.72
4792886280-11,2024-05-22,3.0,10.18
4792886280-2,2024-05-22,2.0,5.47
4792886280-3,2024-05-22,5.0,62.27
4792886280-4,2024-05-22,1.0,16.39
4792886280-5,2024-05-22,2.0,9.11
4792886280-6,2024-05-22,1.0,1.38
4792886280-7,2024-05-22,1.0,2.6
4792886280-8,2024-05-22,2.0,8.13
4792886280-9,2024-05-22,1.0,26.56
4792886393-10001,2024-05-08,1.0,71.71
4792886393-10002,2024-05-08,1.0,71.71
4792886393-10003,2024-05-08,1.0,71.71
4792886393-10004,2024-05-08,1.0,71.71
4792886401-10001,2024-07-03,1.0,72.9
4792886401-10002,2024-07-03,1.0,72.9
4792886401-10003,2024-07-03,1.0,72.9
4792886411-10001,2024-05-08,1.0,327.62
4792886412-10001,2024-07-03,1.0,333.06
4792886423-10001,2024-05-08,1.0,327.62
4792886435-10001,2024-05-08,1.0,71.71
4792886435-10002,2024-05-08,1.0,71.71
4792886435-10003,2024-05-08,1.0,71.71
4792886522-1,2024-05-03,10.0,14.04
4792886522-2,2024-05-03,10.0,17.24
4792886522-3,2024-05-03,10.0,36.25
4792886522-4,2024-05-03,10.0,55.84
4792886522-5,2024-05-04,25.0,26.94
4792886522-6,2024-05-03,1.0,21.52
4792886531-1,2024-05-23,4.0,63.4
4792886531-2,2024-05-23,4.0,113.83
4792887238-1,2024-05-10,4.0,140.92
4792887238-2,2024-05-10,1.0,21.22
4792887298-1,2024-06-21,2.0,215.13
4792887298-10,2024-06-21,100.0,3.98
4792887298-11,2024-06-21,50.0,14.6
4792887298-12,2024-06-21,50.0,17.59
4792887298-13,2024-06-21,100.0,8.63
4792887298-14,2024-06-21,100.0,16.6
4792887298-15,2024-06-21,50.0,28.22
4792887298-16,2024-06-21,50.0,57.76
4792887298-17,2024-06-21,100.0,9.96
4792887298-18,2024-06-21,100.0,35.19
4792887298-19,2024-06-21,50.0,62.08
4792887298-2,2024-06-21,5.0,664.01
4792887298-20,2024-06-21,50.0,62.08
4792887298-21,2024-06-21,100.0,49.8
4792887298-22,2024-06-21,100.0,20.58
4792887298-23,2024-06-21,30.0,32.47
4792887298-24,2024-06-21,30.0,30.67
4792887298-3,2024-06-21,1.0,24.14
4792887298-4,2024-06-21,5.0,59.76
4792887298-5,2024-06-21,2.0,59.76
4792887298-6,2024-06-21,8.0,1078.08
4792887298-7,2024-06-21,50.0,8.96
4792887298-8,2024-06-21,50.0,11.62
4792887298-9,2024-06-21,100.0,29.21
4792887375-10001,2024-06-12,1.0,332.0
4792887375-10002,2024-06-12,1.0,54.05
4792887724-1,2024-05-18,1.0,218.83
4792887724-1,2024-06-04,4.0,889.85
4792887875-10001,2024-08-08,1.0,48667.97
4792888349-1,2024-05-03,4.0,471.06
4792889373-10001,2024-05-13,1.0,248.2
4792889373-10002,2024-05-13,1.0,39.19
4792890729-1,2024-05-04,1.0,46.91
4792890729-2,2024-05-04,1.0,43.44
4792890729-3,2024-05-04,4.0,87.28
4792890729-4,2024-05-04,4.0,88.8
4792890748-1,2024-05-08,1.0,97.97
4792890748-10001,2024-05-08,1.0,1238.4
4792890822-1,2024-05-04,10.0,244.93
4792890826-1,2024-05-04,5.0,402.9
4792890856-1,2024-06-29,1.0,416.26
4792890856-2,2024-06-29,1.0,20.81
4792890907-1,2024-05-04,1.0,325.98
4792890908-1,2024-05-04,5.0,466.0
4792890999-1,2024-05-13,2.0,277.76
4792890999-2,2024-05-04,5.0,203.91
4792891026-1,2024-06-20,3.0,2770.91
4792891027-1,2024-05-21,5.0,12.24
4792891027-2,2024-05-21,10.0,22.66
4792891027-3,2024-05-21,15.0,2.05
4792891027-4,2024-05-21,15.0,1.66
4792891027-5,2024-05-21,20.0,67.66
4792891027-6,2024-05-21,20.0,18.15
4792891027-7,2024-05-21,20.0,11.1
4792891027-8,2024-05-21,1.0,20.78
4792891028-1,2024-05-17,1.0,790.33
4792891049-1,2024-05-08,1.0,7.6
4792891049-2,2024-05-08,1.0,9.48
4792891049-3,2024-05-08,1.0,4.83
4792891072-1,2024-05-14,1.0,2.74
4792891072-2,2024-05-04,1.0,17.87
4792891090-1,2024-05-22,4.0,6.34
4792891090-2,2024-05-22,4.0,9.37
4792891090-3,2024-05-22,5.0,5.38
4792891090-4,2024-05-22,1.0,4.27
4792891090-5,2024-05-22,1.0,3.03
4792891090-6,2024-05-22,1.0,3.03
4792891090-7,2024-05-22,1.0,7.34
4792891114-1,2024-05-21,6.0,489.87
4792891114-2,2024-05-21,10.0,914.43
4792891114-3,2024-05-21,14.0,1554.53
4792891114-4,2024-05-21,34.0,99.93
4792891114-5,2024-05-21,8.0,39.08
4792891114-6,2024-05-21,12.0,8.22
4792891300-1,2024-05-07,2.0,48.67
4792891300-2,2024-05-14,10.0,40.29
4792891300-3,2024-05-14,2.0,74.73
4792891300-4,2024-05-07,1.0,69.54
4792891424-1,2024-05-23,1.0,277.59
4792891445-1,2024-05-08,1.0,277.59
4792891547-1,2024-05-03,1.0,375.7
4792891555-1,2024-05-07,20.0,345.78
4792891761-10001,2024-05-27,1.0,395.96
4792891761-10002,2024-05-27,1.0,802.93
4792892885-1,2024-05-04,25.0,27.43
4792893339-1,2024-05-07,25.0,432.23
4792893358-1,2024-05-07,25.0,432.23
4792893379-1,2024-05-04,1.0,455.91
4792893383-1,2024-05-07,85.0,466.36
4792893394-1,2024-05-07,43.0,471.84
4792893410-1,2024-05-07,25.0,432.23
4792893412-1,2024-05-07,10.0,26.25
4792893412-2,2024-05-07,10.0,14.43
4792893412-3,2024-05-07,10.0,83.6
4792893412-4,2024-05-07,100.0,316.78
4792893422-1,2024-05-13,1.0,296.3
4792893532-1,2024-06-04,3.0,278.88
4792893532-2,2024-06-04,3.0,8.96
4792893532-3,2024-06-04,2.0,9.93
4792893554-10001,2024-08-21,1.0,255.4
4792893554-10002,2024-08-21,1.0,510.8
4792893601-1,2024-09-03,6.0,1222.82
4792893601-2,2024-09-03,2.0,373.64
4792893640-10001,2024-08-29,1.0,20039.29
4792893640-10002,2024-08-29,1.0,284.87
4792893640-10003,2024-08-29,1.0,642.65
4792893640-10004,2024-08-29,1.0,255.4
4792893659-1,2024-05-04,1.0,991.01
4792893727-10001,2024-06-06,1.0,959.44
4792893727-10001,2024-08-05,1.0,500.0
4792893727-10002,2024-07-31,1.0,959.44
4792893727-10003,2024-08-05,1.0,959.44
4792893727-10004,2024-09-05,1.0,959.44
4792893727-10005,2024-12-12,1.0,959.44
4792893754-1,2024-05-26,1.0,3517.3
4792893754-2,2024-05-26,1.0,2909.86
4792893810-10001,2024-05-22,1.0,356.66
4792893810-10002,2024-05-22,1.0,10.69
4792893881-10001,2024-06-26,1.0,1593.62
4792893882-1,2024-06-03,1.0,4392.43
4792893927-1,2024-05-10,12.0,269.78
4792893927-2,2024-05-10,1.0,14.69
4792893962-1,2024-10-01,2.0,980.0
4792893962-2,2024-10-01,2.0,256.0
4792894118-10001,2024-08-14,1.0,3762.0
4792894118-10002,2024-08-14,1.0,8600.0
4792894206-1,2024-05-18,1.0,991.01
4792894206-2,2024-06-04,1.0,469.77
4792894254-1,2024-05-10,8.0,4901.37
4792894454-1,2024-05-16,1.0,103.92
4792894454-2,2024-05-16,1.0,14.36
4792894454-3,2024-05-16,1.0,406.83
4792894454-4,2024-05-16,1.0,68.19
4792894454-5,2024-05-16,1.0,313.8
4792894454-6,2024-05-16,1.0,34.29
4792894535-1,2024-06-24,1.0,6235.0
4792894535-2,2024-06-24,1.0,378.0
4792896882-1,2024-05-21,5.0,424.25
4792896962-10001,2024-07-09,2.0,11001.58
4792897005-10001,2024-06-19,1.0,431.6
4792897005-2,2024-06-19,1.0,43.16
4792897006-1,2024-05-17,1.0,45.06
4792897006-10001,2024-05-17,1.0,646.63
4792897008-1,2024-06-12,2.0,332.0
4792897008-10001,2024-06-12,1.0,26.56
4792897008-2,2024-06-12,2.0,482.91
4792897042-1,2024-05-13,5.0,448.79
4792897074-1,2024-05-16,12.0,79.55
4792897074-2,2024-05-16,1.0,14.69
4792897075-1,2024-05-16,1.0,36.15
4792897075-2,2024-05-16,1.0,22.48
4792897075-3,2024-05-16,6.0,119.37
4792897075-4,2024-05-16,1.0,25.76
4792897075-5,2024-05-16,1.0,51.52
4792897075-6,2024-05-16,2.0,461.92
4792897075-7,2024-05-16,1.0,53.88
4792897077-10001,2024-06-14,1.0,2076.69
4792897077-10002,2024-06-14,1.0,591.51
4792897077-10003,2024-06-14,1.0,418.32
4792897077-10004,2024-06-14,1.0,199.6
4792897104-10001,2024-05-21,1.0,3122.14
4792897199-1,2024-06-10,2.0,170.0
4792897427-1,2024-05-22,3.0,11.12
4792897427-2,2024-05-14,1.0,15.46
4792897711-10001,2024-07-02,1.0,705.35
4792897711-10003,2024-07-02,1.0,245.81
4792897715-10001,2024-06-27,1.0,86.32
4792897715-10002,2024-06-27,1.0,1095.61
4792897715-10003,2024-08-06,1.0,1296.66
4792897715-10004,2024-08-26,1.0,1339.88
4792897715-10005,2024-08-26,1.0,648.33
4792897773-1,2024-06-27,3.0,528.94
4792897773-10001,2024-06-27,1.0,39.47
4792897773-2,2024-06-27,4.0,87.63
4792900010-1,2024-05-21,2.0,990.32
4792900011-10001,2024-05-22,1.0,246.5
4792900011-10002,2024-05-22,1.0,58.78
4792900011-2,2024-05-22,2.0,38.66
4792900012-1,2024-07-09,6.0,876.49
4792900080-1,2024-05-11,1.0,350.17
4792900081-1,2024-05-18,2.0,13.06
4792900081-2,2024-05-18,1.0,14.47
4792900614-1,2024-05-11,1.0,114.8
4792900741-1,2024-06-06,3.0,184.41
4792900741-10,2024-06-06,1.0,9.98
4792900741-11,2024-06-06,1.0,27.36
4792900741-12,2024-06-06,1.0,408.53
4792900741-13,2024-06-06,1.0,310.85
4792900741-14,2024-06-06,1.0,70.58
4792900741-15,2024-06-06,1.0,241.83
4792900741-2,2024-06-06,6.0,80.64
4792900741-3,2024-06-06,1.0,210.8
4792900741-4,2024-06-06,1.0,206.6
4792900741-5,2024-06-06,1.0,600.16
4792900741-6,2024-06-06,1.0,35.64
4792900741-7,2024-06-06,1.0,638.56
4792900741-8,2024-06-06,1.0,27.54
4792900741-9,2024-06-06,1.0,1170.18
4792900846-1,2024-05-21,4.0,365.77
4792900869-1,2024-05-21,3.0,274.33
4792900869-2,2024-05-21,1.0,2.93
4792900869-3,2024-05-21,1.0,4.88
4792900869-4,2024-05-21,4.0,4.59
4792900869-5,2024-05-21,6.0,17.63
4792900872-1,2024-05-21,2.0,182.88
4792900880-1,2024-05-21,6.0,548.66
4792900880-2,2024-05-21,1.0,2.93
4792900903-1,2024-05-21,2.0,182.88
4792901763-1,2024-05-30,6.0,1268.04
4792901882-1,2024-06-20,2.0,1847.27
4792902266-1,2024-12-24,2.0,29145.16
4792902526-10001,2024-05-26,1.0,489.87
4792902526-10002,2024-05-26,1.0,32.65
4792902720-1,2024-05-13,24.0,414.94
4792902720-2,2024-05-13,24.0,414.94
4792902720-3,2024-05-13,24.0,414.94
4792902720-4,2024-05-13,24.0,216.17
4792902720-5,2024-05-13,24.0,216.17
4792902720-6,2024-05-13,24.0,216.17
4792902720-7,2024-05-13,24.0,216.17
4792902865-1,2024-05-20,3.0,21.75
4792902865-2,2024-05-20,5.0,36.25
4792902865-3,2024-05-20,5.0,61.26
4792902865-4,2024-05-20,1.0,502.15
4792902865-5,2024-05-20,1.0,48.01
4792902865-6,2024-05-20,1.0,11.34
4792902865-7,2024-05-20,1.0,455.6
4792902865-8,2024-05-20,1.0,455.6
4792902865-8,2024-07-17,-1.0,-449.68
4792902865-8,2024-08-08,1.0,449.68
4792902865-9,2024-05-20,1.0,117.22
4792904839-10001,2024-05-20,1.0,1746.98
4792906303-1,2024-05-13,20.0,60.61
4792906345-1,2024-05-13,6.0,34.33
4792906345-2,2024-05-13,4.0,39.0
4792906405-1,2024-05-27,2.0,62.25
4792906405-10001,2024-05-27,1.0,75.11
4792906405-11,2024-05-27,2.0,62.25
4792906405-12,2024-05-27,2.0,91.23
4792906405-13,2024-05-27,2.0,85.52
4792906405-2,2024-05-27,2.0,840.77
4792906405-2,2024-05-28,-2.0,-840.77
4792906405-3,2024-05-27,2.0,87.75
4792906405-4,2024-05-27,2.0,252.48
4792906405-5,2024-05-27,2.0,62.25
4792906405-6,2024-05-27,2.0,43.37
4792906405-7,2024-05-27,2.0,87.75
4792906405-8,2024-05-27,2.0,840.77
4792906405-8,2024-05-28,-2.0,-840.77
4792906405-9,2024-05-27,2.0,87.75
4792906407-1,2024-06-27,1.0,7026.0
4792906407-10001,2024-06-27,2.0,5500.0
4792906407-2,2024-06-27,1.0,7626.0
4792906594-10001,2024-07-03,1.0,337.98
4792906594-10002,2024-07-03,1.0,119.52
4792906758-1,2024-06-18,1.0,99.6
4792906758-2,2024-06-18,1.0,44.48
4792906943-1,2024-05-15,1.0,455.25
4792906943-2,2024-05-15,1.0,744.61
4792907256-1,2024-05-22,2.0,1532.98
4792907256-2,2024-05-22,2.0,254.73
4792907256-3,2024-05-22,2.0,150.22
4792907256-4,2024-05-22,1.0,75.11
4792907256-5,2024-05-22,8.0,1267.14
4792907256-6,2024-05-22,2.0,205.74
4792907256-7,2024-05-22,1.0,244.93
4792907256-8,2024-05-22,3.0,225.34
4792907256-9,2024-05-22,3.0,189.66
4792907354-1,2024-05-16,20.0,432.13
4792907398-10001,2024-05-22,1.0,979.75
4792907401-10001,2024-06-27,1.0,9000.0
4792907401-10002,2024-06-27,1.0,500.0
4792907401-3,2024-06-27,2.0,1979.2
4792907401-4,2024-06-27,2.0,598.76
4792907417-1,2024-05-31,998.63,652.27
4792907417-2,2024-05-31,29.96,19.56
4792907662-10002,2024-07-16,1.0,7380.56
4792907662-10002,2024-07-22,1.0,3974.15
4792907662-10004,2024-07-16,1.0,1334.74
4792907662-10004,2024-07-22,1.0,444.91
4792907662-10006,2024-07-16,1.0,478.08
4792907662-10006,2024-07-22,1.0,39.84
4792907780-1,2024-05-26,1.0,4725.36
4792907780-2,2024-05-26,1.0,110.74
4792907780-3,2024-05-26,1.0,92.23
4792907780-4,2024-05-26,4.0,59.17
4792907780-5,2024-05-26,1.0,1123.44
4792908012-1,2024-08-01,1.0,15176.7
4792908016-1,2024-06-21,1.0,24950.0
4792908071-10001,2024-05-09,1.0,179.62
4792908341-1,2024-09-05,1.0,5655.0
4792908341-10001,2024-09-05,1.0,786.0
4792908471-1,2024-06-21,1.0,24950.0
4792909919-1,2024-05-24,50.0,422.59
4792909919-2,2024-05-24,20.0,614.36
4792909919-3,2024-05-27,5.0,321.52
4792909919-4,2024-05-24,6.0,767.22
4792911058-10001,2024-05-23,1.0,624.53
4792911058-10002,2024-05-23,1.0,453.14
4792911118-1,2024-05-15,20.0,299.93
4792911119-1,2024-05-18,3.0,177.39
4792911119-2,2024-05-18,2.0,118.26
4792911119-3,2024-05-18,1.0,59.13
4792911119-4,2024-05-18,1.0,59.13
4792911133-1,2024-05-13,1.0,108.62
4792911133-2,2024-05-13,1.0,109.69
4792911137-1,2024-05-25,5.0,212.27
4792911137-2,2024-05-25,5.0,212.27
4792911137-3,2024-05-25,5.0,212.27
4792911137-4,2024-05-25,5.0,212.27
4792911137-5,2024-05-25,5.0,212.27
4792911137-6,2024-05-25,5.0,212.27
4792911137-7,2024-05-25,1.0,32.65
4792911138-1,2024-06-27,2.0,604.24
4792911138-2,2024-06-27,1.0,302.12
4792911286-1,2024-09-26,2.0,8400.0
4792911286-10001,2024-09-26,1.0,9510.86
4792911286-2,2024-09-26,1.0,4767.79
4792911286-3,2024-09-26,1.0,24728.26
4792911286-4,2024-09-26,3.0,7133.15
4792911286-5,2024-09-26,300.0,9238.45
4792911286-6,2024-09-26,1.0,2853.26
4792911286-7,2024-09-26,1.0,4755.43
4792911290-1,2024-05-22,1.0,2736.77
4792911403-1,2024-05-16,1.0,42.48
4792911580-10001,2024-06-28,1.0,1750.0
4792911756-1,2024-05-13,4.0,182.54
4792911756-2,2024-07-31,40.0,612.48
4792911756-3,2024-05-13,10.0,17.24
4792913533-1,2024-05-26,1.0,1392.24
4792913533-2,2024-05-26,1.0,26.72
4792914403-1,2024-05-21,1.0,20.18
4792914403-2,2024-05-21,1.0,22.52
4792914403-3,2024-05-21,1.0,4.89
4792914403-4,2024-05-21,1.0,8.0
4792914403-5,2024-05-21,10.0,48.98
4792914403-6,2024-05-21,10.0,9.14
4792914403-7,2024-05-21,10.0,6.2
4792914403-8,2024-05-21,1.0,17.81
4792914408-10001,2024-05-28,1.0,1838.23
4792915073-10001,2024-07-23,1.0,10826.97
4792915140-1,2024-06-06,1.0,26.87
4792915140-10,2024-06-06,9.0,150.21
4792915140-11,2024-06-06,8.0,166.96
4792915140-12,2024-06-06,9.0,38.16
4792915140-13,2024-06-06,8.0,39.28
4792915140-2,2024-06-06,1.0,70.95
4792915140-3,2024-06-06,1.0,118.63
4792915140-4,2024-06-06,6.0,236.16
4792915140-5,2024-06-06,1.0,86.56
4792915140-6,2024-06-06,1.0,69.53
4792915140-7,2024-06-06,1.0,540.0
4792915140-8,2024-06-06,6.0,3786.12
4792915140-9,2024-06-06,6.0,719.16
4792915388-1,2024-05-24,3.0,145.92
4792915393-1,2024-05-20,1500.0,2488.56
4792915394-10001,2024-06-12,1.0,53.12
4792915565-1,2024-05-26,1.0,97.97
4792915572-10001,2024-06-20,1.0,1404.88
4792915594-1,2024-06-19,1.0,2556.44
4792915634-1,2024-05-16,1.0,451.99
4792915634-2,2024-05-16,1.0,221.22
4792915634-3,2024-05-16,1.0,169.97
4792915634-4,2024-05-16,1.0,459.75
4792915645-10001,2024-07-07,1.0,30.64
4792915645-10002,2024-08-23,1.0,29.24
4792915645-10003,2024-08-23,1.0,30.45
4792915645-10004,2024-10-21,1.0,31.93
4792915645-10005,2024-10-16,1.0,30.9
4792915645-10006,2024-12-19,1.0,22.96
4792915710-10001,2024-07-12,1.0,6214.26
4792915710-10001,2024-09-03,-1.0,-6357.8
4792915710-10003,2024-07-12,1.0,847.41
4792915710-10003,2024-09-03,-1.0,-866.98
4792915710-10004,2024-07-12,2.0,3163.61
4792915710-10004,2024-09-03,-1.0,-2311.92
4792915710-10005,2024-07-12,1.0,1355.83
4792915710-10005,2024-09-03,-1.0,-1387.15
4792915710-10006,2024-07-12,1.0,1694.8
4792915710-10006,2024-09-03,-1.0,-1733.94
4792915710-7,2024-07-12,13.0,517.92
4792915710-7,2024-07-23,2.0,79.68
4792915710-7,2024-09-03,-13.0,-529.89
4792915953-1,2024-05-16,1.0,245.47
4792915953-2,2024-05-16,1.0,14.69
4792916137-10001,2024-06-22,1.0,191.95
4792916154-10001,2025-02-18,1.0,289.56
4792916154-10002,2025-02-18,1.0,87.32
4792916154-10003,2025-02-18,1.0,121.11
4792916154-10004,2025-02-18,1.0,80.74
4792916154-10005,2025-02-18,1.0,161.49
4792916154-10006,2025-02-18,1.0,99.37
4792916154-3,2025-02-18,4.0,73.54
4792916154-4,2025-02-18,1.0,1090.68
4792916154-7,2025-02-18,1.0,220.49
4792916190-1,2024-05-13,2.0,224.32
4792916190-2,2024-05-15,2.0,224.32
4792916316-1,2024-05-14,8.0,752.44
4792916316-2,2024-05-14,2.0,62.25
4792916471-1,2024-05-28,2.0,411.49
4792916471-10001,2024-05-28,1.0,76.59
4792916471-2,2024-05-28,2.0,411.49
4792916471-3,2024-05-28,2.0,411.49
4792916471-4,2024-05-28,6.0,29.39
4792916471-5,2024-05-28,6.0,105.81
4792919243-10001,2024-05-30,1.0,566.29
4792919468-1,2024-05-24,1.0,15.3
4792919468-2,2024-05-24,2.0,26.98
4792919468-3,2024-06-19,1.0,14.78
4792919664-1,2024-05-13,50.0,103.52
4792919664-2,2024-06-04,16.0,49.29
4792919664-2,2024-06-17,3.0,9.24
4792919664-2,2024-07-02,11.0,33.89
4792919664-3,2024-05-13,30.0,95.03
4792919745-10001,2024-05-13,1.0,6789.67
4792919749-10001,2024-08-14,1.0,1678.0
4792919859-1,2024-05-13,5.0,18.25
4792919859-2,2024-05-13,1.0,3.14
4792919859-3,2024-05-13,1.0,8.27
4792919859-4,2024-05-13,6.0,19.0
4792919859-5,2024-05-18,1.0,120.52
4792919930-1,2024-05-13,1.0,18.42
4792919965-1,2024-05-26,1.0,277.59
4792920027-1,2024-06-19,0.9,282.2
4792920311-1,2024-05-20,2.0,25.78
4792920625-1,2024-06-06,1.0,620.12
4792920625-2,2024-08-02,6.0,1431.66
4792920625-3,2024-06-06,6.0,1431.66
4792920625-4,2024-06-06,1.0,281.09
4792921432-1,2024-06-06,1.0,15176.7
4792922411-1,2024-05-24,1.0,49.39
4792922411-2,2024-05-24,2.0,46.24
4792922411-3,2024-05-24,1.0,31.87
4792922411-4,2024-05-24,1.0,47.09
4792924463-1,2024-05-31,30.0,2449.37
4792924463-2,2024-05-31,1.0,653.16
4792924464-1,2024-07-16,8.0,89958.0
4792924719-1,2024-05-21,17.0,117.92
4792924719-1,2024-06-04,7.0,49.36
4792924719-2,2024-05-15,1.0,33.72
4792924719-3,2024-05-15,2.0,0.18
4792924897-1,2024-05-14,2.0,188.11
4792924940-1,2024-08-26,1.0,148.98
4792924940-10001,2024-08-26,1.0,3724.95
4792925077-10001,2024-09-25,1.0,520.55
4792925110-1,2024-05-18,2.0,761.28
4792925503-1,2024-05-14,1.0,76.59
4792925503-2,2024-05-14,1.0,140.24
4792925504-1,2024-05-23,1.0,33.48
4792925572-1,2024-06-06,1.0,620.12
4792925572-2,2024-08-02,6.0,1431.66
4792925572-3,2024-08-02,6.0,1431.66
4792925572-4,2024-06-06,1.0,281.09
4792925930-10001,2024-06-10,1.0,1726.42
4792926134-10001,2024-07-08,1.0,1075.0
4792926134-10002,2024-07-08,1.0,4136.84
4792926134-10003,2024-07-08,1.0,1075.0
4792926134-10004,2024-07-08,1.0,1075.0
4792926152-10001,2024-07-08,1.0,1075.0
4792926152-10002,2024-07-08,1.0,1075.0
4792926152-10003,2024-07-08,1.0,1075.0
4792926152-10004,2024-07-08,1.0,1075.0
4792926152-10005,2024-07-08,1.0,1040.0
4792926152-10006,2024-07-08,1.0,950.0
4792926152-10007,2024-07-08,1.0,950.0
4792926152-10008,2024-07-08,1.0,950.0
4792926152-10009,2024-07-08,1.0,1075.0
4792926152-10010,2024-07-08,1.0,1075.0
4792926152-10011,2024-07-08,1.0,1075.0
4792926152-10012,2024-07-08,1.0,5692.8
4792926153-10001,2024-07-08,1.0,950.0
4792926153-10002,2024-07-08,1.0,1423.0
4792926155-10001,2024-07-08,1.0,950.0
4792926155-10002,2024-07-08,1.0,950.0
4792926155-10003,2024-07-08,1.0,950.0
4792926155-10004,2024-07-08,1.0,4269.6
4792926200-10001,2024-07-05,1.0,1075.0
4792926201-10001,2024-07-05,1.0,1075.0
4792926588-1,2024-06-10,2.0,9580.0
4792926826-1,2024-06-07,1.0,200.0
4792926826-2,2024-06-07,1.0,200.0
4792926826-3,2024-06-07,2.0,100.0
4792926826-4,2024-06-07,1.0,300.0
4792926826-5,2024-06-07,1.0,300.0
4792927213-1,2024-05-23,7.0,86.36
4792927213-2,2024-05-23,7.0,92.04
4792927734-1,2024-05-20,15.0,130.89
4792927734-2,2024-05-20,15.0,231.22
4792928779-1,2024-05-24,1.0,70.21
4792929374-1,2024-05-15,290.96,190.04
4792929374-2,2024-05-15,318.56,208.07
4792929663-1,2024-05-22,1.0,325.87
4792929663-2,2024-05-22,10.0,112.8
4792929663-3,2024-05-22,20.0,111.16
4792929673-1,2024-05-15,92.0,60.09
4792929673-2,2024-05-15,208.75,136.34
4792929673-3,2024-05-15,285.51,186.48
4792929673-4,2024-05-15,593.5,387.65
4792929807-1,2024-05-31,560.6,560.6
4792929807-2,2024-05-31,16.82,16.82
4792929807-3,2024-05-31,324.0,324.0
4792929858-1,2024-05-15,308.45,201.46
4792929858-2,2024-05-15,330.0,215.54
4792929858-3,2024-05-15,215.05,140.46
4792929858-4,2024-05-15,68.2,44.54
4792929859-10001,2024-06-27,1.0,8100.0
4792929859-10002,2024-10-11,1.0,1500.0
4792929859-10003,2024-06-27,1.0,6300.0
4792929859-10004,2024-06-27,1.0,6300.0
4792929859-10005,2024-10-11,1.0,3500.0
4792929859-10008,2024-10-11,1.0,3500.0
4792929859-10010,2024-10-11,1.0,50400.0
4792929859-10011,2024-10-11,1.0,3000.0
4792929859-10012,2024-07-31,2.0,66200.0
4792929859-10012,2024-10-11,1.0,22300.0
4792929859-10013,2024-10-11,1.0,33350.0
4792929943-1,2024-05-15,146.94,95.97
4792929943-2,2024-05-15,186.71,121.95
4792929946-1,2024-05-15,132.84,86.76
4792929946-2,2024-05-15,49.8,32.52
4792929946-3,2024-05-15,171.43,111.97
4792930068-1,2024-05-15,732.66,478.54
4792930068-2,2024-05-15,609.32,397.98
4792930460-10001,2024-06-20,1.0,253.32
4792930460-10002,2024-06-20,1.0,1577.68
4792930460-10003,2024-06-20,1.0,42.33
4792930460-10004,2024-06-20,1.0,3753.05
4792932974-1,2024-05-23,1.0,144.02
4792933043-1,2024-06-22,5.0,129.48
4792933195-10001,2024-06-14,1.0,1726.42
4792933354-1,2024-06-24,10.0,444.88
4792933376-1,2024-06-18,10.0,444.88
4792933382-1,2024-05-24,1.0,980.0
4792933541-1,2024-06-22,25.0,8280.25
4792933541-2,2024-09-06,40.0,643.2
4792933541-4,2024-06-22,50.0,114.5
4792933544-1,2024-06-04,8.0,56.41
4792933544-2,2024-05-18,8.0,47.18
4792933544-3,2024-05-18,4.0,34.14
4792933544-4,2024-05-18,2.0,15.36
4792933544-5,2024-05-18,3.0,66.6
4792933857-1,2024-05-24,2.0,118.21
4792933857-2,2024-05-24,1.0,62.77
4792933857-3,2024-05-24,1.0,139.23
4792933998-1,2024-05-24,1.0,979.75
4792934026-1,2024-05-24,1.0,315.51
4792934133-1,2024-06-29,894.51,593.96
4792934133-2,2024-06-29,26.83,17.81
4792934133-3,2024-06-29,500.0,332.0
4792934155-10001,2024-07-01,1.0,2124.83
4792934177-1,2024-05-26,0.87,1186.98
4792934180-1,2024-05-25,1.0,430.35
4792934180-10001,2024-05-25,1.0,36.66
4792934372-1,2024-06-26,1.0,268.14
4792934372-10001,2024-06-26,1.0,324.53
4792934372-10002,2024-06-26,1.0,418.32
4792934372-2,2024-06-26,1.0,40.17
