po_line_id,invoice_posting_date,ir_effective_quantity,ir_amount_usd
4793619898-2,2025-01-17,5.0,16.3
4793619898-3,2025-01-20,1.0,38.37
4793619898-5,2025-01-20,1.0,60.72
4793619958-1,2025-01-17,5.0,172.6
4793619958-2,2025-01-17,3.0,211.93
4793620036-1,2024-12-18,1.0,233.98
4793620204-1,2025-02-24,1.0,75.85
4793620204-10001,2025-02-24,1.0,6.77
4793620204-2,2025-02-24,1.0,349.37
4793620309-10001,2025-01-28,1.0,1804.96
4793620323-10001,2025-01-17,1.0,434.78
4793620323-10002,2025-01-17,1.0,31.05
4793621384-1,2025-01-02,1.0,338.5
4793621659-1,2025-06-29,1.0,234.93
4793621659-2,2025-06-29,1.0,14.07
4793621659-3,2025-06-29,3.0,249.52
4793621860-1,2025-01-16,2.0,142.07
4793621860-2,2025-01-20,4.0,179.05
4793621860-3,2025-01-16,2.0,87.47
4793621960-1,2024-12-26,1.0,120.99
4793621977-1,2024-12-29,30.0,26.26
4793621977-2,2024-12-29,30.0,33.46
4793621977-3,2024-12-29,30.0,64.78
4793622122-1,2025-01-18,2.0,1439.21
4793622426-1,2024-12-18,2.0,466.92
4793622569-10001,2024-12-17,1.0,84.3
4793623050-1,2025-01-16,1.0,100.0
4793623050-2,2025-01-16,1.0,4000.0
4793623050-3,2025-02-17,1.0,150.0
4793625896-1,2024-12-30,1.0,1365.96
4793625896-2,2024-12-30,1.0,17.14
4793625906-1,2025-01-18,2.0,316.44
4793626122-1,2024-12-23,1.0,369.64
4793626127-1,2024-12-23,1.0,402.07
4793626280-1,2024-12-18,1.0,220.84
4793626402-1,2025-06-20,1.0,42.12
4793626402-2,2025-05-30,2.0,5.7
4793626889-10001,2024-12-23,1.0,7391.05
4793626889-10002,2024-12-23,1.0,963.03
4793627025-1,2025-01-18,5.0,9.75
4793627025-2,2024-12-25,1.0,34.01
4793627025-3,2024-12-25,4.0,66.71
4793627025-4,2024-12-25,2.0,32.38
4793627025-5,2024-12-25,5.0,23.7
4793627025-6,2024-12-25,5.0,19.26
4793627105-1,2025-02-20,1.0,84.13
4793627105-2,2025-02-20,1.0,8.18
4793627105-3,2025-02-20,1.0,6.77
4793627105-4,2025-02-20,1.0,1.16
4793627105-5,2025-02-20,1.0,11.02
4793627172-1,2025-02-13,1.0,4068.32
4793627172-10001,2025-02-13,1.0,447.2
4793627172-11,2025-02-13,1.0,93.16
4793627172-2,2025-02-13,1.0,46.58
4793627172-3,2025-02-13,2.0,16.8
4793627172-4,2025-02-13,1.0,28.04
4793627172-5,2025-02-13,1.0,6.81
4793627172-6,2025-02-13,1.0,10.45
4793627172-7,2025-02-13,2.0,7.71
4793627172-8,2025-02-13,1.0,93.16
4793627172-9,2025-02-13,1.0,6.21
4793627264-1,2025-02-18,3.0,670.8
4793627264-2,2025-02-18,1.0,22.58
4793627327-10001,2024-12-30,1.0,330.73
4793627329-1,2024-12-20,1.0,20000.0
4793627329-2,2024-12-20,1.0,1800.0
4793627329-3,2024-12-20,1.0,1200.0
4793627329-4,2024-12-20,1.0,1200.0
4793627329-5,2024-12-20,1.0,1000.0
4793627329-6,2024-12-20,1.0,850.0
4793627329-7,2024-12-20,1.0,700.0
4793627376-1,2025-01-10,0.9,385.09
4793627428-1,2024-12-24,1.0,3096.0
4793627674-10001,2025-02-26,1.0,874.98
4793628498-10001,2025-04-08,1.0,348.92
4793629059-1,2025-01-17,2.0,173.91
4793629059-2,2025-01-17,1.0,2.79
4793629059-3,2025-01-17,1.0,4.64
4793629251-1,2025-01-10,1.0,486.33
4793629251-1,2025-02-19,-1.0,-486.33
4793629251-1,2025-03-07,1.0,494.94
4793630313-1,2025-01-07,193.19,119.99
4793630313-2,2025-01-07,125.45,77.91
4793630313-3,2025-01-07,43.75,27.17
4793630313-4,2025-01-07,227.32,141.19
4793630313-5,2025-01-07,50.0,31.05
4793630313-6,2025-01-07,46.94,29.15
4793630313-7,2025-01-07,48.15,29.9
4793630313-8,2025-01-07,213.14,132.38
4793630313-9,2025-01-07,245.45,152.45
4793630353-1,2024-12-23,437.86,283.95
4793630353-2,2024-12-23,13.14,8.52
4793630487-10001,2025-03-05,1.0,3127.68
4793630490-1,2025-01-09,10.0,112.17
4793630503-1,2025-01-09,9.0,85.19
4793630518-1,2024-12-19,4.0,138.57
4793630518-2,2024-12-19,1.0,25.94
4793630534-10001,2025-03-05,1.0,3127.68
4793630547-10001,2025-01-05,1.0,3068.07
4793630547-10002,2025-01-05,1.0,748.6
4793630547-10003,2025-01-05,1.0,79.34
4793630563-1,2025-01-27,1.87,403.72
4793630563-2,2025-01-27,1.87,403.72
4793630563-3,2025-01-27,1.87,403.72
4793630563-4,2025-01-27,1.87,403.72
4793630563-5,2025-01-27,1.87,403.72
4793630563-6,2025-01-27,1.73,372.67
4793630563-7,2025-01-27,6.72,91.92
4793630563-8,2025-01-27,12.0,81.98
4793630563-9,2025-01-27,11.91,73.29
4793630585-1,2024-12-20,1.0,63.22
4793630585-10001,2024-12-20,1.0,830.09
4793630598-1,2025-01-06,9.0,240.37
4793630598-1,2025-06-04,30.0,825.33
4793630598-1,2025-07-21,28.0,787.95
4793630652-1,2025-01-09,3.0,57.76
4793630652-10,2025-01-09,2.0,114.28
4793630652-2,2025-01-09,2.0,38.5
4793630652-3,2025-01-09,3.0,57.76
4793630652-4,2025-01-09,3.0,57.76
4793630652-5,2025-01-09,3.0,57.76
4793630652-6,2025-01-09,10.0,192.54
4793630652-7,2025-01-09,10.0,192.54
4793630652-8,2025-01-09,2.0,70.8
4793630652-9,2025-01-09,2.0,114.28
4793630696-10001,2025-03-21,1.0,790.13
4793630696-10002,2025-03-21,1.0,88.49
4793630698-10001,2025-04-17,1.0,1864.72
4793630698-10002,2025-04-17,1.0,2146.01
4793630767-10001,2025-01-06,1.0,335.4
4793630767-2,2025-01-06,2.0,20.65
4793630767-3,2025-01-06,2.0,11.4
4793630767-4,2025-01-06,3.0,82.91
4793630777-1,2024-12-25,3.0,341.96
4793630813-1,2024-12-19,2.0,94.73
4793630816-1,2024-12-19,4.0,8.37
4793630817-1,2024-12-20,3.0,70.66
4793630842-1,2024-12-25,1.0,110.75
4793630856-10001,2025-01-17,1.0,9474.03
4793630856-10001,2025-02-13,1.0,6316.02
4793630871-1,2024-12-25,3.0,332.25
4793630913-1,2025-01-25,2.0,174.83
4793630913-2,2025-01-25,4.0,255.25
4793630913-3,2025-01-25,4.0,255.25
4793630913-4,2025-01-25,3.0,165.35
4793630913-5,2025-01-25,1.0,62.85
4793630914-1,2024-12-26,3.0,341.96
4793630961-1,2024-12-25,2.0,221.5
4793630961-1,2024-12-26,1.0,110.75
4793631071-1,2024-12-25,2.0,227.97
4793631071-1,2024-12-26,1.0,113.98
4793632689-1,2025-01-18,2.0,1234.28
4793632868-10001,2025-03-17,1.0,158.02
4793634298-1,2024-12-21,1.0,114.13
4793634299-1,2025-01-02,2.0,61.65
4793634403-1,2025-02-03,1.0,959.44
4793634403-2,2025-02-03,1.0,1050.81
4793634403-3,2025-02-03,1.0,959.44
4793634403-4,2025-02-03,1.0,1050.81
4793634407-1,2024-12-23,2.0,445.13
4793634433-1,2024-12-25,2.0,27.7
4793634433-10,2024-12-25,20.0,343.32
4793634433-11,2024-12-25,5.0,85.83
4793634433-12,2024-12-25,5.0,84.69
4793634433-13,2024-12-25,10.0,84.3
4793634433-14,2024-12-25,10.0,85.27
4793634433-15,2024-12-25,5.0,17.76
4793634433-16,2024-12-25,5.0,17.76
4793634433-17,2024-12-25,5.0,17.76
4793634433-18,2024-12-25,1.0,23.65
4793634433-2,2024-12-25,3.0,31.12
4793634433-3,2024-12-25,5.0,14.75
4793634433-4,2024-12-25,1.0,105.68
4793634433-5,2024-12-25,18.0,206.26
4793634433-6,2024-12-25,12.0,86.61
4793634433-7,2024-12-25,3.0,23.34
4793634433-8,2024-12-25,1.0,34.16
4793634433-9,2024-12-25,10.0,171.66
4793634434-1,2024-12-25,1.0,74.59
4793634437-1,2025-01-02,18.0,880.2
4793634437-2,2025-01-02,18.0,880.2
4793634445-1,2025-01-22,1.0,2270.4
4793634445-2,2025-01-22,1.0,1238.4
4793634476-1,2025-01-02,1.0,671.03
4793634476-2,2025-01-02,1.0,16.41
4793634484-1,2024-12-23,8.0,714.81
4793634484-2,2024-12-23,6.0,787.66
4793634533-1,2025-01-07,2.0,88.16
4793634533-2,2025-01-07,2.0,173.36
4793634533-3,2025-01-07,2.0,147.3
4793634535-1,2025-01-22,17.0,44.71
4793634535-1,2025-02-24,23.0,60.49
4793634578-10001,2025-01-15,1.0,510.4
4793634658-1,2025-01-18,3.0,1187.79
4793634660-10001,2025-05-01,1.0,140.75
4793634660-10002,2025-05-01,1.0,145.55
4793634660-10003,2025-06-11,1.0,347.08
4793634703-1,2025-01-08,1.0,1198.2
4793634703-2,2025-01-08,1.0,16.41
4793634715-10001,2025-01-08,1.0,372.67
4793634947-1,2025-01-21,2.0,12.39
4793634947-2,2025-01-21,2.0,10.72
4793634947-3,2025-01-21,2.0,8.57
4793635040-1,2024-12-23,1.0,1404.66
4793635726-1,2025-01-18,20.0,334.78
4793635726-2,2024-12-26,15.0,66.24
4793635726-3,2024-12-26,50.0,20.42
4793636658-1,2025-06-10,10.0,63.97
4793636658-2,2025-06-10,10.0,95.96
4793636658-3,2025-06-10,2.0,300.7
4793637011-1,2025-01-06,3.0,75.81
4793637011-2,2025-01-06,3.0,45.93
4793638267-1,2025-02-07,2.0,765.12
4793638267-1,2025-03-12,1.0,389.33
4793638267-2,2025-02-07,2.0,1551.48
4793638267-2,2025-03-12,1.0,789.47
4793638526-10001,2024-12-27,1.0,453.95
4793638526-10002,2024-12-27,1.0,32.42
4793638527-10001,2025-01-07,1.0,2683.22
4793638548-1,2025-01-10,20.0,560.0
4793638549-1,2025-01-10,20.0,400.0
4793638621-1,2024-12-26,1.0,5.14
4793638621-2,2024-12-26,1.0,8.86
4793638621-3,2024-12-26,1.0,3.54
4793638621-4,2024-12-26,1.0,12.36
4793638621-5,2025-01-18,1.0,286.67
4793638688-1,2025-01-18,20.0,73.78
4793638688-2,2025-01-18,5.0,64.03
4793638688-3,2024-12-26,2.0,57.21
4793638688-4,2025-01-18,2.0,26.29
4793638688-5,2024-12-26,1.0,25.45
4793638688-5,2025-02-12,1.0,24.37
4793638688-6,2024-12-26,2.0,16.48
4793638688-7,2025-01-18,2.0,25.14
4793638734-1,2025-01-18,2.0,40.16
4793638735-1,2025-01-07,2.0,78.07
4793638735-2,2025-01-07,1.0,39.03
4793638754-1,2025-01-06,9.0,240.37
4793638754-2,2025-01-06,9.0,240.37
4793638754-3,2025-01-06,9.0,240.37
4793638847-1,2025-03-26,10.0,34.7
4793638847-2,2024-12-26,5.0,31.87
4793638847-3,2025-01-18,2.0,19.27
4793638848-1,2025-01-18,5.0,356.14
4793638856-10001,2025-01-07,1.0,1987.57
4793638859-1,2025-01-20,24.0,54.85
4793638859-2,2025-01-20,14.0,46.08
4793638859-3,2025-01-20,12.0,58.65
4793638859-4,2025-01-20,12.0,53.59
4793638859-5,2025-01-20,10.0,100.55
4793638859-6,2025-01-20,10.0,78.19
4793638859-7,2025-01-20,10.0,79.5
4793641646-1,2025-01-18,4.0,397.16
4793642128-10001,2025-01-12,1.0,850.0
4793642128-10002,2025-01-12,1.0,850.0
4793643474-1,2025-01-16,1.0,3.39
4793643474-2,2025-01-16,1.0,30.52
4793643474-3,2025-01-16,1.0,20.73
4793643514-1,2025-01-15,0.9,298.13
4793643619-1,2025-01-03,1.0,326.93
4793643752-1,2025-06-09,2.0,953.72
4793643838-1,2025-01-10,31.0,489.83
4793643947-1,2025-01-10,31.0,293.44
4793643947-2,2025-01-10,31.0,304.22
4793643947-3,2025-01-10,31.0,304.22
4793643947-4,2025-01-10,31.0,304.22
4793643947-8,2025-01-10,31.0,347.73
4793643977-1,2025-01-10,10.0,108.69
4793643977-2,2025-01-10,31.0,182.53
4793644001-1,2025-01-10,31.0,2118.01
4793644022-1,2025-01-10,31.0,254.54
4793644023-1,2025-01-10,31.0,293.44
4793644028-1,2025-01-10,31.0,1195.32
4793644030-10001,2025-01-07,1.0,1490.68
4793644036-1,2025-01-10,31.0,3042.23
4793644064-1,2025-01-10,31.0,182.53
4793644064-2,2025-01-10,31.0,254.54
4793644064-3,2025-01-10,31.0,254.54
4793644068-1,2025-02-22,31.0,304.22
4793644068-2,2025-02-22,31.0,304.22
4793644068-3,2025-02-22,31.0,304.22
4793644068-4,2025-02-22,31.0,304.22
4793644068-5,2025-02-22,31.0,304.22
4793644068-6,2025-02-22,31.0,304.22
4793644068-7,2025-02-22,31.0,96.27
4793644068-8,2025-04-03,31.0,309.6
4793644097-1,2025-01-10,31.0,336.95
4793644100-1,2025-01-10,31.0,1820.33
4793644110-1,2025-01-10,31.0,293.44
4793644110-2,2025-01-10,31.0,293.44
4793644163-10001,2025-02-19,1.0,233.6
4793644543-10001,2025-02-12,1.0,1304.34
4793644942-1,2025-01-18,80.0,100.37
4793644942-2,2025-01-18,2.0,21.97
4793644988-1,2025-01-10,31.0,293.44
4793644988-2,2025-01-10,31.0,795.4
4793644988-3,2025-01-10,31.0,304.22
4793644988-4,2025-01-10,31.0,304.22
4793644988-5,2025-01-10,31.0,304.22
4793644988-6,2025-01-10,31.0,304.22
4793645009-1,2025-01-10,31.0,591.5
4793645009-2,2025-01-10,31.0,591.5
4793645055-1,2025-01-10,31.0,293.44
4793645102-1,2025-01-10,31.0,96.27
4793645126-1,2025-01-10,18.0,201.91
4793645140-1,2025-01-10,31.0,489.83
4793645144-1,2025-01-10,4.0,31.95
4793645144-2,2025-01-10,31.0,247.61
4793645150-1,2025-01-10,31.0,182.53
4793645150-2,2025-01-10,31.0,228.16
4793645159-1,2025-01-10,31.0,347.73
4793645165-1,2025-01-10,31.0,96.27
4793645190-1,2025-02-22,31.0,489.83
4793645190-2,2025-02-22,31.0,489.83
4793645200-1,2025-01-10,31.0,304.22
4793645231-1,2025-01-10,31.0,235.67
4793645231-2,2025-01-10,31.0,235.67
4793645280-1,2025-01-10,31.0,96.27
4793645280-2,2025-01-10,31.0,96.27
4793645280-3,2025-01-10,31.0,96.27
4793645280-4,2025-01-10,31.0,96.27
4793645291-1,2025-01-10,31.0,304.22
4793645291-10,2025-01-10,31.0,228.16
4793645291-12,2025-01-10,31.0,247.61
4793645291-13,2025-01-10,31.0,247.61
4793645291-14,2025-01-10,31.0,228.16
4793645291-15,2025-01-10,31.0,228.16
4793645291-2,2025-01-10,31.0,304.22
4793645291-3,2025-01-10,31.0,96.27
4793645291-4,2025-01-10,31.0,96.27
4793645291-5,2025-01-10,30.0,93.16
4793645291-6,2025-01-10,9.0,27.95
4793645291-7,2025-01-10,31.0,247.61
4793645291-8,2025-01-10,31.0,247.61
4793645291-9,2025-01-10,31.0,228.16
4793646406-10001,2025-01-09,1.0,1075.0
4793646406-10002,2025-01-09,1.0,1075.0
4793646406-10003,2025-01-09,1.0,1075.0
4793646406-10004,2025-01-09,1.0,1075.0
4793646406-10005,2025-01-09,1.0,1075.0
4793646427-10001,2025-01-09,1.0,950.0
4793646427-10002,2025-01-09,1.0,950.0
4793646427-10003,2025-01-09,1.0,950.0
4793646427-10004,2025-01-09,1.0,1040.0
4793646427-10005,2025-01-09,1.0,1075.0
4793646427-10006,2025-01-09,1.0,1075.0
4793646427-10007,2025-01-09,1.0,1075.0
4793646427-10008,2025-01-09,1.0,1075.0
4793646427-10009,2025-01-09,1.0,1075.0
4793646427-10010,2025-01-09,1.0,1075.0
4793646427-10011,2025-01-09,1.0,1075.0
4793646427-10012,2025-01-09,1.0,8112.24
4793646485-10001,2025-01-09,1.0,950.0
4793646485-10002,2025-01-09,1.0,950.0
4793646485-10003,2025-01-09,1.0,950.0
4793646485-10004,2025-01-09,1.0,6119.76
4793646521-10001,2025-01-09,1.0,1075.0
4793646554-10001,2025-02-17,1.0,1075.0
4793646900-1,2025-01-10,3.0,150.0
4793646913-1,2025-01-08,3.0,93.75
4793646913-2,2025-01-24,3.0,93.75
4793647547-1,2024-12-26,1.0,983.94
4793647643-1,2024-12-26,5.0,372.98
4793647696-1,2025-01-10,31.0,228.16
4793647696-2,2025-01-10,31.0,228.16
4793647696-3,2025-01-10,31.0,228.16
4793647696-4,2025-01-10,31.0,228.16
4793647696-5,2025-01-10,31.0,228.16
4793647726-1,2024-12-27,15.07,9.77
4793647726-10,2024-12-27,45.0,29.18
4793647726-11,2024-12-27,9.47,6.14
4793647726-2,2024-12-27,15.55,10.08
4793647726-3,2024-12-27,11.69,7.58
4793647726-4,2024-12-27,9.91,6.42
4793647726-5,2024-12-27,11.35,7.36
4793647726-6,2024-12-27,9.17,5.94
4793647726-7,2024-12-27,9.38,6.08
4793647726-8,2024-12-27,43.38,28.13
4793647726-9,2024-12-27,145.0,94.03
4793647732-1,2025-01-24,926.08,926.08
4793647732-2,2025-01-24,27.78,27.78
4793647753-1,2024-12-26,2.0,81.78
4793647804-10001,2025-05-28,1.0,33627.63
4793647804-10002,2025-04-02,1.0,16529.7
4793647804-10003,2025-04-02,1.0,2326.16
4793647804-10004,2025-10-02,1.0,16705.5
4793647909-1,2024-12-31,1.0,879.88
4793647909-2,2024-12-31,1.0,68.09
4793647973-1,2025-02-24,1.0,80.04
4793647973-2,2025-02-24,1.0,208.52
4793647973-3,2025-02-24,1.0,55.62
4793648007-1,2024-12-27,500.0,823.6
4793648186-1,2025-01-28,1.0,218.01
4793648203-1,2025-01-08,1.0,1392.54
4793648583-10001,2025-01-02,1.0,499.99
4793648778-1,2024-12-31,12.0,1089.49
4793648778-2,2024-12-31,1.0,28.53
4793648778-3,2024-12-31,8.0,77.82
4793648797-1,2025-01-10,31.0,254.54
4793648797-2,2025-01-10,31.0,254.54
4793648797-3,2025-01-10,31.0,254.54
4793648810-1,2025-01-10,31.0,347.73
4793648825-10001,2025-01-20,1.0,2479.5
4793648872-1,2025-01-10,31.0,96.27
4793648872-2,2025-01-10,31.0,96.27
4793648872-3,2025-01-10,31.0,96.27
4793648872-4,2025-01-10,31.0,96.27
4793648999-1,2025-01-10,18.0,201.91
4793649067-1,2025-01-10,31.0,96.27
4793649096-1,2025-01-10,31.0,96.27
4793649096-2,2025-01-10,31.0,96.27
4793649096-3,2025-01-10,31.0,96.27
4793649108-1,2025-01-10,31.0,96.27
4793649108-2,2025-01-10,31.0,96.27
4793649108-3,2025-01-10,31.0,96.27
4793649133-1,2025-01-10,31.0,96.27
4793649140-1,2025-01-10,31.0,96.27
4793649149-1,2025-01-10,9.0,27.95
4793649149-2,2025-01-10,30.0,93.16
4793649160-10001,2025-01-20,1.0,316.77
4793649206-1,2025-01-10,31.0,96.27
4793649206-2,2025-01-10,31.0,96.27
4793649279-1,2025-01-10,30.0,336.52
4793649283-1,2025-01-10,31.0,195.62
4793649321-1,2025-01-10,31.0,182.53
4793649321-2,2025-01-10,31.0,182.53
4793649321-3,2025-01-10,31.0,182.53
4793649326-1,2025-01-10,31.0,182.53
4793649332-1,2025-01-10,31.0,182.53
4793649346-1,2025-01-10,31.0,96.27
4793649348-1,2025-01-10,31.0,857.02
4793649349-1,2025-01-10,31.0,293.44
4793649349-2,2025-01-10,31.0,304.22
4793649356-1,2025-01-10,31.0,182.53
4793649374-1,2025-01-10,31.0,182.53
4793649406-1,2025-01-10,31.0,228.16
4793650887-1,2025-01-13,31.0,96.27
4793650898-1,2025-01-13,31.0,96.27
4793650952-1,2025-01-13,31.0,96.27
4793650953-1,2025-01-13,31.0,1086.54
4793650972-1,2025-01-13,31.0,254.54
4793650976-1,2025-01-10,31.0,1086.54
4793650983-1,2025-01-13,31.0,96.27
4793650990-1,2025-01-13,31.0,304.22
4793650991-1,2025-01-13,31.0,96.27
4793651000-1,2025-01-13,31.0,489.83
4793651085-1,2025-01-16,12.0,103.0
4793651085-10,2025-01-15,12.0,21.76
4793651085-2,2025-01-16,12.0,129.24
4793651085-3,2025-01-16,12.0,150.85
4793651085-4,2025-01-15,2.0,66.68
4793651085-5,2025-01-15,6.0,20.98
4793651085-6,2025-01-15,6.0,32.45
4793651085-7,2025-01-15,3.0,36.07
4793651085-8,2025-01-16,3.0,36.07
4793651085-9,2025-01-15,3.0,36.07
4793651086-1,2025-01-04,1.0,75.21
4793651086-2,2025-01-04,2.0,196.77
4793651150-1,2025-01-06,10.0,27.88
4793651150-10,2025-01-06,1.0,15.7
4793651150-11,2025-01-06,12.0,36.74
4793651150-12,2025-01-06,12.0,36.74
4793651150-13,2025-01-06,12.0,36.74
4793651150-2,2025-01-13,10.0,18.5
4793651150-3,2025-01-06,6.0,85.26
4793651150-4,2025-01-03,10.0,142.11
4793651150-5,2025-01-06,1.0,1.85
4793651150-6,2025-01-06,3.0,17.19
4793651150-7,2025-01-03,2.0,24.04
4793651150-8,2025-01-06,3.0,11.81
4793651150-9,2025-01-03,2.0,9.83
4793651151-1,2025-01-03,6.0,27.87
4793651152-1,2025-01-03,6.0,62.19
4793651152-2,2025-01-03,6.0,65.99
4793651152-3,2025-01-03,4.0,86.06
4793651152-4,2025-01-03,3.0,63.18
4793651153-1,2025-01-03,6.0,224.57
4793651165-10001,2025-01-02,1.0,1739.13
4793651169-1,2025-01-06,6.0,85.26
4793651169-10,2025-01-06,2.0,11.46
4793651169-11,2025-01-06,50.0,76.39
4793651169-12,2025-01-24,10.0,120.24
4793651169-13,2025-01-03,2.0,27.32
4793651169-14,2025-01-04,2.0,66.68
4793651169-2,2025-01-06,6.0,129.72
4793651169-3,2025-01-06,6.0,129.72
4793651169-4,2025-01-06,6.0,129.72
4793651169-5,2025-01-06,1.0,15.7
4793651169-6,2025-01-06,1.0,15.7
4793651169-7,2025-01-06,1.0,15.7
4793651169-8,2025-01-06,6.0,23.29
4793651169-9,2025-01-13,6.0,11.1
4793651190-1,2025-01-20,3.0,105.31
4793651190-2,2025-01-17,12.0,75.42
4793651190-3,2025-01-20,6.0,27.87
4793651190-4,2025-01-20,12.0,40.69
4793651190-5,2025-01-30,12.0,157.41
4793651190-6,2025-01-18,2.0,196.77
4793651376-1,2025-01-22,1.0,987.0
4793651376-2,2025-01-22,1.0,987.0
4793651396-1,2025-02-27,2.0,3096.0
4793651398-1,2025-01-22,1.0,1050.81
4793651405-1,2025-01-22,1.0,2270.4
4793651405-2,2025-01-22,1.0,1238.4
4793651421-1,2025-01-22,1.0,1050.81
4793651422-1,2025-01-22,1.0,7224.0
4793651424-1,2025-01-22,1.0,959.44
4793651425-1,2025-01-22,1.0,18576.0
4793651425-2,2025-01-22,1.0,1548.0
4793651425-3,2025-01-22,2.0,2373.6
4793651425-4,2025-01-22,1.0,1857.6
4793651425-5,2025-01-22,1.0,2064.0
4793651425-6,2025-01-22,2.0,3715.2
4793651463-1,2025-01-22,1.0,1644.75
4793651474-1,2025-01-22,1.0,892.5
4793651480-1,2025-01-22,1.0,13800.0
4793651613-1,2025-01-10,1.0,128.57
4793651613-2,2025-01-10,1.0,395.96
4793652174-1,2025-01-03,2.0,12.58
4793652174-2,2025-01-03,1.0,46.36
4793652174-3,2025-01-03,3.0,89.66
4793652174-4,2025-01-03,5.0,13.38
4793652174-5,2025-01-18,3.0,35.88
4793652174-6,2025-01-03,3.0,105.98
4793652271-1,2025-01-16,31.0,57.76
4793652292-1,2025-01-15,31.0,231.05
4793652325-1,2025-02-11,1.0,99.0
4793652326-1,2025-01-06,23.0,1857.14
4793652326-1,2025-01-10,-23.0,-1857.14
4793652326-1,2025-01-13,23.0,1857.14
4793652326-1,2025-02-03,8.0,645.96
4793652326-10,2025-01-06,23.0,285.71
4793652326-10,2025-01-10,-23.0,-285.71
4793652326-10,2025-01-13,23.0,285.71
4793652326-10,2025-02-03,8.0,99.37
4793652326-11,2025-01-06,23.0,285.71
4793652326-11,2025-01-10,-23.0,-285.71
4793652326-11,2025-01-13,23.0,285.71
4793652326-11,2025-02-03,8.0,99.37
4793652326-12,2025-01-06,23.0,285.71
4793652326-12,2025-01-10,-23.0,-285.71
4793652326-12,2025-01-13,23.0,285.71
4793652326-12,2025-02-03,8.0,99.37
4793652326-13,2025-01-06,23.0,285.71
4793652326-13,2025-01-10,-23.0,-285.71
4793652326-13,2025-01-13,23.0,285.71
4793652326-13,2025-02-03,8.0,99.37
4793652326-14,2025-01-06,23.0,285.71
4793652326-14,2025-01-10,-23.0,-285.71
4793652326-14,2025-01-13,23.0,285.71
4793652326-14,2025-02-03,8.0,99.37
4793652326-15,2025-01-06,23.0,285.71
4793652326-15,2025-01-10,-23.0,-285.71
4793652326-15,2025-01-13,23.0,285.71
4793652326-15,2025-02-03,8.0,99.37
4793652326-16,2025-01-13,23.0,285.71
4793652326-16,2025-02-03,8.0,99.37
4793652326-17,2025-01-06,23.0,285.71
4793652326-17,2025-01-10,-23.0,-285.71
4793652326-17,2025-01-13,23.0,285.71
4793652326-17,2025-02-03,8.0,99.37
4793652326-18,2025-01-06,23.0,285.71
4793652326-18,2025-01-10,-23.0,-285.71
4793652326-18,2025-01-13,23.0,285.71
4793652326-18,2025-02-03,8.0,99.37
4793652326-19,2025-01-06,23.0,285.71
4793652326-19,2025-01-10,-23.0,-285.71
4793652326-19,2025-01-13,23.0,285.71
4793652326-19,2025-02-03,8.0,99.37
4793652326-2,2025-01-06,23.0,1857.14
4793652326-2,2025-01-10,-23.0,-1857.14
4793652326-2,2025-01-13,23.0,1857.14
4793652326-2,2025-02-03,8.0,645.96
4793652326-20,2025-01-06,23.0,285.71
4793652326-20,2025-01-10,-23.0,-285.71
4793652326-20,2025-01-13,23.0,285.71
4793652326-20,2025-02-03,8.0,99.37
4793652326-21,2025-01-06,23.0,285.71
4793652326-21,2025-01-10,-23.0,-285.71
4793652326-21,2025-01-13,23.0,285.71
4793652326-21,2025-02-03,8.0,99.37
4793652326-22,2025-01-06,23.0,285.71
4793652326-22,2025-01-10,-23.0,-285.71
4793652326-22,2025-01-13,23.0,285.71
4793652326-22,2025-02-03,8.0,99.37
4793652326-23,2025-01-06,23.0,285.71
4793652326-23,2025-01-10,-23.0,-285.71
4793652326-23,2025-01-13,23.0,285.71
4793652326-23,2025-02-03,8.0,99.37
4793652326-24,2025-01-06,31.0,385.09
4793652326-24,2025-01-10,-31.0,-385.09
4793652326-24,2025-01-13,23.0,285.71
4793652326-24,2025-02-03,8.0,99.37
4793652326-25,2025-01-06,31.0,385.09
4793652326-25,2025-01-10,-31.0,-385.09
4793652326-3,2025-01-06,23.0,1857.14
4793652326-3,2025-01-10,-23.0,-1857.14
4793652326-3,2025-01-13,23.0,1857.14
4793652326-3,2025-02-03,8.0,645.96
4793652326-4,2025-01-06,23.0,2571.42
4793652326-4,2025-01-10,-23.0,-2571.42
4793652326-4,2025-01-13,23.0,2571.42
4793652326-4,2025-02-03,8.0,894.4
4793652326-5,2025-01-06,23.0,2142.85
4793652326-5,2025-01-10,-23.0,-2142.85
4793652326-5,2025-01-13,23.0,2142.85
4793652326-5,2025-02-03,8.0,745.34
4793652326-6,2025-01-13,23.0,285.71
4793652326-6,2025-02-03,8.0,99.37
4793652326-7,2025-01-06,23.0,285.71
4793652326-7,2025-01-10,-23.0,-285.71
4793652326-7,2025-01-13,23.0,285.71
4793652326-7,2025-02-03,8.0,99.37
4793652326-8,2025-01-06,23.0,285.71
4793652326-8,2025-01-10,-23.0,-285.71
4793652326-8,2025-01-13,23.0,285.71
4793652326-8,2025-02-03,8.0,99.37
4793652326-9,2025-01-06,23.0,285.71
4793652326-9,2025-01-10,-23.0,-285.71
4793652326-9,2025-01-13,23.0,285.71
4793652326-9,2025-02-03,8.0,99.37
4793652560-1,2025-01-23,11.0,444.09
4793652560-1,2025-09-07,20.0,841.42
4793652560-2,2025-01-23,11.0,444.09
4793652560-2,2025-09-07,11.0,462.78
