PO Line ID,Invoice Posting Date,IR Effective Quantity,Invoice Amount
4793014439-10015,2024-07-31 00:00:00.000,1.0,411.68
4793014474-1,2024-08-23 00:00:00.000,1.0,329.15
4793014474-10,2024-08-23 00:00:00.000,2.0,1765.89
4793014474-2,2024-08-23 00:00:00.000,1.0,24.9
4793014474-3,2024-08-23 00:00:00.000,1.0,44.16
4793014474-4,2024-08-23 00:00:00.000,1.0,57.94
4793014474-5,2024-08-23 00:00:00.000,1.0,71.76
4793014474-6,2024-08-23 00:00:00.000,4.0,140.55
4793014474-7,2024-08-23 00:00:00.000,1.0,94.79
4793014474-8,2024-08-23 00:00:00.000,1.0,35.33
4793014474-9,2024-08-23 00:00:00.000,2.0,1290.79
4793015022-1,2024-08-26 00:00:00.000,1.0,8040.83
4793015205-10001,2024-09-05 00:00:00.000,1.0,4219.78
4793015551-1,2024-07-19 00:00:00.000,10.0,181.07
4793015551-2,2024-07-19 00:00:00.000,4.0,66.4
4793015551-3,2024-07-19 00:00:00.000,1.0,15.09
4793016361-10001,2024-06-21 00:00:00.000,1.0,796.06
4793016369-1,2025-03-05 00:00:00.000,4.0,475.29
4793016369-2,2025-03-05 00:00:00.000,2.0,2622.84
4793016369-3,2025-03-05 00:00:00.000,1.0,42.25
4793016369-4,2025-03-05 00:00:00.000,2.0,222.07
4793016369-5,2025-03-05 00:00:00.000,1.0,221.35
4793016369-6,2025-03-05 00:00:00.000,1.0,117.87
4793016369-8,2025-03-05 00:00:00.000,2.0,49.61
4793016547-10001,2025-01-24 00:00:00.000,1.0,20000.0
4793016547-10002,2025-01-24 00:00:00.000,1.0,1800.0
4793016547-10003,2025-01-24 00:00:00.000,1.0,1000.0
4793016547-10004,2025-01-24 00:00:00.000,1.0,850.0
4793016547-10005,2025-01-24 00:00:00.000,1.0,1200.0
4793016547-10006,2025-01-24 00:00:00.000,1.0,1200.0
4793016547-10007,2025-01-24 00:00:00.000,1.0,700.0
4793016598-10001,2024-09-10 00:00:00.000,1.0,180.73
4793016598-10001,2025-01-10 00:00:00.000,1.0,180.73
4793016643-10001,2024-09-05 00:00:00.000,1.0,225.81
4793016675-10001,2024-09-06 00:00:00.000,1.0,180.73
4793016683-10001,2024-09-06 00:00:00.000,1.0,180.73
4793016740-10001,2024-09-05 00:00:00.000,1.0,344.16
4793016754-10001,2024-09-06 00:00:00.000,1.0,75.33
4793016771-10001,2024-09-06 00:00:00.000,1.0,180.73
4793016845-10001,2024-09-05 00:00:00.000,1.0,2800.0
4793016845-10002,2024-09-05 00:00:00.000,1.0,850.0
4793016845-10003,2024-09-05 00:00:00.000,1.0,1200.0
4793016845-10004,2024-09-05 00:00:00.000,1.0,300.0
4793016845-10005,2024-09-05 00:00:00.000,1.0,530.0
4793016845-10006,2024-09-05 00:00:00.000,1.0,700.0
4793016845-10007,2024-09-05 00:00:00.000,1.0,100.0
4793017316-1,2024-07-10 00:00:00.000,1.0,111.81
4793017476-1,2024-07-29 00:00:00.000,3.0,5790.0
4793017476-10001,2024-07-29 00:00:00.000,1.0,250.0
4793017605-1,2024-06-18 00:00:00.000,1.0,620.98
4793017605-1,2024-06-26 00:00:00.000,1.0,620.98
4793017769-1,2024-06-14 00:00:00.000,1.0,102.92
4793017966-10001,2024-07-12 00:00:00.000,1.0,187.45
4793018165-10001,2024-07-09 00:00:00.000,1.0,322.7
4793018223-1,2024-11-29 00:00:00.000,1.0,5711.47
4793018223-2,2024-11-29 00:00:00.000,1.0,6465.81
4793018223-3,2024-11-29 00:00:00.000,1.0,4122.0
4793018344-10001,2024-07-22 00:00:00.000,1.0,72.9
4793018344-10002,2024-07-22 00:00:00.000,1.0,72.9
4793018344-10003,2024-07-22 00:00:00.000,1.0,72.9
4793018344-10004,2024-07-22 00:00:00.000,1.0,72.9
4793018344-10005,2024-07-22 00:00:00.000,1.0,72.9
4793018344-10006,2024-07-22 00:00:00.000,1.0,237.25
4793018344-10007,2024-07-22 00:00:00.000,1.0,237.25
4793018344-10008,2024-07-22 00:00:00.000,1.0,237.25
4793018344-10009,2024-07-22 00:00:00.000,1.0,237.25
4793018344-10010,2024-07-22 00:00:00.000,1.0,291.43
4793018344-10011,2024-07-22 00:00:00.000,1.0,291.43
4793018344-10012,2024-07-22 00:00:00.000,1.0,218.52
4793018344-10013,2024-07-22 00:00:00.000,1.0,218.52
4793018344-10014,2024-07-22 00:00:00.000,1.0,218.52
4793018344-10015,2024-07-22 00:00:00.000,1.0,218.52
4793018344-10016,2024-07-22 00:00:00.000,1.0,218.52
4793018484-10001,2024-08-06 00:00:00.000,1.0,4083.66
4793018484-10001,2024-08-20 00:00:00.000,-1.0,-4083.66
4793018484-10001,2024-08-23 00:00:00.000,1.0,4083.66
4793018605-10001,2024-07-24 00:00:00.000,2.0,19654.7
4793018605-10002,2024-07-24 00:00:00.000,1.0,766.93
4793018605-10003,2024-07-24 00:00:00.000,1.0,132.8
4793018688-1,2024-09-06 00:00:00.000,6.0,2988.04
4793018753-10001,2024-06-21 00:00:00.000,1.0,986.71
4793018855-1,2024-06-14 00:00:00.000,5.0,335.15
4793018855-2,2024-06-14 00:00:00.000,5.0,257.1
4793018855-3,2024-06-14 00:00:00.000,5.0,114.54
4793018862-10001,2024-07-12 00:00:00.000,1.0,72.9
4793018862-10002,2024-07-12 00:00:00.000,1.0,72.9
4793018958-1,2024-07-01 00:00:00.000,1.0,345.28
4793018958-10001,2024-07-01 00:00:00.000,1.0,66.4
4793018958-2,2024-07-01 00:00:00.000,1.0,252.32
4793018958-3,2024-07-01 00:00:00.000,1.0,345.28
4793018958-4,2024-07-01 00:00:00.000,1.0,252.32
4793019103-1,2024-07-13 00:00:00.000,4.0,14530.2
4793019134-1,2024-08-03 00:00:00.000,10.0,1030.8
4793019134-2,2024-08-03 00:00:00.000,10.0,1518.5
4793019134-3,2024-08-03 00:00:00.000,20.0,297.2
4793019259-1,2024-07-18 00:00:00.000,100.0,36.52
4793019953-1,2024-12-09 00:00:00.000,30.0,6.37
4793019953-2,2024-12-09 00:00:00.000,30.0,7.17
4793019953-3,2024-12-09 00:00:00.000,30.0,8.16
4793020115-10001,2024-09-01 00:00:00.000,1.0,366.53
4793020118-10001,2024-11-22 00:00:00.000,1.0,366.53
4793021823-1,2024-06-17 00:00:00.000,5.0,497.74
4793021842-1,2024-06-24 00:00:00.000,5.0,497.74
4793021943-1,2024-07-16 00:00:00.000,5.0,1992.03
4793021944-10001,2024-07-01 00:00:00.000,1.0,16271.21
4793021954-1,2024-06-19 00:00:00.000,2.0,71.04
4793021954-2,2024-06-19 00:00:00.000,2.0,90.74
4793021954-3,2024-06-19 00:00:00.000,2.0,47.26
4793021954-4,2024-06-19 00:00:00.000,1.0,60.41
4793021954-5,2024-06-19 00:00:00.000,4.0,111.07
4793021954-6,2024-06-19 00:00:00.000,1.0,21.58
4793022096-1,2024-06-12 00:00:00.000,8.0,93.7
4793022096-2,2024-06-12 00:00:00.000,12.0,1147.41
4793022096-3,2024-06-12 00:00:00.000,2.0,196.56
4793022156-1,2024-06-20 00:00:00.000,4.0,134.58
4793022156-10,2024-06-20 00:00:00.000,2.0,9.12
4793022156-11,2024-06-20 00:00:00.000,4.0,76.46
4793022156-12,2024-06-20 00:00:00.000,4.0,24.54
4793022156-13,2024-06-20 00:00:00.000,4.0,14.55
4793022156-14,2024-06-20 00:00:00.000,4.0,60.05
4793022156-2,2024-06-20 00:00:00.000,2.0,34.79
4793022156-3,2024-06-20 00:00:00.000,2.0,307.18
4793022156-4,2024-06-20 00:00:00.000,6.0,215.13
4793022156-5,2024-06-20 00:00:00.000,6.0,606.37
4793022156-6,2024-06-20 00:00:00.000,2.0,136.0
4793022156-7,2024-06-20 00:00:00.000,2.0,202.12
4793022156-8,2024-06-20 00:00:00.000,4.0,12.29
4793022156-9,2024-06-20 00:00:00.000,2.0,66.4
4793022348-1,2024-09-27 00:00:00.000,31.0,10.08
4793022348-2,2024-09-27 00:00:00.000,31.0,10.08
4793022352-10001,2024-06-27 00:00:00.000,1.0,344.16
4793022362-10001,2024-10-16 00:00:00.000,1.0,987.0
4793022362-10002,2024-10-16 00:00:00.000,1.0,987.0
4793022423-1,2024-06-25 00:00:00.000,2.0,763.61
4793022423-2,2024-06-25 00:00:00.000,1.0,73.04
4793022423-3,2024-06-25 00:00:00.000,1.0,27.88
4793022423-4,2024-06-25 00:00:00.000,3.0,557.76
4793022500-1,2024-06-18 00:00:00.000,20.0,42.89
4793022500-2,2024-06-18 00:00:00.000,12.0,221.51
4793022500-2,2024-07-13 00:00:00.000,8.0,147.67
4793022738-10001,2024-08-29 00:00:00.000,2.0,6022.96
4793022811-10001,2024-10-16 00:00:00.000,1.0,13800.0
4793022835-10001,2024-07-26 00:00:00.000,1.0,16512.0
4793022835-10002,2024-07-26 00:00:00.000,1.0,3508.8
4793022835-10003,2024-07-26 00:00:00.000,1.0,3508.8
4793022835-10004,2024-07-26 00:00:00.000,1.0,1857.6
4793022835-10005,2024-07-26 00:00:00.000,1.0,1548.0
4793022835-10006,2024-07-26 00:00:00.000,1.0,2373.6
4793022835-10007,2024-07-26 00:00:00.000,1.0,3715.2
4793022835-10008,2024-07-26 00:00:00.000,1.0,5160.0
4793022835-10009,2024-07-26 00:00:00.000,1.0,5779.2
4793022835-10010,2025-06-10 00:00:00.000,1.0,1857.6
4793022924-10001,2024-07-26 00:00:00.000,1.0,2270.4
4793022924-10002,2024-07-26 00:00:00.000,1.0,1238.4
4793023054-10001,2024-10-16 00:00:00.000,1.0,7224.0
4793023054-10001,2024-10-17 00:00:00.000,0.0,0.0
4793023054-10001,2024-10-18 00:00:00.000,1.0,7224.0
4793023100-1,2024-06-17 00:00:00.000,4.0,62.12
4793023100-2,2024-06-17 00:00:00.000,40.0,16.73
4793023100-3,2024-06-17 00:00:00.000,20.0,7.7
4793023100-4,2024-06-17 00:00:00.000,5.0,29.08
4793023100-5,2024-06-17 00:00:00.000,2.0,69.65
4793023100-6,2024-06-17 00:00:00.000,10.0,74.16
4793023100-7,2024-06-17 00:00:00.000,1.0,14.4
4793023500-10001,2024-06-17 00:00:00.000,1.0,139.44
4793023521-10001,2024-06-18 00:00:00.000,1.0,278.88
4793023585-10001,2024-08-28 00:00:00.000,1.0,9600.0
4793025927-1,2024-07-10 00:00:00.000,2.0,299.26
4793025972-1,2024-07-08 00:00:00.000,8.0,427.35
4793026068-1,2024-06-19 00:00:00.000,2.0,77.45
4793026068-2,2024-06-19 00:00:00.000,40.0,19.92
4793026068-3,2024-06-19 00:00:00.000,40.0,19.92
4793026098-1,2024-06-25 00:00:00.000,2.0,100.5
4793026098-2,2024-06-25 00:00:00.000,1.0,74.76
4793026184-10001,2024-06-20 00:00:00.000,1.0,402.54
4793026184-10002,2024-06-20 00:00:00.000,1.0,816.26
4793026191-1,2024-08-11 00:00:00.000,5.0,175.96
4793026191-2,2024-08-11 00:00:00.000,5.0,149.4
4793026349-1,2024-08-02 00:00:00.000,1.0,272.37
4793026349-10,2024-08-02 00:00:00.000,10.0,89.3
4793026349-11,2024-08-02 00:00:00.000,10.0,181.8
4793026349-12,2024-08-02 00:00:00.000,3.0,319.08
4793026349-13,2024-08-02 00:00:00.000,20.0,363.6
4793026349-13,2024-08-15 00:00:00.000,20.0,363.6
4793026349-14,2024-08-02 00:00:00.000,20.0,133.4
4793026349-15,2024-08-02 00:00:00.000,5.0,63.0
4793026349-16,2024-08-02 00:00:00.000,5.0,30.55
4793026349-17,2024-08-02 00:00:00.000,5.0,12.5
4793026349-18,2024-08-02 00:00:00.000,5.0,30.55
4793026349-19,2024-08-02 00:00:00.000,2.0,1373.26
4793026349-2,2024-08-02 00:00:00.000,1.0,272.37
4793026349-20,2024-08-02 00:00:00.000,6.0,3750.0
4793026349-21,2024-08-02 00:00:00.000,6.0,1268.52
4793026349-22,2024-08-02 00:00:00.000,2.0,286.0
4793026349-23,2024-08-02 00:00:00.000,2.0,534.14
4793026349-24,2024-08-02 00:00:00.000,10.0,263.3
4793026349-25,2024-08-02 00:00:00.000,20.0,338.6
4793026349-26,2024-08-02 00:00:00.000,10.0,520.0
4793026349-27,2024-08-02 00:00:00.000,10.0,450.0
4793026349-28,2024-08-02 00:00:00.000,1.0,529.85
4793026349-29,2024-08-02 00:00:00.000,1.0,620.13
4793026349-3,2024-08-02 00:00:00.000,1.0,482.5
4793026349-30,2024-08-02 00:00:00.000,1.0,1093.28
4793026349-31,2024-08-02 00:00:00.000,4.0,767.16
4793026349-32,2024-08-02 00:00:00.000,2.0,105.12
4793026349-33,2024-08-02 00:00:00.000,2.0,402.0
4793026349-4,2024-08-02 00:00:00.000,2.0,965.0
4793026349-5,2024-08-02 00:00:00.000,2.0,130.0
4793026349-6,2024-08-02 00:00:00.000,2.0,240.0
4793026349-7,2024-08-02 00:00:00.000,3.0,105.0
4793026349-8,2024-08-02 00:00:00.000,10.0,101.8
4793026349-9,2024-08-02 00:00:00.000,10.0,89.4
4793026400-10001,2024-08-09 00:00:00.000,1.0,850.0
4793026440-1,2024-06-29 00:00:00.000,0.76,131.21
4793026479-1,2024-07-10 00:00:00.000,2.0,326.94
4793026479-10,2024-09-04 00:00:00.000,2.0,299.26
4793026479-2,2024-07-10 00:00:00.000,6.0,897.8
4793026479-3,2024-07-10 00:00:00.000,6.0,897.8
4793026479-4,2024-07-10 00:00:00.000,6.0,897.8
4793026479-5,2024-07-10 00:00:00.000,4.0,598.53
4793026479-6,2024-08-23 00:00:00.000,4.0,598.53
4793026479-7,2024-07-10 00:00:00.000,6.0,897.8
4793026479-8,2024-07-10 00:00:00.000,6.0,897.8
4793026479-9,2024-09-04 00:00:00.000,2.0,299.26
4793026547-10001,2024-08-05 00:00:00.000,1.0,2772.9
4793026547-10002,2024-08-05 00:00:00.000,1.0,616.2
4793026547-10003,2024-08-05 00:00:00.000,1.0,616.2
4793026547-10004,2024-08-05 00:00:00.000,1.0,154.05
4793026547-10005,2024-08-05 00:00:00.000,1.0,2934.92
4793026547-10006,2024-08-05 00:00:00.000,1.0,730.41
4793026663-1,2024-08-22 00:00:00.000,2.0,719.78
4793026663-10001,2024-08-22 00:00:00.000,1.0,1045.81
4793026663-10002,2024-08-22 00:00:00.000,1.0,846.61
4793026859-1,2024-06-18 00:00:00.000,20.0,35.19
4793026859-2,2024-06-14 00:00:00.000,10.0,26.29
4793026859-3,2024-07-01 00:00:00.000,30.0,20.91
4793026948-10001,2024-08-06 00:00:00.000,1.0,375.45
4793027029-10001,2024-06-24 00:00:00.000,1.0,156.44
4793027063-10001,2024-07-01 00:00:00.000,1.0,1626.82
4793027063-10002,2024-07-01 00:00:00.000,1.0,33.2
4793027116-1,2024-06-19 00:00:00.000,1.0,29.88
4793027116-2,2024-06-19 00:00:00.000,2.0,17.92
4793027116-3,2024-06-19 00:00:00.000,1.0,185.92
4793027116-4,2024-06-19 00:00:00.000,1.0,199.2
4793027282-10001,2024-06-21 00:00:00.000,1.0,211.15
4793027479-1,2024-07-09 00:00:00.000,1.0,265.6
4793027536-1,2024-06-14 00:00:00.000,1.0,59.15
4793027990-10001,2024-09-04 00:00:00.000,1.0,292.29
4793027990-10002,2024-09-04 00:00:00.000,1.0,2881.8
4793029331-10001,2024-06-19 00:00:00.000,1.0,1561.75
4793030148-1,2024-06-24 00:00:00.000,2.0,329.61
4793030148-2,2024-06-24 00:00:00.000,2.0,20.42
4793030199-10001,2024-07-09 00:00:00.000,1.0,743.02
4793030292-10001,2024-06-28 00:00:00.000,1.0,318.72
4793030320-1,2024-07-11 00:00:00.000,7.0,336.47
4793030333-10001,2024-07-09 00:00:00.000,1.0,1660.02
4793030366-10002,2024-12-09 00:00:00.000,1.0,192.56
4793030479-10001,2024-07-09 00:00:00.000,1.0,1636.12
4793030572-10001,2024-08-13 00:00:00.000,1.0,152.72
4793030572-10002,2024-08-13 00:00:00.000,1.0,76.36
4793030576-1,2024-06-25 00:00:00.000,1.0,6493.44
4793030578-1,2024-09-15 00:00:00.000,4.0,114.87
4793030578-2,2024-09-15 00:00:00.000,3.0,34.82
4793030578-3,2024-09-15 00:00:00.000,5.0,471.44
4793030578-4,2024-09-15 00:00:00.000,5.0,143.59
4793030933-1,2024-06-27 00:00:00.000,1.0,561.75
4793031114-1,2024-07-29 00:00:00.000,1.0,2270.4
4793031114-10001,2024-07-29 00:00:00.000,1.0,500.0
4793031114-2,2024-07-29 00:00:00.000,1.0,1083.6
4793031114-3,2024-07-29 00:00:00.000,1.0,1238.4
4793031114-4,2024-07-29 00:00:00.000,1.0,645.0
4793031322-1,2024-07-01 00:00:00.000,1.0,686.63
4793031322-2,2024-07-01 00:00:00.000,3.0,575.37
4793031322-3,2024-07-01 00:00:00.000,20.0,135.8
4793031322-4,2024-07-01 00:00:00.000,10.0,66.7
4793031322-5,2024-08-02 00:00:00.000,5.0,269.4
4793031322-6,2024-07-01 00:00:00.000,6.0,956.94
4793031322-7,2024-07-01 00:00:00.000,6.0,114.42
4793031322-8,2024-07-01 00:00:00.000,6.0,114.42
4793031322-9,2024-07-01 00:00:00.000,1.0,1022.89
4793031987-1,2024-06-29 00:00:00.000,4.0,554.58
4793032052-10001,2024-07-16 00:00:00.000,1.0,1991.03
4793032275-1,2024-06-29 00:00:00.000,4.0,6071.71
4793033105-1,2024-07-11 00:00:00.000,1.0,103.3
4793033858-1,2024-06-24 00:00:00.000,10.0,175.76
4793033858-2,2024-06-24 00:00:00.000,10.0,175.76
4793033858-3,2024-06-24 00:00:00.000,10.0,175.76
4793033858-4,2024-06-24 00:00:00.000,10.0,175.76
4793033858-5,2024-06-24 00:00:00.000,5.0,86.71
4793034030-1,2024-06-24 00:00:00.000,40.0,151.92
4793034030-2,2024-06-24 00:00:00.000,30.0,88.44
4793034030-3,2024-06-24 00:00:00.000,2.0,34.15
4793034030-4,2024-06-24 00:00:00.000,2.0,33.62
4793034030-5,2024-06-24 00:00:00.000,2.0,34.15
4793034030-6,2024-06-24 00:00:00.000,2.0,34.15
4793034030-7,2024-06-24 00:00:00.000,1.0,39.84
4793034453-1,2024-07-11 00:00:00.000,3.0,14.28
4793034453-2,2024-07-11 00:00:00.000,3.0,31.35
4793034453-3,2024-07-11 00:00:00.000,3.0,19.94
4793034453-4,2024-07-11 00:00:00.000,3.0,28.48
4793034453-5,2024-07-11 00:00:00.000,3.0,153.98
4793034453-6,2024-07-11 00:00:00.000,3.0,88.38
4793034453-7,2024-07-11 00:00:00.000,3.0,19.94
4793034455-1,2024-06-28 00:00:00.000,4.0,374.5
4793034455-10001,2024-06-28 00:00:00.000,1.0,43.16
4793034459-1,2024-08-08 00:00:00.000,2.0,184.59
4793034459-2,2024-08-08 00:00:00.000,2.0,184.59
4793034500-1,2024-07-11 00:00:00.000,3.0,767.25
4793034506-1,2024-08-02 00:00:00.000,1.0,1018.52
4793034506-2,2024-08-02 00:00:00.000,5.0,101.75
4793034506-3,2024-08-02 00:00:00.000,5.0,259.5
4793034506-4,2024-08-02 00:00:00.000,20.0,203.6
4793034506-5,2024-08-02 00:00:00.000,5.0,50.9
4793034506-6,2024-09-13 00:00:00.000,10.0,203.5
4793034506-7,2024-08-02 00:00:00.000,1.0,305.25
4793034506-8,2024-08-02 00:00:00.000,1.0,478.23
4793034779-1,2024-07-19 00:00:00.000,1.0,81.08
4793034779-2,2024-07-19 00:00:00.000,1.0,222.92
4793034779-3,2024-07-19 00:00:00.000,1.0,59.46
4793034807-1,2024-06-26 00:00:00.000,1.0,114.02
4793034807-1,2024-07-08 00:00:00.000,1.0,114.02
4793034807-2,2024-06-26 00:00:00.000,2.0,228.04
4793034818-1,2024-06-26 00:00:00.000,2.0,228.04
4793034818-2,2024-06-26 00:00:00.000,1.0,114.02
4793034818-3,2024-06-26 00:00:00.000,1.0,114.02
4793034844-1,2024-06-24 00:00:00.000,2.0,228.04
4793034844-2,2024-06-24 00:00:00.000,2.0,228.04
4793035012-1,2024-06-26 00:00:00.000,1.0,12.04
4793035012-2,2024-06-26 00:00:00.000,10.0,98.33
4793035012-3,2024-06-26 00:00:00.000,5.0,150.89
4793035012-4,2024-06-26 00:00:00.000,10.0,41.16
4793035012-5,2024-06-26 00:00:00.000,5.0,18.99
4793035012-6,2024-06-26 00:00:00.000,5.0,18.29
4793035091-1,2024-07-02 00:00:00.000,1.0,832.0
4793035091-10001,2024-07-02 00:00:00.000,1.0,99.6
4793035146-1,2024-07-19 00:00:00.000,1.0,81.48
4793035146-2,2024-07-19 00:00:00.000,1.0,222.92
4793035146-3,2024-07-19 00:00:00.000,1.0,7.24
4793035162-1,2024-08-01 00:00:00.000,12.0,35.85
4793035162-2,2024-08-01 00:00:00.000,11.0,34.18
4793035162-3,2024-08-01 00:00:00.000,11.0,87.79
4793035188-10001,2024-07-03 00:00:00.000,1.0,1438.24
4793035337-10001,2024-07-01 00:00:00.000,1.0,1626.82
4793035337-10002,2024-07-01 00:00:00.000,1.0,33.2
4793035340-10001,2024-07-08 00:00:00.000,1.0,1075.0
4793035340-10002,2024-07-08 00:00:00.000,1.0,2949.0
4793035340-10003,2024-07-08 00:00:00.000,1.0,1075.0
4793035340-10004,2024-07-08 00:00:00.000,1.0,1139.0
4793035344-10001,2024-07-16 00:00:00.000,1.0,950.0
4793035344-10002,2024-07-16 00:00:00.000,1.0,950.0
4793035344-10003,2024-07-16 00:00:00.000,1.0,950.0
4793035344-10004,2024-07-16 00:00:00.000,1.0,1040.0
4793035344-10005,2024-07-16 00:00:00.000,1.0,1275.0
4793035344-10006,2024-07-16 00:00:00.000,1.0,1075.0
4793035344-10007,2024-07-16 00:00:00.000,1.0,1075.0
4793035344-10008,2024-07-16 00:00:00.000,1.0,1075.0
4793035344-10009,2024-07-16 00:00:00.000,1.0,1075.0
4793035344-10010,2024-07-16 00:00:00.000,1.0,1075.0
4793035344-10011,2024-07-16 00:00:00.000,1.0,1075.0
4793035344-10012,2024-07-16 00:00:00.000,1.0,6973.68
4793035346-10001,2024-07-08 00:00:00.000,1.0,950.0
4793035346-10002,2024-07-08 00:00:00.000,1.0,1850.16
4793035347-10001,2024-07-15 00:00:00.000,1.0,950.0
4793035347-10002,2024-07-15 00:00:00.000,1.0,950.0
4793035347-10003,2024-07-15 00:00:00.000,1.0,950.0
4793035347-10004,2024-07-15 00:00:00.000,1.0,5408.16
4793035360-10001,2024-07-08 00:00:00.000,1.0,1075.0
4793035362-10001,2024-07-08 00:00:00.000,1.0,1075.0
4793035420-1,2024-06-26 00:00:00.000,3.0,414.84
4793036019-1,2024-06-26 00:00:00.000,60.0,703.98
4793036019-2,2024-06-26 00:00:00.000,50.0,378.48
4793036019-3,2024-06-26 00:00:00.000,30.0,167.33
4793036019-4,2024-06-26 00:00:00.000,60.0,193.22
4793036019-5,2024-06-26 00:00:00.000,10.0,170.78
4793036019-6,2024-06-26 00:00:00.000,2.0,34.15
4793036019-7,2024-06-26 00:00:00.000,10.0,170.78
4793036019-8,2024-06-26 00:00:00.000,5.0,84.06
4793036019-9,2024-06-26 00:00:00.000,1.0,115.59
4793036080-1,2024-07-11 00:00:00.000,20.0,190.57
4793037130-1,2024-08-10 00:00:00.000,6.0,1952.23
4793037130-2,2024-08-10 00:00:00.000,6.0,1311.51
4793037319-10001,2025-07-29 00:00:00.000,2.0,28000.0
4793037319-10002,2025-07-29 00:00:00.000,2.0,16000.0
4793037319-10003,2025-07-29 00:00:00.000,2.0,4370.0
4793037330-10001,2024-06-27 00:00:00.000,1.0,741.53
4793037338-1,2024-07-11 00:00:00.000,5.0,172.57
4793037338-2,2024-07-11 00:00:00.000,5.0,172.57
4793037338-3,2024-07-11 00:00:00.000,4.0,138.06
4793037412-10001,2024-07-31 00:00:00.000,1.0,20900.0
4793037412-10002,2024-06-27 00:00:00.000,1.0,54600.0
4793037412-10002,2024-07-01 00:00:00.000,1.0,54600.0
4793037412-10002,2024-07-31 00:00:00.000,0.0,0.0
4793037412-10003,2024-06-27 00:00:00.000,1.0,6300.0
4793037412-10003,2024-07-01 00:00:00.000,1.0,6300.0
4793037412-10003,2024-07-31 00:00:00.000,0.0,0.0
4793037412-10006,2024-06-27 00:00:00.000,1.0,1206.0
4793037412-10007,2024-06-27 00:00:00.000,1.0,700.0
4793037412-10008,2024-06-27 00:00:00.000,1.0,358.8
4793037412-10009,2024-06-27 00:00:00.000,1.0,303.6
4793037412-10010,2024-06-27 00:00:00.000,1.0,82.8
4793037412-10011,2024-06-27 00:00:00.000,1.0,588.8
4793037412-10012,2024-07-01 00:00:00.000,1.0,402.6
4793037412-10013,2024-07-31 00:00:00.000,1.0,480.08
4793037577-10001,2024-08-23 00:00:00.000,1.0,185.25
4793037577-10002,2024-09-11 00:00:00.000,1.0,6.64
4793037577-10003,2024-07-29 00:00:00.000,1.0,32.53
4793037577-10004,2024-07-29 00:00:00.000,1.0,663.34
4793037577-10005,2024-09-11 00:00:00.000,1.0,331.34
4793037577-4,2024-07-29 00:00:00.000,0.5,28.55
4793037577-4,2024-09-11 00:00:00.000,0.5,28.55
4793037640-1,2024-06-26 00:00:00.000,4.0,64.38
4793037640-2,2024-07-17 00:00:00.000,4.0,151.39
4793037653-1,2024-09-13 00:00:00.000,2.0,16.67
4793037653-2,2024-07-15 00:00:00.000,5.0,25.99
4793037712-1,2024-06-24 00:00:00.000,32.0,68.41
4793037712-2,2024-06-24 00:00:00.000,30.0,65.93
4793037712-2,2024-06-26 00:00:00.000,22.0,48.35
4793037712-3,2024-06-24 00:00:00.000,5.0,37.08
4793037712-3,2024-06-26 00:00:00.000,5.0,37.08
4793037728-1,2024-07-11 00:00:00.000,12.0,25.83
4793037728-2,2024-07-11 00:00:00.000,12.0,25.89
4793037728-3,2024-07-11 00:00:00.000,10.0,252.5
4793037728-4,2024-07-11 00:00:00.000,10.0,252.5
4793037728-5,2024-07-11 00:00:00.000,10.0,80.86
4793037728-6,2024-07-11 00:00:00.000,2.0,238.75
4793037728-7,2024-07-11 00:00:00.000,3.0,250.47
4793037728-8,2024-07-11 00:00:00.000,1.0,233.38
4793037769-1,2024-06-26 00:00:00.000,8.0,180.55
4793037769-2,2024-06-26 00:00:00.000,2.0,245.04
4793037769-3,2024-06-26 00:00:00.000,8.0,76.65
4793037833-1,2024-06-28 00:00:00.000,20.0,140.37
4793037833-2,2024-07-03 00:00:00.000,5.0,51.62
4793037833-2,2024-07-19 00:00:00.000,15.0,154.88
4793037833-3,2024-06-21 00:00:00.000,4.0,10.52
4793037833-3,2024-07-19 00:00:00.000,16.0,42.06
4793037870-1,2024-07-02 00:00:00.000,2.0,252.32
4793037870-10001,2024-07-02 00:00:00.000,1.0,43.16
4793037877-1,2024-06-26 00:00:00.000,40.0,30.54
4793037877-2,2024-06-26 00:00:00.000,20.0,15.27
4793037877-3,2024-06-24 00:00:00.000,1.0,125.86
4793037909-1,2024-07-11 00:00:00.000,1.0,60.11
4793037909-2,2024-07-11 00:00:00.000,1.0,60.11
4793037909-3,2024-07-11 00:00:00.000,1.0,60.11
4793037975-1,2024-08-30 00:00:00.000,1.0,702.94
4793038002-1,2024-06-19 00:00:00.000,1.0,39.84
4793038003-1,2024-07-04 00:00:00.000,2.0,44.58
4793038003-2,2024-07-08 00:00:00.000,1.0,17.22
4793038003-3,2024-07-08 00:00:00.000,1.0,11.3
4793038014-1,2024-06-21 00:00:00.000,1.0,257.1
4793038056-1,2024-06-18 00:00:00.000,1.0,240.78
4793038166-1,2024-06-19 00:00:00.000,50.0,130.81
4793038180-10001,2024-07-07 00:00:00.000,1.0,99.6
4793038187-1,2024-07-09 00:00:00.000,1.0,436.91
4793038371-10001,2024-07-18 00:00:00.000,1.0,182.6
4793038371-10002,2024-07-18 00:00:00.000,1.0,132.8
4793038371-10003,2024-07-18 00:00:00.000,1.0,298.8
